23588_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,7649.86613382250197901158,7649.86613382250197901158,7649.86613382250197901158,0,0.000000,0.002446,0,0.000000,0.002446,
1,7675.27431627028636285104,7649.86613382250197901158,7675.27431627028636285104,75,0.00289500000000000000,0.00949700000000000023,0,0.00000000000000000000,0.00000000000000000000,
2,7688.02923206481591478223,7649.86613382250197901158,7688.02923206481591478223,71,0.00363199999999999981,0.01075699999999999920,0,0.00000000000000000000,0.00000000000000000000,
3,7707.96661312056949100224,7649.86613382250197901158,7707.96661312056949100224,69,0.00420199999999999914,0.03189999999999999780,0,0.00000000000000000000,0.00000000000000000000,
4,7720.13541724139849975472,7649.86613382250197901158,7720.13541724139849975472,68,0.00506900000000000059,0.02416699999999999404,0,0.00000000000000000000,0.00000000000000000000,
5,7725.75358368779689044459,7649.86613382250197901158,7725.75358368779689044459,75,0.00653700000000000114,0.03882399999999999740,0,0.00000000000000000000,0.00000000000000000000,
6,7727.98638443336221826030,7649.86613382250197901158,7727.98638443336221826030,77,0.00782999999999999668,0.04010499999999998788,0,0.00000000000000000000,0.00000000000000000000,
7,7728.82711056823154649464,7649.86613382250197901158,7728.82711056823154649464,74,0.00850000000000000061,0.02761900000000000466,0,0.00000000000000000000,0.00000000000000000000,
8,7730.37008883180169505067,7649.86613382250197901158,7730.37008883180169505067,71,0.00948199999999999737,0.02875199999999999978,0,0.00000000000000000000,0.00000000000000000000,
9,7731.21863818806286872132,7649.86613382250197901158,7731.21863818806286872132,76,0.01098400000000000071,0.06469799999999997775,0,0.00000000000000000000,0.00000000000000000000,
10,7731.99999999920237314655,7649.86613382250197901158,7731.99999999920237314655,72,0.01163800000000000251,0.02026100000000002899,0,0.00000000000000000000,0.00000000000000000000,
11,7731.99999999920328264125,7649.86613382250197901158,7731.99999999920328264125,73,0.01266099999999999171,0.06231100000000000527,0,0.00000000000000000000,0.00000000000000000000,
12,7731.99999999920055415714,7649.86613382250197901158,7731.99999999920055415714,75,0.01413100000000000467,0.04566900000000001514,0,0.00000000000000000000,0.00000000000000000000,
13,7731.99999999919691617833,7649.86613382250197901158,7731.99999999919691617833,72,0.01462099999999999511,0.03822000000000003173,0,0.00000000000000000000,0.00000000000000000000,
14,7731.99999999920055415714,7649.86613382250197901158,7731.99999999920055415714,74,0.01559500000000001163,0.03365299999999998848,0,0.00000000000000000000,0.00000000000000000000,
15,7732.11336363021928264061,7649.86613382250197901158,7732.11336363021928264061,75,0.01739899999999999780,0.07604199999999999848,0,0.00000000000000000000,0.00000000000000000000,
16,7732.99999999916053639026,7649.86613382250197901158,7732.99999999916053639026,75,0.02181800000000000406,0.04391900000000004134,0,0.00000000000000000000,0.00000000000000000000,
17,7733.01132751159002509667,7649.86613382250197901158,7733.01132751159002509667,72,0.01887300000000000089,0.07150000000000000799,0,0.00000000000000000000,0.00000000000000000000,
18,7733.99999999836563802091,7649.86613382250197901158,7733.99999999836563802091,75,0.02097799999999999665,0.03940599999999994107,0,0.00000000000000000000,0.00000000000000000000,
19,7733.99999999836927599972,7649.86613382250197901158,7733.99999999836927599972,76,0.02189399999999999680,0.03783399999999992325,0,0.00000000000000000000,0.00000000000000000000,
20,7733.99999999837473296793,7649.86613382250197901158,7733.99999999837473296793,76,0.02346000000000000862,0.06329699999999993665,0,0.00000000000000000000,0.00000000000000000000,
21,7733.99999999837018549442,7649.86613382250197901158,7733.99999999837018549442,76,0.02416699999999999404,0.08029999999999992699,0,0.00000000000000000000,0.00000000000000000000,
22,7733.99999999836927599972,7649.86613382250197901158,7733.99999999836927599972,70,0.02432200000000001028,0.09132300000000004303,0,0.00000000000000000000,0.00000000000000000000,
23,7734.18109886806723807240,7649.86613382250197901158,7734.18109886806723807240,70,0.02475499999999997147,0.08065500000000003222,0,0.00000000000000000000,0.00000000000000000000,
24,7734.99999999919600668363,7649.86613382250197901158,7734.99999999919600668363,74,0.02720200000000000395,0.04300899999999985290,0,0.00000000000000000000,0.00000000000000000000,
25,7734.99999999919873516774,7649.86613382250197901158,7734.99999999919873516774,73,0.02764099999999997115,0.12956400000000001249,0,0.00000000000000000000,0.00000000000000000000,
26,7734.99999999919964466244,7649.86613382250197901158,7734.99999999919964466244,75,0.02843500000000004357,0.07592299999999996274,0,0.00000000000000000000,0.00000000000000000000,
27,7734.99999999919964466244,7649.86613382250197901158,7734.99999999919964466244,73,0.02901799999999998825,0.08528500000000005521,0,0.00000000000000000000,0.00000000000000000000,
28,7734.99999999919600668363,7649.86613382250197901158,7734.99999999919600668363,78,0.03268199999999998884,0.08645900000000006358,0,0.00000000000000000000,0.00000000000000000000,
29,7734.99999999919600668363,7649.86613382250197901158,7734.99999999919600668363,75,0.03231799999999995787,0.09100199999999980527,0,0.00000000000000000000,0.00000000000000000000,
30,7734.99999999919873516774,7649.86613382250197901158,7734.99999999919873516774,76,0.03433000000000008267,0.08640400000000014735,0,0.00000000000000000000,0.00000000000000000000,
31,7734.99999999919964466244,7649.86613382250197901158,7734.99999999919964466244,78,0.03634599999999998943,0.10510900000000011900,0,0.00000000000000000000,0.00000000000000000000,
32,7734.99999999919691617833,7649.86613382250197901158,7734.99999999919691617833,71,0.03481199999999995409,0.10819000000000000838,0,0.00000000000000000000,0.00000000000000000000,
33,7734.99999999919873516774,7649.86613382250197901158,7734.99999999919873516774,72,0.03543799999999996952,0.09562699999999990652,0,0.00000000000000000000,0.00000000000000000000,
34,7734.99999999919964466244,7649.86613382250197901158,7734.99999999919964466244,74,0.03806300000000006900,0.10206300000000023687,0,0.00000000000000000000,0.00000000000000000000,
35,7734.99999999918964022072,7649.86613382250197901158,7734.99999999918964022072,72,0.03913999999999995261,0.12311400000000016774,0,0.00000000000000000000,0.00000000000000000000,
36,7734.99999999919327819953,7649.86613382250197901158,7734.99999999919327819953,75,0.04085700000000003218,0.07451300000000005141,0,0.00000000000000000000,0.00000000000000000000,
37,7734.99999999919964466244,7649.86613382250197901158,7734.99999999919964466244,76,0.04171899999999995057,0.10866299999999995407,0,0.00000000000000000000,0.00000000000000000000,
38,7734.99999999919691617833,7649.86613382250197901158,7734.99999999919691617833,75,0.04301500000000002544,0.14644200000000040518,0,0.00000000000000000000,0.00000000000000000000,
39,7735.05786675539002317237,7649.86613382250197901158,7735.05786675539002317237,73,0.04384100000000001884,0.16470499999999965723,0,0.00000000000000000000,0.00000000000000000000,
40,7735.99999999908050085651,7649.86613382250197901158,7735.99999999908050085651,75,0.04532999999999998142,0.07729499999999989157,0,0.00000000000000000000,0.00000000000000000000,
41,7735.99999999907686287770,7649.86613382250197901158,7735.99999999907686287770,72,0.04558200000000001140,0.20035800000000003607,0,0.00000000000000000000,0.00000000000000000000,
42,7735.99999999907595338300,7649.86613382250197901158,7735.99999999907595338300,75,0.04719899999999999096,0.17640300000000008751,0,0.00000000000000000000,0.00000000000000000000,
43,7735.99999999907686287770,7649.86613382250197901158,7735.99999999907686287770,79,0.04906199999999993899,0.23464499999999999247,0,0.00000000000000000000,0.00000000000000000000,
44,7735.99999999907868186710,7649.86613382250197901158,7735.99999999907868186710,73,0.05002100000000009317,0.12675900000000028811,0,0.00000000000000000000,0.00000000000000000000,
45,7735.99999999907868186710,7649.86613382250197901158,7735.99999999907868186710,75,0.05192799999999997418,0.14108900000000001995,0,0.00000000000000000000,0.00000000000000000000,
46,7735.99999999907959136181,7649.86613382250197901158,7735.99999999907959136181,76,0.05206899999999992090,0.13395800000000024355,0,0.00000000000000000000,0.00000000000000000000,
47,7736.13244720900001993868,7649.86613382250197901158,7736.13244720900001993868,73,0.05596000000000000973,0.16375000000000028422,0,0.00000000000000000000,0.00000000000000000000,
48,7736.99999999918236426311,7649.86613382250197901158,7736.99999999918236426311,73,0.05190200000000011471,0.12138200000000054501,0,0.00000000000000000000,0.00000000000000000000,
49,7736.99999999918236426311,7649.86613382250197901158,7736.99999999918236426311,77,0.06210899999999996979,0.17778799999999961301,0,0.00000000000000000000,0.00000000000000000000,
50,7737.02158225704988581128,7649.86613382250197901158,7737.02158225704988581128,71,0.05705300000000002036,0.22614200000000028723,0,0.00000000000000000000,0.00000000000000000000,
51,7737.99999999879037204664,7649.86613382250197901158,7737.99999999879037204664,77,0.05626399999999986967,0.09825899999999965218,0,0.00000000000000000000,0.00000000000000000000,
52,7737.99999999878855305724,7649.86613382250197901158,7737.99999999878855305724,75,0.05771900000000007580,0.16469900000000059492,0,0.00000000000000000000,0.00000000000000000000,
53,7737.99999999878855305724,7649.86613382250197901158,7737.99999999878855305724,67,0.05336199999999990951,0.24362400000000050682,0,0.00000000000000000000,0.00000000000000000000,
54,7737.99999999879037204664,7649.86613382250197901158,7737.99999999879037204664,71,0.05968300000000015260,0.13442099999999967963,0,0.00000000000000000000,0.00000000000000000000,
55,7737.99999999879128154134,7649.86613382250197901158,7737.99999999879128154134,71,0.06084499999999981590,0.24718700000000026762,0,0.00000000000000000000,0.00000000000000000000,
56,7737.99999999878582457313,7649.86613382250197901158,7737.99999999878582457313,75,0.06657800000000002605,0.19397000000000019782,0,0.00000000000000000000,0.00000000000000000000,
57,7737.99999999878855305724,7649.86613382250197901158,7737.99999999878855305724,77,0.06482800000000010776,0.16064699999999998425,0,0.00000000000000000000,0.00000000000000000000,
58,7737.99999999879037204664,7649.86613382250197901158,7737.99999999879037204664,78,0.06590099999999998737,0.13813700000000039836,0,0.00000000000000000000,0.00000000000000000000,
59,7737.99999999878582457313,7649.86613382250197901158,7737.99999999878582457313,66,0.05692599999999981009,0.21864400000000028257,0,0.00000000000000000000,0.00000000000000000000,
60,7737.99999999879128154134,7649.86613382250197901158,7737.99999999879128154134,74,0.06953500000000012449,0.18688599999999944146,0,0.00000000000000000000,0.00000000000000000000,
61,7737.99999999879037204664,7649.86613382250197901158,7737.99999999879037204664,76,0.06743500000000013372,0.25432900000000024932,0,0.00000000000000000000,0.00000000000000000000,
