bell5_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
13,8959762.24749904684722423553,8959819.88097275793552398682,8959888.82784972712397575378,7,0.00019200000000000011,0.00061399999999999996,9,0.03114600000000000701,0.00105399999999999938,
14,8959830.78774474933743476868,8959903.04784524440765380859,8959965.71936107613146305084,10,0.00027800000000000004,0.00054799999999999988,13,0.03993799999999997352,0.00143499999999999878,
15,8959957.64174727536737918854,8959983.61127049662172794342,8959998.50463428534567356110,11,0.00028100000000000000,0.00063899999999999981,12,0.04349700000000000788,0.00194199999999999581,
16,8959997.99374588578939437866,8960003.83769083395600318909,8960023.12297849915921688080,11,0.00032700000000000003,0.00064999999999999954,14,0.07533800000000001607,0.00166800000000000281,
17,8959999.83123237080872058868,8960012.27689580433070659637,8960028.51547977700829505920,13,0.00034799999999999979,0.00064399999999999961,15,0.08480699999999996574,0.00099899999999999989,
18,8960014.52534385584294795990,8960045.06136142462491989136,8960054.08575956709682941437,14,0.00036899999999999997,0.00100799999999999935,13,0.10201000000000004508,0.00228599999999999637,
19,8960016.81712965667247772217,8960048.70869895815849304199,8960056.24660086259245872498,11,0.00035899999999999994,0.00082800000000000061,15,0.13033299999999992114,0.00216599999999998738,
20,8960034.28925366140902042389,8960068.60486655496060848236,8960069.05287181772291660309,13,0.00039900000000000005,0.00094600000000000066,14,0.16711900000000001754,0.00244099999999999873,
21,8960077.36442411132156848907,8960086.41589201241731643677,8960086.79836171120405197144,14,0.00049399999999999965,0.00152000000000000052,15,0.15163799999999993950,0.00168700000000000794,
22,8960079.31428482756018638611,8960092.70155971497297286987,8960093.27734334580600261688,13,0.00045300000000000028,0.00115299999999999951,14,0.14221200000000000507,0.00277700000000000169,
23,8960083.19848136976361274719,8960144.25741451792418956757,8960144.25741451792418956757,12,0.00049100000000000012,0.00115999999999999957,13,0.16023300000000006982,0.00317400000000001015,
24,8960092.10147637873888015747,8960150.34819327108561992645,8960153.20435522496700286865,13,0.00056699999999999980,0.00198000000000000086,14,0.13970700000000002561,0.00189400000000000679,
25,8960123.38650584034621715546,8960167.24193191155791282654,8960172.43330097198486328125,13,0.00062599999999999982,0.00133600000000000038,15,0.17235500000000003595,0.00433600000000000652,
26,8960147.45589848235249519348,8960185.34920268133282661438,8960187.46583048440515995026,12,0.00061600000000000023,0.00254400000000000112,14,0.18556099999999986494,0.00440300000000001801,
27,8960162.48856208100914955139,8960194.08405028656125068665,8960197.45021129027009010315,10,0.00056500000000000040,0.00292800000000000005,14,0.19356200000000001182,0.00439200000000000701,
28,8960190.59317281655967235565,8960196.37851111032068729401,8960203.14272581972181797028,13,0.00067899999999999905,0.00277499999999999969,14,0.19808599999999998431,0.00542500000000001315,
29,8960195.82236581854522228241,8960207.38295580446720123291,8960209.00152343884110450745,14,0.00074100000000000034,0.00310299999999999812,15,0.21097099999999979758,0.00531800000000001716,
30,8960206.44791450351476669312,8960211.50994396582245826721,8960211.96403361670672893524,13,0.00077299999999999938,0.00406100000000000211,13,0.25884100000000032082,0.00849199999999999955,
31,8960210.05153783410787582397,8960213.31719165481626987457,8960216.09610003605484962463,14,0.00078100000000000044,0.00235100000000000586,14,0.25468000000000001748,0.00640000000000001679,
32,8960212.06046181917190551758,8960214.26073004677891731262,8960219.65982463397085666656,13,0.00085299999999999959,0.00303300000000000097,14,0.26702699999999968128,0.00639400000000001079,
33,8960219.11328640952706336975,8960224.85273890569806098938,8960229.56542088650166988373,11,0.00083100000000000014,0.00350500000000000117,14,0.27126000000000027867,0.00803799999999998960,
34,8960223.23217848502099514008,8960245.76575865782797336578,8960254.56504911743104457855,12,0.00089299999999999970,0.00335899999999999394,13,0.19628399999999990300,0.00619100000000000206,
35,8960255.67396482825279235840,8960249.89907384663820266724,8960264.80936421081423759460,11,0.00097100000000000138,0.00459600000000000286,14,0.26480799999999993233,0.00457599999999996898,
36,8960269.27856482379138469696,8960254.11124332807958126068,8960272.33845062926411628723,13,0.00094899999999999846,0.00451299999999999618,13,0.27410899999999971399,0.00630100000000000104,
37,8960273.62241356447339057922,8960281.57917344197630882263,8960283.50042985752224922180,14,0.00102400000000000234,0.00410400000000000348,14,0.30936600000000069599,0.00591400000000003034,
38,8960282.46787391975522041321,8960285.30771091021597385406,8960287.93427380546927452087,11,0.00114699999999999872,0.00323399999999999382,13,0.43989799999999945612,0.00631899999999996353,
39,8960288.11521033383905887604,8960285.93751641362905502319,8960292.23466951213777065277,13,0.00102800000000000114,0.00483700000000000102,13,0.31548700000000007293,0.00501299999999993418,
40,8960291.21474513784050941467,8960287.18313013203442096710,8960298.14734437130391597748,11,0.00099699999999999789,0.00600499999999999645,14,0.32290499999999955349,0.00572600000000000886,
41,8960291.72328143194317817688,8960296.68608032912015914917,8960301.22908310592174530029,11,0.00108800000000000216,0.00308500000000000441,14,0.39018800000000020134,0.00683900000000003949,
42,8960296.57493406906723976135,8960300.65448039583861827850,8960305.73809492960572242737,7,0.00092099999999999821,0.00481099999999999584,15,0.33821200000000040120,0.00488099999999991319,
43,8960303.39697118662297725677,8960360.21008556894958019257,8960364.51131166331470012665,13,0.00124799999999999911,0.00500299999999999356,12,0.35794799999999948881,0.01059399999999999231,
44,8960304.32600694708526134491,8960384.22576438263058662415,8960395.14760863408446311951,13,0.00127200000000000230,0.00434800000000000464,16,0.38694700000000015194,0.00761400000000000965,
45,8960309.88513995148241519928,8961200.65071648359298706055,8961271.99109973199665546417,17,0.00141200000000000006,0.00488099999999999645,17,0.36620999999999970242,0.01935500000000001108,
46,8960893.48507573828101158142,8961281.63710312172770500183,8961525.41761397011578083038,16,0.00148299999999999821,0.00705799999999999483,17,0.37254200000000015081,0.00682800000000005625,
47,8960893.48507574014365673065,8961690.05121643841266632080,8961729.33573470078408718109,12,0.00154900000000000176,0.00169500000000000206,14,0.46211400000000057986,0.01191500000000000892,
48,8961020.76237460970878601074,8961885.03746459819376468658,8962018.17706872522830963135,16,0.00145699999999999649,0.00363700000000000134,14,0.36743199999999909267,0.00695899999999993746,
49,8961073.10342350788414478302,8961957.02360082790255546570,8962069.94092041254043579102,15,0.00141000000000000500,0.00332199999999999163,13,0.36289000000000015689,0.01168900000000006045,
50,8961172.35716743022203445435,8962022.22026445716619491577,8962100.32189708575606346130,14,0.00135899999999999910,0.00416700000000000403,13,0.28733399999999953423,0.00828000000000006509,
51,8961172.35716743208467960358,8962344.87752434797585010529,8962350.55979301221668720245,12,0.00145399999999999696,0.00206699999999999939,13,0.47440900000000141290,0.01899000000000006239,
52,8961172.35716743208467960358,8962535.46499993093311786652,8962580.42451740615069866180,14,0.00142799999999999871,0.00196599999999999553,16,0.47253299999999853753,0.01097899999999984999,
53,8961946.48748595267534255981,8962602.57232865877449512482,8962637.90115915983915328979,13,0.00142600000000000365,0.00547000000000000264,15,0.49526900000000040336,0.01163999999999987267,
54,8962313.47542131878435611725,8962627.89663823321461677551,8962650.02896314114332199097,14,0.00150600000000000039,0.00620399999999998730,15,0.42466000000000114767,0.00744099999999980888,
55,8962525.23126130923628807068,8962638.05267215333878993988,8962655.28164589405059814453,15,0.00205199999999999827,0.00509500000000001618,15,0.47810099999999877696,0.00897100000000006226,
56,8962537.05146896466612815857,8962655.26907599717378616333,8962657.89222549274563789368,15,0.00163499999999999757,0.00449100000000002275,14,0.56304100000000012471,0.01704299999999991932,
57,8962607.35813106782734394073,8962660.81097663566470146179,8962663.27971008978784084320,15,0.00196800000000000447,0.00621499999999999830,15,0.67419100000000042883,0.01318699999999983774,
58,8962639.97689087688922882080,8962666.70546914637088775635,8962670.65020648390054702759,14,0.00172799999999999343,0.00699599999999997446,14,0.63814099999999918111,0.01052600000000003533,
59,8962656.45969725772738456726,8962673.66173865087330341339,8962675.38732804916799068451,11,0.00172000000000000625,0.00962400000000002143,14,0.70333000000000112095,0.01421600000000000641,
60,8962656.45969725772738456726,8962678.81216499395668506622,8962679.56275410763919353485,16,0.00224399999999999600,0.00239699999999998248,17,0.56484799999999957265,0.01490100000000005309,
61,8962675.73968000896275043488,8962680.44923960976302623749,8962680.97655852697789669037,18,0.00224699999999999900,0.00835199999999999831,17,0.72383299999999906049,0.01383399999999990193,
62,8962680.35916296765208244324,8962680.55224715545773506165,8962682.22203037701547145844,15,0.00259500000000000008,0.01046600000000000308,17,0.91050300000000028433,0.01213900000000012191,
63,8962682.17271417565643787384,8962680.71315321139991283417,8962682.50166111066937446594,18,0.00227399999999999824,0.01538500000000000978,14,0.76466600000000184423,0.01305399999999989902,
64,8962682.20039283856749534607,8962682.14777109026908874512,8962682.62973826751112937927,13,0.00219500000000000250,0.00642099999999998228,17,0.76916799999999696524,0.01712500000000005684,
65,8962682.38564693182706832886,8962683.56257200986146926880,8962683.77116163820028305054,17,0.00209800000000000264,0.00998499999999999388,16,0.94109000000000264663,0.01777799999999984948,
66,8962683.05341086164116859436,8962683.84514570608735084534,8962684.67664581723511219025,16,0.00225099999999999606,0.01095899999999999652,16,0.89310499999999848342,0.01491200000000003634,
67,8962684.17154174484312534332,8962684.87777328677475452423,8962685.79632580839097499847,15,0.00220800000000000163,0.01089800000000001878,17,0.86235800000000040200,0.01366699999999987369,
68,8962685.17870444618165493011,8962685.17645269259810447693,8962685.97110818326473236084,16,0.00255900000000000571,0.01407600000000000517,16,0.94922599999999945908,0.01490299999999988856,
69,8962685.81450920552015304565,8962685.17645269446074962616,8962686.08301984891295433044,17,0.00266399999999999970,0.01841099999999995518,17,0.94452499999999872671,0.00401699999999971524,
70,8962686.15174659155309200287,8962685.19305837340652942657,8962686.40364396572113037109,18,0.00253099999999999159,0.01248100000000001986,18,1.01965400000000272485,0.01403700000000007719,
71,8962686.15454759076237678528,8962685.75014603883028030396,8962686.43461471796035766602,19,0.00295900000000000329,0.00972899999999998766,19,1.10165599999999841430,0.01729899999999995330,
72,8962686.25331179052591323853,8962686.13869012147188186646,8962686.65088602527976036072,18,0.00270900000000000307,0.01740400000000003056,18,1.14112700000000089062,0.01790599999999997749,
73,8962686.49110028520226478577,8962686.83577623404562473297,8962687.57054906897246837616,16,0.00281399999999999706,0.01468200000000002836,16,1.06233100000000035834,0.02094599999999990914,
74,8962686.72830585390329360962,8962691.22407762520015239716,8962698.13449366204440593719,16,0.00289899999999999880,0.01369899999999996121,17,1.04618100000000069372,0.01981299999999963646,
75,8962686.79463917762041091919,8962697.75108846090734004974,8962702.29003464803099632263,16,0.00286300000000000443,0.01147500000000001297,19,0.86074199999999834176,0.01501999999999981128,
76,8962687.68839155882596969604,8962699.34568049386143684387,8962711.05381564609706401825,14,0.00284799999999998943,0.01196400000000003017,18,0.83085799999999920828,0.00951900000000005519,
77,8962689.05836790613830089569,8962715.54219547286629676819,8962719.04941050149500370026,13,0.00265400000000000358,0.01172000000000000819,17,0.78339599999999975921,0.01548799999999994625,
78,8962704.97757186926901340485,8962719.32292081043124198914,8962723.34893949516117572784,16,0.00288900000000000268,0.01138500000000003398,16,1.23215500000000233172,0.03158299999999991670,
79,8962714.73602104187011718750,8962727.86933797970414161682,8962737.99650589749217033386,16,0.00279200000000000281,0.00997199999999998088,16,1.00142500000000111982,0.02184499999999989228,
80,8962715.55538527853786945343,8962750.71780403330922126770,8962754.06819901615381240845,15,0.00326699999999999213,0.01229400000000002713,15,1.18721299999999985175,0.02246199999999998198,
81,8962715.61921213567256927490,8962757.68182002939283847809,8962757.84545618109405040741,16,0.00283400000000000318,0.00913600000000003298,17,0.92848999999999648480,0.01839499999999993918,
82,8962715.61921213567256927490,8962778.16368345543742179871,8962786.22842358797788619995,15,0.00307999999999999940,0.00425599999999998202,7,1.07207300000000316231,0.02693000000000012051,
83,8962715.64224755577743053436,8962796.39788066223263740540,8962797.71436081267893314362,15,0.00304799999999999516,0.00748500000000001942,14,1.03409599999999812781,0.02321499999999998565,
84,8962734.39128405600786209106,8962798.40787481516599655151,8962801.01468992233276367188,14,0.00302900000000000391,0.01307700000000000529,17,0.94314500000000123237,0.01511800000000018684,
85,8962734.39128405600786209106,8962813.65249296836555004120,8962816.36729529500007629395,14,0.00305900000000000616,0.00426100000000001478,17,1.02960399999999907550,0.02568100000000006489,
86,8962749.12586687877774238586,8962817.62767061591148376465,8962822.88026020862162113190,18,0.00332999999999999963,0.01205600000000001115,17,1.06602300000000127511,0.02389700000000027913,
87,8962749.21564577519893646240,8962819.51303031109273433685,8962823.37989206984639167786,14,0.00312400000000000178,0.00765000000000004565,16,1.17347999999999785814,0.02092699999999991789,
88,8962749.28046841546893119812,8962820.01618586108088493347,8962823.83490455523133277893,17,0.00330900000000000638,0.00623299999999998855,18,1.15914399999999773172,0.01343600000000044759,
89,8962753.38093649595975875854,8962820.60020062513649463654,8962824.21770606003701686859,18,0.00345599999999998686,0.01191300000000000692,17,1.13444000000000499995,0.02120699999999953178,
90,8962753.38093649595975875854,8962825.98590208217501640320,8962827.08861125074326992035,16,0.00375300000000000633,0.00506200000000001094,19,1.28157899999999358442,0.02391399999999954673,
91,8962783.74752287194132804871,8962827.60293899476528167725,8962830.22295713424682617188,17,0.00345799999999998886,0.01176099999999996593,17,1.36442800000000374894,0.01915599999999972880,
92,8962793.91757549345493316650,8962829.14984824694693088531,8962831.12743193283677101135,15,0.00317100000000000715,0.01213500000000000689,17,1.17676699999999812007,0.01627100000000059055,
93,8962800.05800079368054866791,8962831.51750362478196620941,8962834.61777809634804725647,13,0.00323299999999998589,0.01095899999999994101,17,1.30293300000000300543,0.04467999999999960892,
94,8962800.63226731121540069580,8962837.43918384052813053131,8962840.26059740409255027771,17,0.00353100000000000636,0.01085300000000000153,18,1.24230399999999718830,0.02234699999999989473,
95,8962830.24334815330803394318,8962921.29513144120573997498,8962923.32569257542490959167,15,0.00375800000000001133,0.02905299999999999550,16,1.74503700000000350201,0.03889900000000068303,
96,8962853.98183093406260013580,8963091.34256615489721298218,8963095.06595204025506973267,15,0.00368699999999999584,0.02514400000000005519,16,1.28279099999999601778,0.04916300000000006776,
97,8962889.70640757307410240173,8963154.48059500008821487427,8963155.59235314652323722839,14,0.00366299999999999959,0.02418900000000001604,17,1.08916100000000426462,0.02546699999999990638,
98,8962947.46192373149096965790,8963168.70568935200572013855,8963171.16212686896324157715,13,0.00420899999999999053,0.01578000000000001624,17,1.15333700000000050068,0.03523299999999984777,
99,8962951.00673310644924640656,8963170.28892930224537849426,8963172.25219336710870265961,16,0.00384900000000001907,0.00925500000000001322,16,1.52064999999999628244,0.02273100000000027876,
100,8962951.00673310831189155579,8963172.40600458532571792603,8963173.43198018707334995270,15,0.00403299999999998104,0.00613000000000007983,16,1.30160300000000006548,0.02506099999999999994,
101,8962951.00673310831189155579,8963186.33748606964945793152,8963187.73586470074951648712,13,0.00399299999999999655,0.00544199999999994688,16,1.30971300000000212549,0.03692999999999990735,
102,8962988.61264668405055999756,8963192.86564118042588233948,8963202.10779134556651115417,15,0.00399100000000002231,0.01853700000000002568,15,1.40606199999999859074,0.02380500000000029814,
103,8962993.38650430552661418915,8963199.95627578161656856537,8963208.88977196440100669861,15,0.00401699999999999280,0.01292899999999996830,15,1.75248700000000212640,0.03194999999999925677,
104,8962999.53236544132232666016,8963199.95896669477224349976,8963210.41632992774248123169,14,0.00432199999999999251,0.01170400000000004770,17,1.44521799999999700503,0.01310599999999961796,
105,8962999.53236544132232666016,8963209.26075516641139984131,8963211.38988341763615608215,16,0.00432399999999999451,0.00657499999999999751,16,1.73640600000000233649,0.02911199999999958266,
106,8962999.53236544132232666016,8963212.30883715115487575531,8963216.20323312096297740936,15,0.00403000000000000580,0.00670599999999998975,14,1.64091700000000173532,0.06072899999999936682,
107,8963004.77803848125040531158,8963223.38025766238570213318,8963225.28489730879664421082,14,0.00446199999999999375,0.01484099999999999309,17,1.47885099999999169995,0.04616199999999981429,
108,8963090.47154952771961688995,8963227.75652650557458400726,8963233.90656417794525623322,17,0.00447200000000000375,0.02636500000000008281,16,1.90052400000000432101,0.05703700000000022641,
109,8963195.10145146399736404419,8963250.08725066669285297394,8963261.72997378371655941010,15,0.00422800000000000953,0.02360700000000004461,17,1.84601499999999418833,0.07806300000000110373,
110,8963201.74822914600372314453,8963251.34375132434070110321,8963269.62520159408450126648,14,0.00527400000000000091,0.01494300000000003958,19,1.56421500000000435193,0.02573700000000123111,
111,8963213.30712803080677986145,8963277.18733149394392967224,8963281.75416347384452819824,18,0.00489999999999998770,0.01915899999999992609,19,2.18277999999999394731,0.05353799999999964143,
112,8963268.30985375680029392242,8963277.26479102671146392822,8963290.27274342253804206848,14,0.00472800000000000997,0.03493899999999994233,17,1.85600800000000276668,0.01950399999999952172,
113,8963271.43188986741006374359,8963287.07899374142289161682,8963291.90373904444277286530,18,0.00592199999999998283,0.02315300000000009017,20,1.79227300000000866476,0.04616299999999995407,
114,8963285.87006289511919021606,8963289.92840803787112236023,8963294.28371982462704181671,16,0.00519900000000000917,0.03811699999999995647,19,2.42166799999999682314,0.03546900000000086095,
115,8963286.29614179953932762146,8963289.93755641579627990723,8963296.51305149681866168976,17,0.00559799999999999187,0.02011899999999999800,18,2.56225399999999581269,0.02591100000000068349,
116,8963293.43186950869858264923,8963303.51017408445477485657,8963297.03585934452712535858,16,0.00505400000000000293,0.03421600000000002417,18,2.51599699999999870670,0.08462699999999934164,
117,8963294.62008118815720081329,8963293.24536813795566558838,8963311.83864381909370422363,13,0.00479900000000002547,0.02340399999999998037,19,2.97650600000000054024,0.06632300000000057594,
118,8963294.62008118815720081329,8963311.98547353781759738922,8963313.85379504971206188202,17,0.00576799999999999535,0.00943199999999999594,19,2.87301800000000184809,0.07915299999999980685,
119,8963295.18215669877827167511,8963327.33080158755183219910,8963330.45507838018238544464,16,0.00500800000000001244,0.02845100000000000406,18,2.25914500000000373348,0.03889000000000031321,
120,8963295.18215669691562652588,8963340.69832151569426059723,8963341.17638694494962692261,16,0.00509099999999995667,0.01299600000000000755,16,2.78319899999999620377,0.07052299999999966928,
121,8963296.53107786737382411957,8963346.63823326677083969116,8963346.71341745741665363312,15,0.00476799999999999446,0.03504499999999999282,16,2.66401000000000465207,0.05399399999999943134,
122,8963300.56356443092226982117,8963355.13805265352129936218,8963355.46193078905344009399,17,0.00550300000000003564,0.03163800000000005497,20,3.42640199999999595093,0.11683099999999946306,
123,8963305.80302166752517223358,8963364.55744509212672710419,8963364.70700511708855628967,19,0.00620999999999999330,0.03754300000000010407,21,2.91806900000000268847,0.09112099999999934141,
124,8963326.37708486989140510559,8963375.64203271269798278809,8963377.19655038230121135712,16,0.00536100000000000465,0.04008599999999984398,20,2.67700200000000165801,0.06938099999999991496,
125,8963327.19523760303854942322,8963382.14258060790598392487,8963382.44854090735316276550,18,0.00731199999999998518,0.01917400000000002436,19,2.76612699999999733791,0.06079399999999957060,
126,8963335.93466186895966529846,8963383.26150208525359630585,8963386.10844242759048938751,19,0.00653100000000000902,0.04045900000000002272,21,2.98412000000000432465,0.06767699999999976512,
127,8963363.36187245510518550873,8963388.79283276014029979706,8963389.46221367456018924713,19,0.00604599999999999582,0.05481200000000008288,20,3.32486199999999598731,0.06418099999999959948,
128,8963364.52643429115414619446,8963418.54445372521877288818,8963395.55222131684422492981,18,0.00711400000000000921,0.02323799999999986987,18,3.87610399999999799547,0.22375500000000059231,
129,8963370.33683344535529613495,8963396.91327836178243160248,8963400.53991663455963134766,19,0.00639400000000001079,0.03481899999999993334,20,4.39396899999999845932,0.13830300000000050886,
130,8963371.95654732175171375275,8963401.85122313722968101501,8963404.60454217158257961273,19,0.00604099999999996307,0.02159599999999994857,19,3.47203599999998857584,0.07151100000000099044,
131,8963381.49334749393165111542,8963405.51302595250308513641,8963406.13691080920398235321,18,0.00636700000000001154,0.05274399999999990207,21,3.98365499999999883585,0.11617299999999985971,
132,8963381.49334749393165111542,8963407.47580593824386596680,8963407.55534329079091548920,19,0.00615799999999999681,0.01126700000000013802,21,2.84465900000000715409,0.13865799999999950387,
