bm23_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000290,0,0.000000,0.000290,
1,22.82830191756425719518,20.57092176323557097817,22.82830191756425719518,6,0.00024499999999999999,0.00030299999999999999,0,0.00000000000000000000,0.00000000000000000000,
2,23.30834703586670286768,20.57092176323557097817,23.30834703586670286768,6,0.00004199999999999999,0.00024399999999999997,0,0.00000000000000000000,0.00000000000000000000,
3,23.92063839600301733412,20.57092176323557097817,23.92063839600301733412,5,0.00003200000000000002,0.00033399999999999999,0,0.00000000000000000000,0.00000000000000000000,
4,24.09953106692330493388,20.57092176323557097817,24.09953106692330493388,9,0.00005899999999999997,0.00041500000000000011,0,0.00000000000000000000,0.00000000000000000000,
5,24.18239174718186745849,20.57092176323557097817,24.18239174718186745849,7,0.00005099999999999999,0.00026800000000000001,0,0.00000000000000000000,0.00000000000000000000,
6,24.28260544645495500049,20.57092176323557097817,24.28260544645495500049,6,0.00004400000000000004,0.00033299999999999996,0,0.00000000000000000000,0.00000000000000000000,
7,24.29912635118639840925,20.57092176323557097817,24.29912635118639840925,8,0.00012500000000000000,0.00029200000000000016,0,0.00000000000000000000,0.00000000000000000000,
8,24.32506923476158178232,20.57092176323557097817,24.32506923476158178232,7,0.00005599999999999995,0.00036200000000000034,0,0.00000000000000000000,0.00000000000000000000,
9,24.38281816294606940687,20.57092176323557097817,24.38281816294606940687,8,0.00006199999999999999,0.00051700000000000010,0,0.00000000000000000000,0.00000000000000000000,
10,24.40756891062506639400,20.57092176323557097817,24.40756891062506639400,7,0.00005800000000000000,0.00028300000000000027,0,0.00000000000000000000,0.00000000000000000000,
11,24.43068251363609988402,20.57092176323557097817,24.43068251363609988402,8,0.00006199999999999999,0.00023900000000000006,0,0.00000000000000000000,0.00000000000000000000,
12,24.44475096444081074765,20.57092176323557097817,24.44475096444081074765,8,0.00006300000000000001,0.00034099999999999972,0,0.00000000000000000000,0.00000000000000000000,
13,24.46446423294237249024,20.57092176323557097817,24.46446423294237249024,6,0.00005500000000000004,0.00025000000000000022,0,0.00000000000000000000,0.00000000000000000000,
14,24.47531016393586256186,20.57092176323557097817,24.47531016393586256186,8,0.00006999999999999997,0.00034499999999999982,0,0.00000000000000000000,0.00000000000000000000,
15,24.49062791681230066843,20.57092176323557097817,24.49062791681230066843,7,0.00006199999999999999,0.00042399999999999990,0,0.00000000000000000000,0.00000000000000000000,
