bm23_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000326,0,0.000000,0.000326,
1,22.82830191756425719518,22.77005978420653775629,23.37345724628553256252,6,0.00023400000000000000,0.00034800000000000000,6,0.00671599999999999975,0.00016699999999999999,
2,23.49427007392722543955,23.34142692697880505648,23.67101287587045632677,9,0.00006500000000000001,0.00017200000000000001,9,0.00785999999999999893,0.00018000000000000004,
3,23.68730098055458199724,23.53683831819494187698,23.84401569751101135353,8,0.00007099999999999999,0.00021599999999999994,10,0.01012000000000000052,0.00024099999999999989,
4,23.90482794419362377880,24.00226457438545679679,24.22208867548348010246,11,0.00008999999999999997,0.00038499999999999993,9,0.01151899999999999799,0.00030500000000000015,
5,24.36484318989031905289,24.16591177863714534624,24.42284609669052741765,12,0.00010799999999999997,0.00042099999999999993,11,0.01507900000000000212,0.00043599999999999976,
6,24.48727241886894390177,24.45338202779724312563,24.50533476672615407210,12,0.00012300000000000006,0.00035800000000000003,12,0.01912199999999999317,0.00058799999999999998,
7,24.54496981953233003537,24.70259696471307364618,24.71142797204003471734,9,0.00011899999999999997,0.00056700000000000023,11,0.02416500000000000592,0.00069899999999999997,
8,24.73813038432554733959,24.80264479625723694767,24.87130990990995016432,15,0.00015700000000000002,0.00054199999999999995,14,0.02524499999999998967,0.00058599999999999972,
9,24.79810892687977741389,24.92118267822814203782,24.92521855269642117037,15,0.00017399999999999989,0.00055099999999999984,15,0.02668400000000001326,0.00096300000000000031,
10,24.89829995176013355263,24.96356045679448243391,25.00362506449133093156,16,0.00020899999999999998,0.00070799999999999986,15,0.02879199999999998427,0.00112399999999999653,
11,24.95052067043166488247,25.05166453231332113205,25.06751495733857026948,14,0.00020000000000000009,0.00063099999999999962,15,0.03272100000000000009,0.00134099999999999844,
12,25.00636428757966456260,25.08057951882265967924,25.08764209499614494803,17,0.00022900000000000004,0.00091100000000000035,18,0.04690300000000000025,0.00112600000000000200,
13,25.03685642918985720939,25.21018606497298364388,25.21764296798997406768,17,0.00028600000000000001,0.00092699999999999987,17,0.07690299999999999914,0.00192200000000000010,
14,25.13356354902154876640,25.29947065563459318582,25.29947065563459673854,14,0.00027399999999999994,0.00123299999999999972,17,0.08417199999999996907,0.00167199999999999988,
15,25.17001443872288035664,25.36018665061969201702,25.36747030116112711084,15,0.00028200000000000013,0.00122000000000000060,15,0.09077200000000007485,0.00124600000000000405,
16,25.35662791211973043914,25.41540309322013158067,25.41901598902016701231,14,0.00030499999999999972,0.00099899999999999989,13,0.07892899999999991589,0.00181900000000000117,
17,25.40844596249764464346,25.44784038208200271924,25.45295419578066997701,13,0.00028999999999999989,0.00110700000000000034,16,0.10235700000000003129,0.00182399999999999229,
18,25.42468771720763953681,25.56457081486435356510,25.56457081486426119454,11,0.00024100000000000033,0.00079500000000000057,15,0.12794899999999997942,0.00153999999999999970,
19,25.54976371654716515991,25.66569683672793544815,25.67580073952202823762,12,0.00063500000000000015,0.00242200000000000054,14,0.14807700000000001417,0.00175400000000000555,
20,25.64248951995230285661,25.79690097544777671601,25.79841725360624238306,11,0.00034000000000000002,0.00114100000000000139,14,0.12737199999999992972,0.00188299999999999579,
21,25.73154175308832947167,25.80847533528114468027,25.83403077972432271281,13,0.00037499999999999947,0.00104200000000000126,16,0.08695200000000014029,0.00114999999999999825,
22,25.80167075801427500892,25.84629606537641777209,25.87115835972525346165,13,0.00032300000000000037,0.00096000000000000252,12,0.14001199999999980328,0.00213800000000000101,
23,25.81771605853047191204,25.86349091225754648349,25.88304455171101992050,14,0.00042500000000000003,0.00176700000000000121,17,0.16053400000000017656,0.00183300000000000129,
24,25.84025499333008824010,25.87473192358628182319,25.89415128331647508730,14,0.00037999999999999926,0.00133700000000000138,15,0.13627899999999981695,0.00188800000000000079,
25,25.86548066643982579649,25.95039728748016827353,25.95039728748016827353,12,0.00038700000000000019,0.00139900000000000094,16,0.21000300000000016176,0.00430800000000000627,
26,25.92184407400928947141,25.95409295648877190388,25.97363424424821332082,16,0.00041799999999999997,0.00216400000000000273,18,0.16618899999999992012,0.00377800000000000358,
27,25.93027018312664111477,25.95750872648405405130,25.98509266347043933365,14,0.00042200000000000050,0.00109900000000000275,15,0.16612000000000004540,0.00252600000000000047,
28,25.96757809128338223559,26.01485230492188804874,26.02647536744716916246,15,0.00049899999999999944,0.00157299999999999801,16,0.19371599999999977726,0.00450900000000001300,
29,26.00202445470114298587,26.05532401272807874193,26.06317825869797033533,18,0.00054799999999999988,0.00157799999999999954,18,0.24147300000000004871,0.00818000000000002059,
30,26.02658010702728574870,26.08299416877726883968,26.09198443845502524141,17,0.00053199999999999949,0.00196200000000000194,19,0.24480300000000010385,0.00368200000000001859,
31,26.03368289929070300559,26.13368787853710983882,26.13571935350468322667,21,0.00061300000000000070,0.00193100000000000216,21,0.29261399999999992971,0.00624600000000002931,
32,26.07306890562222179142,26.15252748931692750034,26.15267622645524525637,21,0.00074500000000000087,0.00185300000000000048,20,0.27718899999999990769,0.00734099999999998643,
33,26.10015981290193565201,26.16473413940886416640,26.16482085299959692293,14,0.00061499999999999923,0.00263800000000000145,19,0.27872200000000013631,0.00464900000000001423,
34,26.13889177585179268704,26.19640775383708941604,26.19640775383708941604,18,0.00067500000000000025,0.00195000000000000034,17,0.32913600000000009516,0.00392100000000000781,
35,26.17957176106565597706,26.20595751334797895993,26.20648109478408471773,17,0.00064700000000000001,0.00189299999999999885,17,0.27677599999999991098,0.00594600000000000684,
36,26.18372340250092378255,26.22503496860367278032,26.22503496860366212218,17,0.00066699999999999919,0.00185500000000000248,16,0.40542500000000014637,0.00618800000000002681,
