mas284_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
171,87162.69488190436095464975,87163.56911805162962991744,87163.57190935641119722277,38,0.14170800000000038921,0.46829899999999824445,73,65.10272200000008524512,1.06740500000000793079,
172,87162.69737065288063604385,87163.60409583951695822179,87163.60409583954606205225,38,0.12120299999999950558,0.14503700000000208092,70,64.91742699999986143666,1.50530100000003130845,
173,87162.72978248388972133398,87163.65452473642653785646,87163.65452473638288211077,41,0.14878000000000035641,0.18797499999999800480,78,74.06744100000014441321,2.71695600000003878449,
174,87162.90623768282239325345,87163.72412804844498168677,87163.72412804845953360200,41,0.15696199999999915775,0.55646699999999782449,76,65.50114299999995637336,2.01073900000000094224,
175,87162.92956499074352905154,87163.82881652198557276279,87163.82881652207288425416,40,0.16041900000000097748,0.18458599999999947272,77,75.98712500000010550139,3.38517200000001139415,
176,87163.03378989467455539852,87163.88828822004143148661,87163.89279223629273474216,36,0.17842999999999875627,0.48896900000000087516,69,77.97255799999993541860,2.07883800000001883745,
177,87163.03378989468910731375,87163.99852531810756772757,87163.99852531804936006665,38,0.14945800000000097896,0.05987199999999859301,74,78.29156499999999141437,2.83395599999994374230,
178,87163.06506063010601792485,87164.22539727859839331359,87164.22539727859839331359,34,0.13015899999999902548,0.22620399999999918350,74,65.52066400000012436067,3.19026400000007015478,
179,87163.12043114195694215596,87164.64300094012287445366,87164.64300094010832253844,33,0.13590500000000105274,0.34916300000000077830,69,74.97750099999984740862,3.18847100000004957110,
180,87163.92174868851725477725,87164.71254133328329771757,87164.72663035584264434874,29,0.13507899999999928298,0.63036699999999967758,63,72.08727499999986321200,1.16555800000003273453,
181,87164.11255494938814081252,87164.77553273443481884897,87164.77554087244789116085,35,0.18186799999999969657,0.35919600000000073692,72,64.39177000000017869752,1.94098899999994500831,
182,87164.11504895951657090336,87164.84454880304110702127,87164.84473040851298719645,34,0.14314900000000108093,0.13018699999999938655,75,67.53911699999980555731,1.99042099999996935367,
183,87164.22242403047857806087,87164.88680520598427392542,87164.89785922906594350934,32,0.15503900000000037096,0.32214199999999948432,72,80.69304099999999380088,1.67097000000001116859,
184,87164.31613615086826030165,87164.93453664018306881189,87164.93650225034798495471,35,0.19767199999999895965,0.62420699999999840202,85,71.46096800000032089883,2.42596499999990555807,
185,87164.32317726158362347633,87165.04483973789319861680,87165.04483973792230244726,36,0.17157100000000014006,0.13195600000000240470,79,93.57195000000001527951,3.41426899999999022839,
186,87164.39461797656258568168,87165.15691632419475354254,87165.15691632431116886437,38,0.17292300000000082605,0.27433200000000113050,80,82.41486199999962991569,3.42688099999998030398,
187,87164.41939171083504334092,87165.20493543059274088591,87165.20493543059274088591,37,0.18895999999999979480,0.23692700000000144200,78,82.48228999999992083758,2.48667000000000371074,
188,87164.48962986907281447202,87165.53573910323029849678,87165.53573910315753892064,37,0.21494000000000035300,0.48070400000000290675,81,90.37381400000049325172,4.23714400000005753100,
189,87164.66362000587105285376,87165.61934428435051813722,87165.61934428426320664585,32,0.19091099999999983083,0.74230100000000120986,76,90.00656900000012683449,1.98299600000007103517,
190,87164.87882365551195107400,87165.81721056031528860331,87165.81721056030073668808,32,0.19553699999999984982,0.59603500000000053660,75,91.43388899999990826473,3.08474499999999807187,
191,87164.87882365554105490446,87165.93400725981337018311,87165.93400910265336278826,36,0.23443999999999931561,0.05961800000000039290,78,94.64657099999931233469,2.34896600000001853914,
192,87164.88658008490165229887,87166.23757824736821930856,87166.23757824736821930856,39,0.26421000000000027796,0.21185099999999934539,84,84.53756000000066705979,4.57044099999995978578,
193,87164.90367470766068436205,87166.38439609848137479275,87166.38439609852503053844,37,0.18818899999999949557,0.27352600000000037994,77,78.22325499999988096533,3.74678599999992911762,
194,87165.04863631019543390721,87166.61716291382617782801,87166.61716291379707399756,40,0.10590000000000010516,0.71217100000000144178,77,85.60928199999943899456,3.81633099999999103602,
195,87165.25824248358549084514,87166.69378932383551727980,87166.70668722048867493868,35,0.19510700000000014143,0.86907300000000020646,76,81.83931200000006356277,1.69574599999998554267,
196,87165.51412876270478591323,87166.73674458381719887257,87166.74993206163344439119,37,0.12783800000000056230,0.54900100000000051637,83,91.46279400000003079185,1.73982200000000375439,
197,87165.72549346882442478091,87166.90201935263758059591,87166.90201935257937293500,39,0.24003899999999944725,0.61953199999999952752,79,91.93668000000070605893,3.16942100000005666516,
198,87165.98024323684512637556,87167.02833601905149407685,87167.02833601913880556822,39,0.18335599999999985243,0.51282899999999997931,76,90.38660599999911937630,3.93081700000004730100,
199,87166.06254724260361399502,87167.09530814475147053599,87167.09533388091949746013,39,0.15200199999999952638,0.40794299999999950046,74,94.76073400000041146995,2.46768799999995280814,
200,87166.19120345007104333490,87167.14872605042182840407,87167.14872605048003606498,39,0.18191100000000126613,0.41218600000000193972,79,90.02956600000015896512,2.24460099999998874409,
201,87166.21643890651466790587,87167.19695255471742711961,87167.19695255471742711961,38,0.11213799999999984891,0.12786900000000045452,80,93.18567299999995157123,3.38325099999997291889,
202,87166.33580563457508105785,87167.23969268838118296117,87167.25515015967539511621,41,0.22021699999999988506,0.39536800000000127397,85,96.45180299999992712401,2.41870099999994181417,
203,87166.33580563457508105785,87167.42859121969377156347,87167.42859121969377156347,36,0.21555299999999988358,0.05680399999999963256,84,105.38372400000025663758,4.60302700000011100201,
204,87166.43317985054454766214,87167.47516175883356481791,87167.47537347595789469779,34,0.19524999999999970157,0.24514700000000289037,74,82.82726000000002386514,1.72314799999992374069,
205,87166.43966446600097697228,87167.49248877764330245554,87167.50133870494028087705,33,0.20048899999999925114,0.14893999999999962824,75,99.59538299999985611066,1.27959399999997458508,
206,87166.46743884807801805437,87167.57664348826801870018,87167.57664348820981103927,36,0.21788900000000133161,0.18853400000000064551,77,91.89124399999946035678,3.28151100000002315937,
