bm23_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000262,0,0.000000,0.000262,
1,22.82830191756425719518,23.21906912736375261375,23.24417385436616356742,6,0.00008400000000000000,0.00025900000000000001,6,0.00394100000000000006,0.00017799999999999999,
2,23.32083844795814542294,23.51208010089760236383,23.51524554312851833515,7,0.00005000000000000001,0.00015099999999999998,6,0.00475100000000000001,0.00022499999999999994,
3,23.55998336026960160439,23.57144349300588004326,23.63071038704514847950,7,0.00005800000000000000,0.00013600000000000000,10,0.00559899999999999981,0.00018200000000000009,
4,23.71649205064347754046,23.93283837811965852893,23.93283837811965142350,10,0.00007499999999999998,0.00026599999999999996,9,0.00624099999999999829,0.00029799999999999987,
5,24.04053420038497179689,24.04600948345364130887,24.05717520221843486183,9,0.00007299999999999999,0.00034999999999999994,11,0.00725100000000000050,0.00022099999999999984,
6,24.07427668056408975872,24.06434174221273636363,24.08536226126572898920,9,0.00008500000000000001,0.00035199999999999988,11,0.00811299999999999868,0.00048200000000000022,
7,24.09936290651473100866,24.10057488323879582026,24.12039290526255186364,8,0.00020999999999999995,0.00026899999999999992,9,0.00946199999999999819,0.00048199999999999979,
8,24.13401322363738898957,24.11205211796388425682,24.14454478144994098443,11,0.00010900000000000005,0.00033899999999999989,13,0.01075600000000000167,0.00055700000000000020,
9,24.17385097374100766388,24.27795565056388582548,24.27795565056388227276,10,0.00011999999999999999,0.00042500000000000003,13,0.01245100000000000373,0.00074000000000000107,
10,24.29408515409303248589,24.29532898338858615261,24.31606764314787128001,12,0.00013799999999999988,0.00046400000000000000,12,0.01322999999999999177,0.00036800000000000027,
11,24.32964616578898642274,24.32852775605704920281,24.35235402919126102006,13,0.00015700000000000002,0.00046600000000000027,13,0.01463899999999999924,0.00068200000000000031,
12,24.34301403139227204520,24.38514684331305204523,24.39254912114548901059,13,0.00016900000000000010,0.00052599999999999999,12,0.01585200000000000498,0.00076400000000000079,
13,24.40401553588973015962,24.40478185639186392564,24.43148334693098533421,11,0.00016099999999999990,0.00070499999999999990,13,0.01855199999999998517,0.00061800000000000049,
14,24.41785369441318565009,24.46551807468065931062,24.46551807468064865247,13,0.00016799999999999996,0.00075099999999999993,13,0.02061600000000002320,0.00120400000000000021,
15,24.46548558869279688111,24.51987151578825319120,24.54294289285816077495,13,0.00019000000000000006,0.00066700000000000006,11,0.03527399999999999980,0.00080800000000000316,
16,24.54022025138006313227,24.53483302194439374944,24.55180984431631685538,11,0.00021800000000000009,0.00085399999999999972,12,0.04401799999999997381,0.00109400000000000469,
17,24.56046088253326686868,24.55697318521220751109,24.57396222561349219404,11,0.00021699999999999975,0.00069599999999999957,12,0.03379600000000002047,0.00099000000000000477,
18,24.58619402526142749821,24.57385444892213044454,24.60739017752068491518,10,0.00019300000000000003,0.00075500000000000046,10,0.03617899999999996119,0.00116000000000000131,
19,24.64169397335243871794,24.60149935904139084641,24.64822756404982229128,10,0.00045100000000000001,0.00179900000000000025,12,0.04407700000000003282,0.00101199999999999901,
20,24.65504730906139485569,24.62861648332728847777,24.65964932410608767555,9,0.00021499999999999991,0.00073700000000000154,10,0.04688700000000001200,0.00102799999999998726,
21,24.66561271956976852948,24.63852200571384898353,24.67228783483906084939,8,0.00022000000000000014,0.00082899999999999988,12,0.04207999999999995078,0.00099499999999999589,
22,24.67808582973769304658,24.66449307395510359697,24.68696604166022368076,10,0.00021099999999999982,0.00115300000000000125,16,0.05992100000000000204,0.00111400000000000388,
23,24.69424829003688159901,24.66449307395510714969,24.69696366107848461979,14,0.00027600000000000020,0.00094200000000000013,10,0.05995700000000003804,0.00048600000000000032,
24,24.70110662878260043840,24.68144702409854218672,24.70195346776798928090,11,0.00026900000000000014,0.00082600000000000035,11,0.07339099999999998403,0.00096699999999999564,
25,24.71079630701979112928,24.74696631508266975175,24.75082996921714340033,11,0.00024699999999999982,0.00088099999999999984,13,0.07489699999999999136,0.00164300000000000557,
26,24.71960221237726784693,24.76509043132987386571,24.76809072251336729664,16,0.00036899999999999954,0.00111900000000000194,9,0.07312699999999994205,0.00183799999999999242,
27,24.74332040752411643325,24.76851645042888350190,24.78159285166073289020,12,0.00034300000000000042,0.00149700000000000180,13,0.06547800000000003617,0.00146799999999999708,
28,24.78595422234846878951,24.81006522758475085766,24.83217356175210355218,13,0.00035500000000000028,0.00094999999999999946,13,0.08067400000000002347,0.00283500000000000418,
29,24.79824512101203737302,24.83998504684782204777,24.84321634159330827174,15,0.00043899999999999929,0.00126599999999999976,16,0.09345100000000006180,0.00253000000000000447,
30,24.79888484686951244385,24.86956890379409657044,24.86956890379423867898,13,0.00037800000000000073,0.00097900000000000070,13,0.09451699999999996216,0.00249800000000000022,
31,24.85854448024156226893,24.91383838363084990419,24.91424305240520453708,12,0.00041099999999999991,0.00192400000000000210,16,0.10072700000000001097,0.00280099999999999794,
32,24.91093690670189175762,24.91594538741949449445,24.91792445335011407792,14,0.00046899999999999980,0.00120300000000000268,14,0.09545899999999996055,0.00264100000000000446,
33,24.91729560282963262807,24.96015493106277816082,24.96247803544206078641,14,0.00049399999999999965,0.00120100000000000068,12,0.08962699999999990119,0.00258899999999998021,
