mas284_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,total time gmic,total time vpc
280,86326.34264,86195.86303,86326.34264,22,0.02204,0.099239,0,0,0,23.091951,0.003407
281,86326.3436,86195.86303,86326.3436,21,0.021338,0.094154,0,0,0,23.207443,0.003407
282,86326.3451,86195.86303,86326.3451,23,0.023458,0.1205,0,0,0,23.351401,0.003407
283,86326.34697,86195.86303,86326.34697,23,0.02291,0.113741,0,0,0,23.488052,0.003407
284,86326.35367,86195.86303,86326.35367,23,0.023057,0.122215,0,0,0,23.633324,0.003407
285,86326.35996,86195.86303,86326.35996,22,0.022317,0.143719,0,0,0,23.79936,0.003407
286,86326.36259,86195.86303,86326.36259,22,0.022446,0.123907,0,0,0,23.945713,0.003407
287,86326.36575,86195.86303,86326.36575,22,0.022688,0.142948,0,0,0,24.111349,0.003407
288,86326.36826,86195.86303,86326.36826,22,0.024432,0.113074,0,0,0,24.248855,0.003407
289,86326.37028,86195.86303,86326.37028,23,0.023647,0.102594,0,0,0,24.375096,0.003407
290,86326.37161,86195.86303,86326.37161,21,0.021997,0.133948,0,0,0,24.531041,0.003407
291,86326.37329,86195.86303,86326.37329,21,0.021776,0.125392,0,0,0,24.678209,0.003407
292,86326.38038,86195.86303,86326.38038,23,0.024103,0.111602,0,0,0,24.813914,0.003407
293,86326.38559,86195.86303,86326.38559,23,0.023776,0.114611,0,0,0,24.952301,0.003407
294,86326.39422,86195.86303,86326.39422,22,0.023187,0.118513,0,0,0,25.094001,0.003407
295,86326.40118,86195.86303,86326.40118,22,0.023183,0.136399,0,0,0,25.253583,0.003407
296,86326.40457,86195.86303,86326.40457,20,0.021302,0.10566,0,0,0,25.380545,0.003407
297,86326.40798,86195.86303,86326.40798,22,0.023708,0.136759,0,0,0,25.541012,0.003407
298,86326.40915,86195.86303,86326.40915,22,0.023179,0.104291,0,0,0,25.668482,0.003407
299,86326.41015,86195.86303,86326.41015,22,0.023545,0.139655,0,0,0,25.831682,0.003407
300,86326.41113,86195.86303,86326.41113,21,0.022464,0.102916,0,0,0,25.957062,0.003407
301,86326.41268,86195.86303,86326.41268,22,0.023386,0.1138,0,0,0,26.094248,0.003407
302,86326.41416,86195.86303,86326.41416,21,0.022868,0.127148,0,0,0,26.244264,0.003407
303,86326.41479,86195.86303,86326.41479,22,0.023466,0.150272,0,0,0,26.418002,0.003407
304,86326.4152,86195.86303,86326.4152,22,0.024723,0.124552,0,0,0,26.567277,0.003407
305,86326.4153,86195.86303,86326.4153,21,0.022881,0.132816,0,0,0,26.722974,0.003407
306,86326.41573,86195.86303,86326.41573,22,0.024124,0.134685,0,0,0,26.881783,0.003407
307,86326.416,86195.86303,86326.416,21,0.023341,0.13544,0,0,0,27.040564,0.003407
308,86326.41625,86195.86303,86326.41625,22,0.024063,0.12919,0,0,0,27.193817,0.003407
309,86326.418,86195.86303,86326.418,20,0.02159,0.13086,0,0,0,27.346267,0.003407
310,86326.41994,86195.86303,86326.41994,21,0.023263,0.106075,0,0,0,27.475605,0.003407
311,86326.42262,86195.86303,86326.42262,22,0.0243,0.122874,0,0,0,27.622779,0.003407
312,86326.42367,86195.86303,86326.42367,24,0.0262,0.127381,0,0,0,27.77636,0.003407
313,86326.42549,86195.86303,86326.42549,23,0.025871,0.110294,0,0,0,27.912525,0.003407
314,86326.42631,86195.86303,86326.42631,23,0.025358,0.122354,0,0,0,28.060237,0.003407
315,86326.42702,86195.86303,86326.42702,21,0.023113,0.168257,0,0,0,28.251607,0.003407
316,86326.42712,86195.86303,86326.42712,22,0.024991,0.156429,0,0,0,28.433027,0.003407
317,86326.42753,86195.86303,86326.42753,23,0.025465,0.297129,0,0,0,28.755621,0.003407
318,86326.42785,86195.86303,86326.42785,22,0.025197,0.121855,0,0,0,28.902673,0.003407
319,86326.42794,86195.86303,86326.42794,22,0.024374,0.126182,0,0,0,29.053229,0.003407
320,86326.42817,86195.86303,86326.42817,21,0.023739,0.139845,0,0,0,29.216813,0.003407
321,86326.42885,86195.86303,86326.42885,23,0.025629,0.139105,0,0,0,29.381547,0.003407
322,86326.4292,86195.86303,86326.4292,22,0.024918,0.182806,0,0,0,29.589271,0.003407
323,86326.4294,86195.86303,86326.4294,23,0.02641,0.191797,0,0,0,29.807478,0.003407
324,86326.42958,86195.86303,86326.42958,21,0.026591,0.225416,0,0,0,30.059485,0.003407
325,86326.4297,86195.86303,86326.4297,22,0.026701,0.155889,0,0,0,30.242075,0.003407
326,86326.43013,86195.86303,86326.43013,22,0.02642,0.163563,0,0,0,30.432058,0.003407
327,86326.43125,86195.86303,86326.43125,22,0.026457,0.122622,0,0,0,30.581137,0.003407
328,86326.43145,86195.86303,86326.43145,22,0.025573,0.145278,0,0,0,30.751988,0.003407
329,86326.43175,86195.86303,86326.43175,24,0.02823,0.163737,0,0,0,30.943955,0.003407
330,86326.43189,86195.86303,86326.43189,24,0.028168,0.166184,0,0,0,31.138307,0.003407
331,86326.43199,86195.86303,86326.43199,23,0.027106,0.188666,0,0,0,31.354079,0.003407
332,86326.43238,86195.86303,86326.43238,23,0.026483,0.136923,0,0,0,31.517485,0.003407
333,86326.43249,86195.86303,86326.43249,23,0.027266,0.124609,0,0,0,31.66936,0.003407
334,86326.43258,86195.86303,86326.43258,22,0.025791,0.217072,0,0,0,31.912223,0.003407
335,86326.43265,86195.86303,86326.43265,24,0.028423,0.110439,0,0,0,32.051085,0.003407
336,86326.43266,86195.86303,86326.43266,24,0.028829,0.32952,0,0,0,32.409434,0.003407
337,86326.4327,86195.86303,86326.4327,22,0.026573,0.263848,0,0,0,32.699855,0.003407
338,86326.43264,86195.86303,86326.43264,23,0.027588,0.1938,0,0,0,32.921243,0.003407
339,86326.43288,86195.86303,86326.43288,22,0.026684,0.264228,0,0,0,33.212155,0.003407
340,86326.43276,86195.86303,86326.43276,21,0.025966,0.35823,0,0,0,33.596351,0.003407
341,86326.4328,86195.86303,86326.4328,22,0.026908,0.246749,0,0,0,33.870008,0.003407
342,86326.43289,86195.86303,86326.43289,23,0.027833,0.245191,0,0,0,34.143032,0.003407
343,86326.43294,86195.86303,86326.43294,22,0.026947,0.1625,0,0,0,34.332479,0.003407
344,86326.43302,86195.86303,86326.43302,22,0.02921,0.133202,0,0,0,34.494891,0.003407
345,86326.43309,86195.86303,86326.43309,20,0.025616,0.309675,0,0,0,34.830182,0.003407
346,86326.43303,86195.86303,86326.43303,22,0.026901,0.275176,0,0,0,35.132259,0.003407
347,86326.43328,86195.86303,86326.43328,22,0.02832,0.196963,0,0,0,35.357542,0.003407
348,86326.43351,86195.86303,86326.43351,23,0.028966,0.131404,0,0,0,35.517912,0.003407
349,86326.43483,86195.86303,86326.43483,22,0.027906,0.178817,0,0,0,35.724635,0.003407
350,86326.43577,86195.86303,86326.43577,22,0.027581,0.166821,0,0,0,35.919037,0.003407
351,86326.43612,86195.86303,86326.43612,23,0.029109,0.139458,0,0,0,36.087604,0.003407
352,86326.43631,86195.86303,86326.43631,22,0.027871,0.174038,0,0,0,36.289513,0.003407
353,86326.43756,86195.86303,86326.43756,22,0.029506,0.123558,0,0,0,36.442577,0.003407
354,86326.43782,86195.86303,86326.43782,22,0.028154,0.191938,0,0,0,36.662669,0.003407
355,86326.4379,86195.86303,86326.4379,22,0.02812,0.167318,0,0,0,36.858107,0.003407
356,86326.43808,86195.86303,86326.43808,23,0.028776,0.19555,0,0,0,37.082433,0.003407
357,86326.43818,86195.86303,86326.43818,23,0.02944,0.136221,0,0,0,37.248094,0.003407
358,86326.4383,86195.86303,86326.4383,22,0.02785,0.174454,0,0,0,37.450398,0.003407
359,86326.4384,86195.86303,86326.4384,24,0.030186,0.165373,0,0,0,37.645957,0.003407
360,86326.43843,86195.86303,86326.43843,23,0.029267,0.159025,0,0,0,37.834249,0.003407
361,86326.43856,86195.86303,86326.43856,22,0.028154,0.200693,0,0,0,38.063096,0.003407
362,86326.43867,86195.86303,86326.43867,23,0.029479,0.172035,0,0,0,38.26461,0.003407
363,86326.43886,86195.86303,86326.43886,24,0.030183,0.258124,0,0,0,38.552917,0.003407
364,86326.4392,86195.86303,86326.4392,23,0.029877,0.225971,0,0,0,38.808765,0.003407
365,86326.43901,86195.86303,86326.43901,23,0.031439,0.2973,0,0,0,39.137504,0.003407
366,86326.43945,86195.86303,86326.43945,23,0.029964,0.16107,0,0,0,39.328538,0.003407
367,86326.43902,86195.86303,86326.43902,22,0.028922,0.432248,0,0,0,39.789708,0.003407
368,86326.43907,86195.86303,86326.43907,22,0.029195,0.172889,0,0,0,39.991792,0.003407
369,86326.43958,86195.86303,86326.43958,23,0.029819,0.205135,0,0,0,40.226746,0.003407
370,86326.43913,86195.86303,86326.43913,21,0.027791,0.386093,0,0,0,40.64063,0.003407
371,86326.43922,86195.86303,86326.43922,24,0.03257,0.190232,0,0,0,40.863432,0.003407
372,86326.43948,86195.86303,86326.43948,22,0.029244,0.18402,0,0,0,41.076696,0.003407
373,86326.43974,86195.86303,86326.43974,23,0.031334,0.18521,0,0,0,41.29324,0.003407
374,86326.43989,86195.86303,86326.43989,23,0.031976,0.155646,0,0,0,41.480862,0.003407
375,86326.44053,86195.86303,86326.44053,23,0.031206,0.137896,0,0,0,41.649964,0.003407
376,86326.4416,86195.86303,86326.4416,21,0.028299,0.156955,0,0,0,41.835218,0.003407
377,86326.44218,86195.86303,86326.44218,22,0.030563,0.216103,0,0,0,42.081884,0.003407
378,86326.44253,86195.86303,86326.44253,24,0.031898,0.144716,0,0,0,42.258498,0.003407
379,86326.44286,86195.86303,86326.44286,22,0.029189,0.223279,0,0,0,42.510966,0.003407
380,86326.44301,86195.86303,86326.44301,23,0.031174,0.142518,0,0,0,42.684658,0.003407
381,86326.44343,86195.86303,86326.44343,23,0.03118,0.179684,0,0,0,42.895522,0.003407
382,86326.44369,86195.86303,86326.44369,23,0.031076,0.169165,0,0,0,43.095763,0.003407
383,86326.44416,86195.86303,86326.44416,23,0.031833,0.136459,0,0,0,43.264055,0.003407
384,86326.44484,86195.86303,86326.44484,21,0.028875,0.16048,0,0,0,43.45341,0.003407
385,86326.44633,86195.86303,86326.44633,21,0.028683,0.155523,0,0,0,43.637616,0.003407
386,86326.44674,86195.86303,86326.44674,23,0.031491,0.165386,0,0,0,43.834493,0.003407
387,86326.44715,86195.86303,86326.44715,22,0.030117,0.151909,0,0,0,44.016519,0.003407
388,86326.44775,86195.86303,86326.44775,21,0.029209,0.178121,0,0,0,44.223849,0.003407
389,86326.44815,86195.86303,86326.44815,21,0.031785,0.175983,0,0,0,44.431617,0.003407
390,86326.449,86195.86303,86326.449,22,0.032568,0.177669,0,0,0,44.641854,0.003407
391,86326.45179,86195.86303,86326.45179,23,0.034465,0.153949,0,0,0,44.830268,0.003407
392,86326.45354,86195.86303,86326.45354,21,0.030902,0.232079,0,0,0,45.093249,0.003407
393,86326.45524,86195.86303,86326.45524,20,0.030329,0.181293,0,0,0,45.304871,0.003407
394,86326.45582,86195.86303,86326.45582,24,0.035175,0.197426,0,0,0,45.537472,0.003407
395,86326.45772,86195.86303,86326.45772,24,0.034048,0.160576,0,0,0,45.732096,0.003407
396,86326.4618,86195.86303,86326.4618,23,0.0322,0.13363,0,0,0,45.897926,0.003407
397,86326.47255,86195.86303,86326.47255,22,0.032154,0.172943,0,0,0,46.103023,0.003407
398,86326.48594,86195.86303,86326.48594,23,0.032447,0.162679,0,0,0,46.298149,0.003407
399,86326.49313,86195.86303,86326.49313,24,0.036654,0.16514,0,0,0,46.499943,0.003407
400,86326.50178,86195.86303,86326.50178,22,0.031484,0.135063,0,0,0,46.66649,0.003407
401,86326.51055,86195.86303,86326.51055,21,0.030591,0.189639,0,0,0,46.88672,0.003407
402,86326.521,86195.86303,86326.521,21,0.03057,0.15425,0,0,0,47.07154,0.003407
403,86326.52224,86195.86303,86326.52224,23,0.034072,0.15426,0,0,0,47.259872,0.003407
404,86326.52484,86195.86303,86326.52484,21,0.031168,0.186728,0,0,0,47.477768,0.003407
405,86326.52709,86195.86303,86326.52709,21,0.031375,0.211926,0,0,0,47.721069,0.003407
406,86326.52757,86195.86303,86326.52757,22,0.033546,0.165841,0,0,0,47.920456,0.003407
407,86326.5291,86195.86303,86326.5291,20,0.030181,0.193056,0,0,0,48.143693,0.003407
408,86326.52982,86195.86303,86326.52982,22,0.032882,0.184383,0,0,0,48.360958,0.003407
409,86326.53078,86195.86303,86326.53078,22,0.032373,0.215284,0,0,0,48.608615,0.003407
410,86326.53106,86195.86303,86326.53106,22,0.032688,0.171621,0,0,0,48.812924,0.003407
411,86326.53121,86195.86303,86326.53121,22,0.032826,0.268099,0,0,0,49.113849,0.003407
412,86326.53128,86195.86303,86326.53128,23,0.035837,0.200576,0,0,0,49.350262,0.003407
413,86326.53136,86195.86303,86326.53136,21,0.032612,0.163593,0,0,0,49.546467,0.003407
414,86326.53157,86195.86303,86326.53157,22,0.033508,0.281591,0,0,0,49.861566,0.003407
415,86326.53153,86195.86303,86326.53153,22,0.033429,0.374246,0,0,0,50.269241,0.003407
416,86326.53146,86195.86303,86326.53146,22,0.03295,0.281789,0,0,0,50.58398,0.003407
417,86326.53156,86195.86303,86326.53156,22,0.034053,0.188676,0,0,0,50.806709,0.003407
418,86326.53163,86195.86303,86326.53163,20,0.030599,0.198515,0,0,0,51.035823,0.003407
419,86326.53179,86195.86303,86326.53179,21,0.032067,0.211674,0,0,0,51.279564,0.003407
420,86326.53244,86195.86303,86326.53244,23,0.035279,0.136631,0,0,0,51.451474,0.003407
421,86326.53301,86195.86303,86326.53301,22,0.033533,0.168438,0,0,0,51.653445,0.003407
422,86326.53315,86195.86303,86326.53315,23,0.034584,0.161239,0,0,0,51.849268,0.003407
423,86326.53369,86195.86303,86326.53369,21,0.032028,0.174358,0,0,0,52.055654,0.003407
424,86326.53473,86195.86303,86326.53473,20,0.030858,0.167182,0,0,0,52.253694,0.003407
425,86326.53477,86195.86303,86326.53477,23,0.034552,0.147694,0,0,0,52.43594,0.003407
426,86326.53509,86195.86303,86326.53509,24,0.035971,0.240749,0,0,0,52.71266,0.003407
427,86326.53549,86195.86303,86326.53549,22,0.033293,0.183016,0,0,0,52.928969,0.003407
428,86326.53633,86195.86303,86326.53633,21,0.034679,0.176112,0,0,0,53.13976,0.003407
429,86326.53658,86195.86303,86326.53658,23,0.036618,0.236091,0,0,0,53.412469,0.003407
430,86326.5367,86195.86303,86326.5367,22,0.034327,0.198101,0,0,0,53.644897,0.003407
431,86326.53674,86195.86303,86326.53674,22,0.034539,0.200983,0,0,0,53.880419,0.003407
432,86326.53689,86195.86303,86326.53689,23,0.036721,0.186564,0,0,0,54.103704,0.003407
433,86326.53725,86195.86303,86326.53725,23,0.035688,0.193988,0,0,0,54.33338,0.003407
434,86326.53769,86195.86303,86326.53769,21,0.033161,0.196457,0,0,0,54.562998,0.003407
435,86326.5384,86195.86303,86326.5384,21,0.032915,0.207356,0,0,0,54.803269,0.003407
436,86326.53896,86195.86303,86326.53896,22,0.034245,0.184322,0,0,0,55.021836,0.003407
437,86326.53993,86195.86303,86326.53993,23,0.036351,0.168846,0,0,0,55.227033,0.003407
438,86326.54123,86195.86303,86326.54123,20,0.033005,0.155924,0,0,0,55.415962,0.003407
439,86326.54218,86195.86303,86326.54218,21,0.035305,0.205097,0,0,0,55.656364,0.003407
440,86326.54355,86195.86303,86326.54355,22,0.035899,0.194487,0,0,0,55.88675,0.003407
441,86326.54432,86195.86303,86326.54432,22,0.035517,0.169738,0,0,0,56.092005,0.003407
442,86326.54462,86195.86303,86326.54462,21,0.035488,0.206584,0,0,0,56.334077,0.003407
443,86326.54522,86195.86303,86326.54522,23,0.037363,0.205395,0,0,0,56.576835,0.003407
444,86326.54556,86195.86303,86326.54556,23,0.037658,0.223698,0,0,0,56.838191,0.003407
445,86326.54608,86195.86303,86326.54608,21,0.033401,0.209608,0,0,0,57.0812,0.003407
446,86326.54677,86195.86303,86326.54677,22,0.035295,0.211722,0,0,0,57.328217,0.003407
447,86326.54806,86195.86303,86326.54806,22,0.036378,0.231943,0,0,0,57.596538,0.003407
448,86326.54869,86195.86303,86326.54869,22,0.036756,0.193355,0,0,0,57.826649,0.003407
449,86326.54928,86195.86303,86326.54928,22,0.037584,0.196476,0,0,0,58.060709,0.003407
450,86326.54977,86195.86303,86326.54977,23,0.037114,0.174781,0,0,0,58.272604,0.003407
451,86326.54995,86195.86303,86326.54995,20,0.03348,0.294822,0,0,0,58.600906,0.003407
452,86326.55004,86195.86303,86326.55004,22,0.035001,0.232415,0,0,0,58.868322,0.003407
453,86326.55023,86195.86303,86326.55023,24,0.038226,0.251273,0,0,0,59.157821,0.003407
454,86326.55039,86195.86303,86326.55039,23,0.037113,0.239218,0,0,0,59.434152,0.003407
455,86326.55041,86195.86303,86326.55041,21,0.035183,0.166233,0,0,0,59.635568,0.003407
456,86326.5506,86195.86303,86326.5506,23,0.037644,0.164811,0,0,0,59.838023,0.003407
457,86326.55067,86195.86303,86326.55067,22,0.036558,0.229714,0,0,0,60.104295,0.003407
458,86326.55081,86195.86303,86326.55081,21,0.035626,0.185142,0,0,0,60.325063,0.003407
459,86326.55109,86195.86303,86326.55109,23,0.037477,0.18697,0,0,0,60.54951,0.003407
460,86326.5514,86195.86303,86326.5514,23,0.037719,0.21441,0,0,0,60.801639,0.003407
461,86326.55145,86195.86303,86326.55145,21,0.035502,0.180107,0,0,0,61.017248,0.003407
462,86326.55162,86195.86303,86326.55162,22,0.036416,0.252119,0,0,0,61.305783,0.003407
463,86326.55192,86195.86303,86326.55192,23,0.038516,0.261554,0,0,0,61.605853,0.003407
464,86326.55207,86195.86303,86326.55207,22,0.036837,0.278348,0,0,0,61.921038,0.003407
465,86326.5522,86195.86303,86326.5522,21,0.034955,0.243666,0,0,0,62.199659,0.003407
466,86326.55224,86195.86303,86326.55224,23,0.037885,0.236802,0,0,0,62.474346,0.003407
467,86326.55228,86195.86303,86326.55228,22,0.038609,0.219762,0,0,0,62.732717,0.003407
468,86326.55249,86195.86303,86326.55249,22,0.036395,0.234733,0,0,0,63.003845,0.003407
469,86326.55249,86195.86303,86326.55249,23,0.039241,0.334246,0,0,0,63.377332,0.003407
470,86326.5527,86195.86303,86326.5527,23,0.038264,0.28188,0,0,0,63.697476,0.003407
471,86326.55282,86195.86303,86326.55282,23,0.039233,0.215837,0,0,0,63.952546,0.003407
472,86326.55306,86195.86303,86326.55306,22,0.038039,0.240648,0,0,0,64.231233,0.003407
473,86326.55321,86195.86303,86326.55321,22,0.037045,0.177454,0,0,0,64.445732,0.003407
474,86326.5534,86195.86303,86326.5534,22,0.037408,0.236018,0,0,0,64.719158,0.003407
475,86326.55334,86195.86303,86326.55334,24,0.04056,0.382435,0,0,0,65.142153,0.003407
476,86326.55341,86195.86303,86326.55341,23,0.039044,0.290373,0,0,0,65.47157,0.003407
477,86326.55353,86195.86303,86326.55353,23,0.039507,0.226716,0,0,0,65.737793,0.003407
478,86326.55353,86195.86303,86326.55353,22,0.037381,0.26413,0,0,0,66.039304,0.003407
479,86326.55375,86195.86303,86326.55375,21,0.036643,0.276664,0,0,0,66.352611,0.003407
480,86326.55376,86195.86303,86326.55376,22,0.037922,0.215064,0,0,0,66.605597,0.003407
481,86326.5538,86195.86303,86326.5538,21,0.03595,0.224541,0,0,0,66.866088,0.003407
482,86326.55394,86195.86303,86326.55394,23,0.03858,0.197383,0,0,0,67.102051,0.003407
483,86326.55397,86195.86303,86326.55397,24,0.041168,0.378134,0,0,0,67.521353,0.003407
484,86326.55409,86195.86303,86326.55409,24,0.04276,0.336644,0,0,0,67.900757,0.003407
485,86326.5541,86195.86303,86326.5541,24,0.042509,0.256113,0,0,0,68.199379,0.003407
486,86326.55432,86195.86303,86326.55432,22,0.038429,0.458439,0,0,0,68.696247,0.003407
487,86326.55413,86195.86303,86326.55413,21,0.036834,0.428226,0,0,0,69.161307,0.003407
488,86326.55471,86195.86303,86326.55471,23,0.040572,0.446982,0,0,0,69.648861,0.003407
489,86326.5542,86195.86303,86326.5542,22,0.039028,0.298993,0,0,0,69.986882,0.003407
490,86326.55428,86195.86303,86326.55428,20,0.035761,0.279887,0,0,0,70.30253,0.003407
491,86326.55436,86195.86303,86326.55436,24,0.041181,0.29966,0,0,0,70.643371,0.003407
492,86326.55451,86195.86303,86326.55451,22,0.039019,0.191651,0,0,0,70.874041,0.003407
493,86326.5546,86195.86303,86326.5546,20,0.035701,0.269709,0,0,0,71.179451,0.003407
494,86326.55483,86195.86303,86326.55483,21,0.0372,0.219166,0,0,0,71.435817,0.003407
495,86326.55505,86195.86303,86326.55505,23,0.040458,0.26583,0,0,0,71.742105,0.003407
496,86326.55493,86195.86303,86326.55493,22,0.039274,0.310663,0,0,0,72.092042,0.003407
497,86326.55507,86195.86303,86326.55507,23,0.041348,0.220102,0,0,0,72.353492,0.003407
498,86326.55522,86195.86303,86326.55522,23,0.041029,0.394368,0,0,0,72.788889,0.003407
499,86326.55529,86195.86303,86326.55529,23,0.040721,0.232284,0,0,0,73.061894,0.003407
500,86326.55539,86195.86303,86326.55539,23,0.042919,0.26673,0,0,0,73.371543,0.003407
501,86326.55554,86195.86303,86326.55554,22,0.039819,0.471594,0,0,0,73.882956,0.003407
502,86326.55573,86195.86303,86326.55573,22,0.039638,0.230307,0,0,0,74.152901,0.003407
503,86326.55587,86195.86303,86326.55587,24,0.042536,0.271855,0,0,0,74.467292,0.003407
504,86326.55623,86195.86303,86326.55623,24,0.043147,0.255138,0,0,0,74.765577,0.003407
505,86326.55645,86195.86303,86326.55645,22,0.03999,0.271054,0,0,0,75.076621,0.003407
506,86326.55647,86195.86303,86326.55647,21,0.039322,0.254532,0,0,0,75.370475,0.003407
507,86326.55661,86195.86303,86326.55661,23,0.04236,0.219412,0,0,0,75.632247,0.003407
508,86326.55668,86195.86303,86326.55668,22,0.043537,0.253251,0,0,0,75.929035,0.003407
509,86326.5567,86195.86303,86326.5567,23,0.041407,0.263874,0,0,0,76.234316,0.003407
510,86326.5569,86195.86303,86326.5569,23,0.04264,0.227019,0,0,0,76.503975,0.003407
511,86326.55699,86195.86303,86326.55699,23,0.042582,0.350549,0,0,0,76.897106,0.003407
512,86326.5572,86195.86303,86326.5572,22,0.041508,0.225615,0,0,0,77.164229,0.003407
513,86326.55749,86195.86303,86326.55749,22,0.041975,0.277749,0,0,0,77.483953,0.003407
514,86326.55757,86195.86303,86326.55757,23,0.042188,0.215167,0,0,0,77.741308,0.003407
515,86326.55776,86195.86303,86326.55776,21,0.038358,0.250242,0,0,0,78.029908,0.003407
516,86326.55801,86195.86303,86326.55801,24,0.043028,0.217954,0,0,0,78.29089,0.003407
517,86326.55808,86195.86303,86326.55808,24,0.048579,0.261658,0,0,0,78.601127,0.003407
518,86326.55842,86195.86303,86326.55842,24,0.04439,0.226638,0,0,0,78.872155,0.003407
519,86326.55927,86195.86303,86326.55927,22,0.041282,0.201009,0,0,0,79.114446,0.003407
520,86326.55986,86195.86303,86326.55986,21,0.040062,0.196227,0,0,0,79.350735,0.003407
521,86326.56211,86195.86303,86326.56211,22,0.045538,0.216996,0,0,0,79.613269,0.003407
522,86326.56432,86195.86303,86326.56432,24,0.046084,0.187937,0,0,0,79.84729,0.003407
523,86326.56545,86195.86303,86326.56545,22,0.041943,0.25445,0,0,0,80.143683,0.003407
524,86326.56807,86195.86303,86326.56807,22,0.042414,0.255832,0,0,0,80.441929,0.003407
525,86326.56928,86195.86303,86326.56928,23,0.046094,0.256635,0,0,0,80.744658,0.003407
526,86326.57044,86195.86303,86326.57044,23,0.044681,0.18735,0,0,0,80.976689,0.003407
527,86326.57086,86195.86303,86326.57086,21,0.04289,0.235153,0,0,0,81.254732,0.003407
528,86326.57208,86195.86303,86326.57208,21,0.040208,0.217928,0,0,0,81.512868,0.003407
529,86326.57336,86195.86303,86326.57336,22,0.046391,0.219758,0,0,0,81.779017,0.003407
530,86326.57388,86195.86303,86326.57388,22,0.043193,0.193925,0,0,0,82.016135,0.003407
531,86326.57431,86195.86303,86326.57431,22,0.043787,0.192302,0,0,0,82.252224,0.003407
532,86326.57534,86195.86303,86326.57534,21,0.040621,0.197062,0,0,0,82.489907,0.003407
533,86326.57662,86195.86303,86326.57662,21,0.043287,0.201203,0,0,0,82.734397,0.003407
534,86326.57763,86195.86303,86326.57763,22,0.044459,0.287583,0,0,0,83.066439,0.003407
535,86326.57848,86195.86303,86326.57848,23,0.044411,0.251337,0,0,0,83.362187,0.003407
536,86326.57901,86195.86303,86326.57901,22,0.042139,0.239186,0,0,0,83.643512,0.003407
537,86326.57966,86195.86303,86326.57966,22,0.044566,0.195429,0,0,0,83.883507,0.003407
538,86326.58021,86195.86303,86326.58021,21,0.041397,0.239755,0,0,0,84.164659,0.003407
539,86326.58077,86195.86303,86326.58077,21,0.041671,0.251668,0,0,0,84.457998,0.003407
540,86326.58108,86195.86303,86326.58108,21,0.041683,0.361864,0,0,0,84.861545,0.003407
541,86326.58149,86195.86303,86326.58149,23,0.045469,0.279596,0,0,0,85.18661,0.003407
542,86326.58174,86195.86303,86326.58174,22,0.043096,0.220067,0,0,0,85.449773,0.003407
543,86326.582,86195.86303,86326.582,22,0.044385,0.24782,0,0,0,85.741978,0.003407
544,86326.58211,86195.86303,86326.58211,24,0.049752,0.280781,0,0,0,86.072511,0.003407
545,86326.58232,86195.86303,86326.58232,23,0.045432,0.273655,0,0,0,86.391598,0.003407
546,86326.58244,86195.86303,86326.58244,22,0.043793,0.21611,0,0,0,86.651501,0.003407
547,86326.58267,86195.86303,86326.58267,22,0.042912,0.345442,0,0,0,87.039855,0.003407
548,86326.58275,86195.86303,86326.58275,23,0.045131,0.387016,0,0,0,87.472002,0.003407
549,86326.58284,86195.86303,86326.58284,22,0.04307,0.298745,0,0,0,87.813817,0.003407
550,86326.583,86195.86303,86326.583,22,0.043063,0.204673,0,0,0,88.061553,0.003407
551,86326.5829,86195.86303,86326.5829,22,0.0463,0.565673,0,0,0,88.673526,0.003407
552,86326.58304,86195.86303,86326.58304,23,0.048166,0.266162,0,0,0,88.987854,0.003407
553,86326.58298,86195.86303,86326.58298,22,0.044725,0.486332,0,0,0,89.518911,0.003407
554,86326.58333,86195.86303,86326.58333,21,0.045061,0.269352,0,0,0,89.833324,0.003407
555,86326.58372,86195.86303,86326.58372,22,0.044534,0.219754,0,0,0,90.097612,0.003407
556,86326.58335,86195.86303,86326.58335,24,0.049454,0.266716,0,0,0,90.413782,0.003407
557,86326.58345,86195.86303,86326.58345,22,0.04318,0.415582,0,0,0,90.872544,0.003407
558,86326.5837,86195.86303,86326.5837,23,0.04697,0.277304,0,0,0,91.196818,0.003407
559,86326.58388,86195.86303,86326.58388,22,0.047262,0.407359,0,0,0,91.651439,0.003407
560,86326.58397,86195.86303,86326.58397,23,0.048907,0.309951,0,0,0,92.010297,0.003407
561,86326.58405,86195.86303,86326.58405,21,0.042979,0.339496,0,0,0,92.392772,0.003407
562,86326.58417,86195.86303,86326.58417,20,0.040945,0.29607,0,0,0,92.729787,0.003407
563,86326.58428,86195.86303,86326.58428,22,0.045458,0.267828,0,0,0,93.043073,0.003407
564,86326.58451,86195.86303,86326.58451,23,0.0462,0.36397,0,0,0,93.453243,0.003407
565,86326.58452,86195.86303,86326.58452,22,0.046542,0.236405,0,0,0,93.73619,0.003407
566,86326.58468,86195.86303,86326.58468,22,0.04609,0.303734,0,0,0,94.086014,0.003407
567,86326.58466,86195.86303,86326.58466,20,0.042439,0.637168,0,0,0,94.765621,0.003407
568,86326.58483,86195.86303,86326.58483,23,0.047335,0.342708,0,0,0,95.155664,0.003407
569,86326.58501,86195.86303,86326.58501,23,0.052083,0.291914,0,0,0,95.499661,0.003407
