aligninq_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,2654.73680220533242390957,2654.73680220533242390957,2654.73680220533242390957,0,0.000000,0.016695,0,0.000000,0.016695,
1,2661.48867500129244945128,2654.73680220533242390957,2661.48867500129244945128,182,0.05313199999999999867,0.30138799999999998924,0,0.00000000000000000000,0.00000000000000000000,
2,2663.66529630657078087097,2654.73680220533242390957,2663.66529630657078087097,185,0.10690999999999999115,0.86935099999999987386,0,0.00000000000000000000,0.00000000000000000000,
3,2664.81853794151629699627,2654.73680220533242390957,2664.81853794151629699627,187,0.16724300000000000277,0.88264600000000004165,0,0.00000000000000000000,0.00000000000000000000,
4,2665.66395947334376614890,2654.73680220533242390957,2665.66395947334376614890,192,0.23173799999999994403,1.69202999999999992298,0,0.00000000000000000000,0.00000000000000000000,
5,2665.99999999971305442159,2654.73680220533242390957,2665.99999999971305442159,189,0.28977799999999998004,1.25404500000000007631,0,0.00000000000000000000,0.00000000000000000000,
6,2666.19064320957249947242,2654.73680220533242390957,2666.19064320957249947242,188,0.34708300000000003038,1.12554599999999993543,0,0.00000000000000000000,0.00000000000000000000,
7,2666.99999999967576513882,2654.73680220533242390957,2666.99999999967576513882,184,0.40033199999999991014,1.76213099999999922574,0,0.00000000000000000000,0.00000000000000000000,
8,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,186,0.46182600000000006979,1.22110200000000013176,0,0.00000000000000000000,0.00000000000000000000,
9,2666.99999999967485564412,2654.73680220533242390957,2666.99999999967485564412,181,0.50951300000000010471,1.42785399999999995657,0,0.00000000000000000000,0.00000000000000000000,
10,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,187,0.58853999999999961901,1.96247199999999999420,0,0.00000000000000000000,0.00000000000000000000,
11,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,187,0.64471000000000033836,1.09022899999999900444,0,0.00000000000000000000,0.00000000000000000000,
12,2666.99999999967258190736,2654.73680220533242390957,2666.99999999967258190736,191,0.71517999999999970484,3.65787400000000140210,0,0.00000000000000000000,0.00000000000000000000,
13,2666.99999999967303665471,2654.73680220533242390957,2666.99999999967303665471,184,0.75105299999999974858,1.78854099999999860415,0,0.00000000000000000000,0.00000000000000000000,
14,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,188,0.83463900000000013080,4.36265600000000119962,0,0.00000000000000000000,0.00000000000000000000,
15,2666.99999999967531039147,2654.73680220533242390957,2666.99999999967531039147,183,0.87004299999999989979,1.67079599999999928173,0,0.00000000000000000000,0.00000000000000000000,
16,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,185,0.94477100000000024949,3.01646300000000167074,0,0.00000000000000000000,0.00000000000000000000,
17,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,184,1.00018100000000043082,4.31851800000000096702,0,0.00000000000000000000,0.00000000000000000000,
18,2666.99999999967576513882,2654.73680220533242390957,2666.99999999967576513882,192,1.10294500000000006423,1.81488000000000226919,0,0.00000000000000000000,0.00000000000000000000,
19,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,184,1.12393199999999993111,3.49627600000000171576,0,0.00000000000000000000,0.00000000000000000000,
20,2666.99999999967076291796,2654.73680220533242390957,2666.99999999967076291796,186,1.18605699999999991689,4.05506300000000408090,0,0.00000000000000000000,0.00000000000000000000,
21,2666.99999999967621988617,2654.73680220533242390957,2666.99999999967621988617,195,1.29593799999999959027,3.96093799999999873762,0,0.00000000000000000000,0.00000000000000000000,
22,2666.99999999967349140206,2654.73680220533242390957,2666.99999999967349140206,192,1.34455099999999916349,4.73223899999999986221,0,0.00000000000000000000,0.00000000000000000000,
23,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,191,1.41199899999999978206,6.98994399999999416195,0,0.00000000000000000000,0.00000000000000000000,
24,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,175,1.34766800000000230852,4.21061899999999411648,0,0.00000000000000000000,0.00000000000000000000,
25,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,187,1.48645499999999941565,3.58565499999999559577,0,0.00000000000000000000,0.00000000000000000000,
26,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,185,1.54826499999999711576,2.93608300000001065655,0,0.00000000000000000000,0.00000000000000000000,
27,2666.99999999966985342326,2654.73680220533242390957,2666.99999999966985342326,187,1.61366300000000251202,3.15202400000001148328,0,0.00000000000000000000,0.00000000000000000000,
28,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,187,1.67779699999999820648,3.97995600000000138152,0,0.00000000000000000000,0.00000000000000000000,
29,2666.99999999967076291796,2654.73680220533242390957,2666.99999999967076291796,186,1.73455000000000225668,2.08983499999999366992,0,0.00000000000000000000,0.00000000000000000000,
30,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,188,1.80964399999999869806,4.53486800000000300770,0,0.00000000000000000000,0.00000000000000000000,
31,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,193,1.93171599999999799024,4.09462100000000361888,0,0.00000000000000000000,0.00000000000000000000,
32,2666.99999999967621988617,2654.73680220533242390957,2666.99999999967621988617,189,1.96101000000000169621,3.55745699999999942520,0,0.00000000000000000000,0.00000000000000000000,
33,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,186,1.98339700000000007662,4.77948600000000567434,0,0.00000000000000000000,0.00000000000000000000,
34,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,188,2.10234200000000015507,6.01729900000000839100,0,0.00000000000000000000,0.00000000000000000000,
35,2666.99999999967258190736,2654.73680220533242390957,2666.99999999967258190736,193,2.17426799999999786905,3.34206300000001021999,0,0.00000000000000000000,0.00000000000000000000,
36,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,187,2.20717199999999991178,6.88958499999999673946,0,0.00000000000000000000,0.00000000000000000000,
37,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,184,2.21745100000000405771,9.72485999999999251031,0,0.00000000000000000000,0.00000000000000000000,
38,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,181,2.25569399999999831152,10.54020400000000279306,0,0.00000000000000000000,0.00000000000000000000,
39,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,186,2.38708599999999648844,5.43885700000001293120,0,0.00000000000000000000,0.00000000000000000000,
40,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,188,2.42548599999999936472,7.20779100000001449189,0,0.00000000000000000000,0.00000000000000000000,
41,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,179,2.41972499999999968168,4.81365199999999049396,0,0.00000000000000000000,0.00000000000000000000,
42,2666.99999999967485564412,2654.73680220533242390957,2666.99999999967485564412,172,2.41058900000000164709,8.99930000000000518412,0,0.00000000000000000000,0.00000000000000000000,
43,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,178,2.52816500000000132786,10.61066099999999323700,0,0.00000000000000000000,0.00000000000000000000,
44,2666.99999999967440089677,2654.73680220533242390957,2666.99999999967440089677,183,2.65641399999999805459,9.01279800000000363980,0,0.00000000000000000000,0.00000000000000000000,
45,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,185,2.74083999999999861075,5.61473200000000360887,0,0.00000000000000000000,0.00000000000000000000,
46,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,186,2.81081800000000470163,8.67731800000001385342,0,0.00000000000000000000,0.00000000000000000000,
47,2666.99999999967394614941,2654.73680220533242390957,2666.99999999967394614941,185,2.87415299999999263036,9.04382300000000327600,0,0.00000000000000000000,0.00000000000000000000,
48,2666.99999999967212716001,2654.73680220533242390957,2666.99999999967212716001,184,2.92656300000000157979,5.13702299999999922875,0,0.00000000000000000000,0.00000000000000000000,
