iis-bupa-cov_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,26.49721687754318111274,26.49721687754318111274,26.49721687754318111274,0,0.000000,0.181947,0,0.000000,0.181947,
1,26.57796607348382877944,26.78860443702847504710,26.78873613993795288479,151,0.01112599999999999874,0.25237899999999996448,92,2.85688100000000000378,0.14999999999999999445,
2,26.67293240153377453794,26.91821882964037371266,26.91821882964036305452,150,0.01526700000000000106,0.18788899999999997270,88,3.94778699999999949100,0.23193099999999999827,
3,26.80324005120947816749,27.04232975056082466381,27.04232975056081400567,147,0.02179999999999999993,0.20281299999999996553,99,5.75616600000000033788,0.32124500000000022482,
4,26.86320815848115373115,27.08621647253414721490,27.08621647253412945133,150,0.03005900000000000238,0.33228900000000005654,100,5.85171899999999922670,0.37302199999999974267,
5,26.97269909138165289164,27.14176219406563816960,27.14176219406564527503,149,0.03698399999999998911,0.43193199999999998262,100,7.25256100000000003547,0.36544600000000038165,
6,27.01869171436508310080,27.17339896829912149201,27.17339896829910017573,147,0.04582199999999998774,0.66823599999999983012,93,8.22320999999999813213,0.44588499999999964274,
7,27.08271292279761865984,27.18977832868926469700,27.19060884271571154613,148,0.05194700000000002094,0.53221899999999999764,109,9.16979200000000105319,0.35035599999999966769,
8,27.12923038345219595158,27.19936735409869754676,27.19939252386422978702,146,0.06268099999999998673,0.61691099999999998715,114,10.51775800000000060663,0.53683000000000014040,
9,27.14381546674015410758,27.20606598037354117992,27.20673900485360974244,150,0.07147199999999997999,0.41643900000000000361,99,10.81251799999999718693,0.53056600000000031514,
10,27.14722153656372327646,27.21600316718091860935,27.21600316718091860935,148,0.08465800000000001102,0.29707900000000009300,99,13.61675700000000688306,0.71842200000000033810,
11,27.16772076933796853382,27.21996769514946734603,27.22157718888714938998,158,0.08800799999999997514,0.73791699999999993409,141,19.13638599999998746171,0.60451499999999924739,
12,27.17071437443399517520,27.22336995949396509786,27.22472693886250283413,159,0.10818600000000000438,0.34825200000000045009,109,15.49939600000000439195,0.60902000000000100499,
13,27.17526627584934928450,27.23129930249779917517,27.23129930280787647234,155,0.11960800000000004761,0.41542200000000040205,97,19.15532600000000229556,0.74531399999999692341,
14,27.18270258009886930495,27.23888440543734290600,27.23888437696907871555,155,0.13181399999999998673,0.48819700000000043616,86,21.57795500000000288310,1.14771300000000309183,
15,27.20815003219466987616,27.24618592607868095001,27.24618592607869516087,155,0.13837100000000002176,1.08769299999999979889,102,24.62316799999999261672,1.23088100000000366663,
16,27.22266016566320345760,27.25080421402496355654,27.25080443711589950340,161,0.14881400000000000183,0.82671299999999980912,115,29.14973000000000524778,1.21786499999999620059,
17,27.22669603121136105983,27.25847188742667981387,27.25847188742667270844,162,0.17079699999999986559,0.62471299999999985175,105,26.87735999999998171006,1.06580800000000408545,
18,27.23602942095841328296,27.26085509567406717224,27.26112727930041046420,157,0.16864900000000004887,0.78078399999999881231,112,26.70931800000002453999,1.02306000000000096861,
19,27.23620839325542775100,27.26454098094421851783,27.26454098094420785969,157,0.18841299999999994164,0.37445400000000006457,123,40.52239099999997051782,1.65284599999999670672,
20,27.24490327588330984554,27.26535766421297424245,27.26612060712633933690,163,0.20316800000000001525,1.04120299999999943452,101,38.42313100000001213630,1.01185399999999958709,
21,27.24626119624299747102,27.26771372648668290140,27.26775335234464137102,157,0.22966399999999986825,0.74987600000000043110,96,42.61020200000001523222,1.44040400000000090586,
22,27.24889638978926953428,27.27173182519956284864,27.27173182519956284864,160,0.24346200000000006725,0.89301500000000011426,109,45.10983299999998052954,2.40154800000000534510,
23,27.25852003005581991602,27.27665894304156779526,27.27665894304158911154,163,0.27149100000000014887,2.10562700000000013745,112,54.72600399999998899148,2.01954000000000633008,
24,27.26008545549477091186,27.28228623851514811349,27.28228623851514811349,157,0.24431300000000000239,1.34454700000000038074,96,48.60934900000000880027,2.58771899999999277497,
25,27.26725331432677990051,27.28946201494430567891,27.28946201494432699519,159,0.29577900000000001413,1.60993200000000236116,116,54.50968599999998787098,2.43812900000000354339,
26,27.27513897418127086780,27.29526401766486287670,27.29526401766485221856,165,0.32337799999999994327,2.16329799999999750071,116,64.29944699999998647399,2.31245700000002329944,
27,27.27782004325062459316,27.29827910077415609180,27.29835131695697469922,158,0.31928299999999998349,1.37007799999999946294,82,54.71995100000003731111,1.70352500000001327862,
28,27.28196605062579038758,27.30126735661723458293,27.30126768702079331774,159,0.32031199999999993011,1.57668799999999720285,87,59.60490700000002561865,2.81683200000000510954,
29,27.28718686401652249174,27.30549762821895498632,27.30549762821895143361,166,0.35343999999999997641,2.49420900000000145269,106,68.12421399999993809615,3.95040599999998676140,
30,27.29255360903217919599,27.30703859705562663862,27.30711978823844177100,170,0.36768900000000037664,2.35742800000000229943,120,68.33866899999998167914,2.50854499999999802640,
31,27.29699715944488502828,27.30891776137792348322,27.30895914176874583745,166,0.37645699999999937546,1.98172800000000037812,96,74.35341800000003331661,2.99838899999997465784,
32,27.29922500613377422951,27.31296721491890266975,27.31296721491888135347,166,0.40441800000000061033,2.28954400000000291016,87,69.80347299999993992969,3.19556299999999282591,
33,27.30060242960962568759,27.31685019593112428993,27.31685019593112784264,169,0.43219599999999935847,2.33830899999999886063,109,91.75491200000010394433,4.02014199999996435508,
34,27.30706817420738019564,27.32004680368764581999,27.32004680368763871456,165,0.43214199999999980406,2.65571599999999818920,97,94.59572000000002844899,3.23299399999996239785,
35,27.30882742810494434593,27.32242740834935901262,27.32242834546384813166,169,0.44230800000000058958,1.96177099999999882129,108,89.57967199999984586611,2.79825699999997823397,
36,27.30915581629730581881,27.32460880662889834980,27.32460880501827560352,170,0.47445299999999956952,1.31779500000000382443,130,95.48913200000015422120,2.76173899999997729537,
37,27.31055365106583465717,27.32596348806646702201,27.32600900509271824035,169,0.50559799999999999187,2.62112699999999421152,100,92.19212799999991148070,2.84844200000003411333,
38,27.31359582502674143711,27.32914005776111565638,27.32914005776112276180,166,0.50623899999999988353,2.59527500000000088676,99,106.68053800000006958726,3.29704600000002301385,
39,27.31650361229655032957,27.33076761311406954746,27.33093593114568875535,166,0.51444000000000045247,2.21067400000000446880,98,110.94693499999993946403,3.63583800000003520836,
40,27.31848633352207755820,27.33182570736182270821,27.33183342355532730039,158,0.49785400000000024079,2.13006699999999682404,97,101.60789099999988138734,2.45374799999996184852,
41,27.32033414013486094518,27.33323092825409972306,27.33323092825410327578,162,0.54986800000000002342,1.97213999999999600732,119,119.06790200000000368163,3.65241600000001653825,
42,27.32179001479272528741,27.33422478383783271738,27.33424405419932767813,166,0.55613899999999993895,2.44595499999999788088,128,106.63936199999989185017,4.96510399999999663123,
43,27.32313050247295649342,27.33549440551139753097,27.33549440551140108369,166,0.59290000000000020464,2.10450399999999859801,122,133.86344700000017837738,3.31680799999998043859,
44,27.32454328114447505982,27.33652015927282974417,27.33658387833721903348,172,0.61706599999999944828,2.09708400000000239061,118,132.83234600000014324905,4.39637099999993097299,
45,27.32473638597997833699,27.34002995984392114792,27.34002996019179576592,175,0.61418100000000031002,1.59429499999999535476,98,152.44881199999963428127,6.64178199999992102676,
46,27.32630958985686220331,27.34171752834531332610,27.34171752834528845710,173,0.62525499999999922807,2.39181099999999702277,110,130.27982800000017959974,4.59646499999996649422,
47,27.32855645117861698168,27.34335194793588641460,27.34335195595714296246,169,0.65114900000000019986,3.09790800000000388081,96,131.88022899999987203046,3.65881600000000162254,
48,27.33029930329878354200,27.34488730253084298738,27.34490320399519447392,172,0.67684000000000033026,2.46769000000000460204,100,131.37160399999993387610,3.52396899999996549013,
