bell5_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,8951799.92812973260879516602,8951799.92812973260879516602,8951799.92812973260879516602,0,0.000000,0.000505,0,0.000000,0.000505,
1,8953821.66736270114779472351,8951799.92812973260879516602,8953821.66736270114779472351,10,0.00008999999999999999,0.00018100000000000001,0,0.00000000000000000000,0.00000000000000000000,
2,8955087.69593847356736660004,8951799.92812973260879516602,8955087.69593847356736660004,7,0.00004199999999999999,0.00027499999999999996,0,0.00000000000000000000,0.00000000000000000000,
3,8955239.67282168380916118622,8951799.92812973260879516602,8955239.67282168380916118622,7,0.00006100000000000002,0.00021299999999999997,0,0.00000000000000000000,0.00000000000000000000,
4,8955421.49267369136214256287,8951799.92812973260879516602,8955421.49267369136214256287,10,0.00006400000000000001,0.00017699999999999997,0,0.00000000000000000000,0.00000000000000000000,
5,8955642.01386028155684471130,8951799.92812973260879516602,8955642.01386028155684471130,8,0.00006999999999999997,0.00031400000000000004,0,0.00000000000000000000,0.00000000000000000000,
6,8955719.21424947120249271393,8951799.92812973260879516602,8955719.21424947120249271393,7,0.00007099999999999999,0.00047999999999999996,0,0.00000000000000000000,0.00000000000000000000,
7,8955774.72031509876251220703,8951799.92812973260879516602,8955774.72031509876251220703,8,0.00008600000000000003,0.00032700000000000003,0,0.00000000000000000000,0.00000000000000000000,
8,8955795.06591591425240039825,8951799.92812973260879516602,8955795.06591591425240039825,7,0.00007800000000000000,0.00029800000000000009,0,0.00000000000000000000,0.00000000000000000000,
9,8955807.47891224920749664307,8951799.92812973260879516602,8955807.47891224920749664307,9,0.00011600000000000000,0.00033599999999999993,0,0.00000000000000000000,0.00000000000000000000,
10,8955808.02402809634804725647,8951799.92812973260879516602,8955808.02402809634804725647,8,0.00010700000000000000,0.00033599999999999993,0,0.00000000000000000000,0.00000000000000000000,
11,8955810.75291218049824237823,8951799.92812973260879516602,8955810.75291218049824237823,10,0.00013199999999999996,0.00039899999999999962,0,0.00000000000000000000,0.00000000000000000000,
12,8955812.23851023614406585693,8951799.92812973260879516602,8955812.23851023614406585693,9,0.00012099999999999991,0.00063899999999999981,0,0.00000000000000000000,0.00000000000000000000,
13,8955820.72970781102776527405,8951799.92812973260879516602,8955820.72970781102776527405,10,0.00012700000000000016,0.00051800000000000023,0,0.00000000000000000000,0.00000000000000000000,
14,8955832.36019367165863513947,8951799.92812973260879516602,8955832.36019367165863513947,9,0.00012299999999999985,0.00042399999999999990,0,0.00000000000000000000,0.00000000000000000000,
15,8955841.33463232778012752533,8951799.92812973260879516602,8955841.33463232778012752533,8,0.00011700000000000013,0.00043699999999999989,0,0.00000000000000000000,0.00000000000000000000,
16,8955846.97848583571612834930,8951799.92812973260879516602,8955846.97848583571612834930,8,0.00011399999999999995,0.00045499999999999968,0,0.00000000000000000000,0.00000000000000000000,
17,8955848.48681288212537765503,8951799.92812973260879516602,8955848.48681288212537765503,9,0.00016299999999999995,0.00058199999999999918,0,0.00000000000000000000,0.00000000000000000000,
18,8955853.01645042560994625092,8951799.92812973260879516602,8955853.01645042560994625092,9,0.00014400000000000003,0.00067000000000000046,0,0.00000000000000000000,0.00000000000000000000,
19,8955854.15931591019034385681,8951799.92812973260879516602,8955854.15931591019034385681,8,0.00015100000000000009,0.00070800000000000030,0,0.00000000000000000000,0.00000000000000000000,
20,8955855.92537603899836540222,8951799.92812973260879516602,8955855.92537603899836540222,9,0.00015199999999999979,0.00066599999999999906,0,0.00000000000000000000,0.00000000000000000000,
21,8955857.98424933850765228271,8951799.92812973260879516602,8955857.98424933850765228271,9,0.00015100000000000009,0.00059500000000000004,0,0.00000000000000000000,0.00000000000000000000,
22,8955859.54668633081018924713,8951799.92812973260879516602,8955859.54668633081018924713,8,0.00014899999999999983,0.00074899999999999967,0,0.00000000000000000000,0.00000000000000000000,
23,8955862.29202034138143062592,8951799.92812973260879516602,8955862.29202034138143062592,7,0.00018899999999999993,0.00087800000000000031,0,0.00000000000000000000,0.00000000000000000000,
24,8955864.06222096085548400879,8951799.92812973260879516602,8955864.06222096085548400879,10,0.00020100000000000022,0.00089099999999999943,0,0.00000000000000000000,0.00000000000000000000,
25,8955867.70144891738891601562,8951799.92812973260879516602,8955867.70144891738891601562,10,0.00017499999999999981,0.00078199999999999971,0,0.00000000000000000000,0.00000000000000000000,
26,8955868.92604511603713035583,8951799.92812973260879516602,8955868.92604511603713035583,10,0.00019000000000000006,0.00087399999999999978,0,0.00000000000000000000,0.00000000000000000000,
27,8955870.29847042635083198547,8951799.92812973260879516602,8955870.29847042635083198547,9,0.00022499999999999994,0.00104599999999999832,0,0.00000000000000000000,0.00000000000000000000,
28,8955870.44559603929519653320,8951799.92812973260879516602,8955870.44559603929519653320,10,0.00022499999999999994,0.00074500000000000087,0,0.00000000000000000000,0.00000000000000000000,
29,8955870.56904112733900547028,8951799.92812973260879516602,8955870.56904112733900547028,10,0.00020500000000000032,0.00101000000000000048,0,0.00000000000000000000,0.00000000000000000000,
30,8955870.68367337808012962341,8951799.92812973260879516602,8955870.68367337808012962341,8,0.00018499999999999983,0.00092700000000000074,0,0.00000000000000000000,0.00000000000000000000,
