,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,VERSION INFO,,,,,WRAP UP INFO,,,,END
pk1_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.10E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,0,0,0,11,15,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,45,86,15,0.12001,0.45841,15,0,0,0,0,55,31,0.236434,15,0.12001,0.45841,0.236434,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0,0,0.02,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sun Jun 27 03:27:42 2021,0,pk1_presolved,DONE
pp08a_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.35E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,2748.345238,3115.845238,3519.345238,7350,53,5257.542669,0,,4,2990.834249,5257.542669,54.528155,,5.269605,54.528155,0,669,0,669,0,0.476,0,0.476,133,234,53,0.04167,0.4,61,0,0,0,0,64,170,0.015038,55,0.04167,0.375,0.016501,46,1,2,4,46,1,4,0,1,0.0323582,188,120,4,184,2,0,2,2,1,4,0,0,6,36,15.25,4,48,8.453,5,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7350,0,7350,0,7350,0,7349.731846,0,7349.731846,0,7349.731846,0,11113,0,11113,0,11113,0,669,0,669,0,669,0,21,0,21,0,21,0,5644.692985,0,5644.692985,0,5644.692985,0,7153.274766,0,7153.274766,0,7153.274766,0,809,0,809,0,809,0,0.09,0,0.09,0,0.09,0,0.33,0,0.33,0,0.33,0,0.476,0,0.476,0,0.476,,,,,,,,,,,,7350,7349.731846,11113,669,21,5644.692985,7153.274766,809,0.089676,0.329844,0.475582,0,0.02,0,0.48,0.5,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 03:27:43 2021,1,pp08a_presolved,DONE
pp08aCUTS_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,7.35E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,5480.606156,5597.724281,5732.633384,7350,46,6112.328227,0,,5,5560.973364,6112.328227,33.792883,,4.299105,33.792883,0,1239,0,1239,0,0.951,0,0.951,228,235,46,0.02415,0.43756,59,0,0,0,0,64,171,0.014651,47,0.00589,0.47726,0.02471,27,1,2,5,27,1,4,0,1,0.0229512,411,164,4,407,2,0,2,2,1,5,0,0,7,141,113.6,7,216,82.587,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,0,7350,0,7350,0,7349.277013,0,7349.277013,0,7349.277013,0,21639,0,21639,0,21639,0,1239,0,1239,0,1239,0,29,0,29,0,29,0,6534.29824,0,6534.29824,0,6534.29824,0,7169.063331,0,7169.063331,0,7169.063331,0,781,0,781,0,781,0,0.106,0,0.106,0,0.106,0,0.542,0,0.542,0,0.542,0,0.951,0,0.951,0,0.951,,,,,,,,,,,,7350,7349.277013,21639,1239,29,6534.29824,7169.063331,781,0.105837,0.541839,0.95141,0,0.05,0,0.97,1.02,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 03:27:44 2021,1,pp08aCUTS_presolved,DONE
probportfolio_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.67E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,5,5,11.46502967,16.73424676,125,7.949851807,0,,33,5,7.949851807,25.138825,,0,25.138825,0,2293711,0,2293711,0,3600,0,3600,302,320,125,0.00757,0.27101,1,0,0,0,0,300,20,0.068502,127,0.00757,0.40073,0.068862,74,0,1,4,74,0,4,0,1,0.326966,80,178,4,76,3,0,1,3,1,33,0,0,22,25,23.091,21,21,21,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.00E+100,0,1.00E+100,0,1.00E+100,0,11.01932947,0,11.01932947,0,11.01932947,0,88192493,0,88192493,0,88192493,0,2293711,0,2293711,0,2293711,0,102,0,102,0,102,0,5,0,5,0,5,0,8.337640242,0,8.337640242,0,8.337640242,0,979,0,979,0,979,0,0.281,0,0.281,0,0.281,0,0,0,0,0,0,0,3600,0,3600,0,3600,,,,,,,,,,,,1.00E+100,11.01932947,88192493,2293711,102,5,8.33764,979,0.28099,0,3600.000125,0,0.13,0,3610,3610.14,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 04:27:45 2021,3601,probportfolio_presolved,DONE
prod1_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-5.60E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-73.55015112,-72.63472468,-68.63447314,-56,40,-72.73194812,0,,40,-72.63486389,-72.01020003,4.662085,,5.215267,8.774575,0,41259,0,41259,0,27.624,0,27.624,75,117,40,0.01828,0.49954,7,0,0,0,0,117,0,0.339031,43,0.00064,0.48019,0.416351,5,0,0,6,4,5,4,0,1,0.221368,198,65,4,194,2,0,2,2,1,40,0,0,61,69,65.675,56,57,56.675,41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,-56,0,-56,0,-56,0,-56,0,-56,0,553127,0,553127,0,553127,0,41259,0,41259,0,41259,0,78,0,78,0,78,0,-71.53489398,0,-71.53489398,0,-71.53489398,0,-68.56140674,0,-68.56140674,0,-68.56140674,0,1283,0,1283,0,1283,0,0.591,0,0.591,0,0.591,0,1.989,0,1.989,0,1.989,0,27.624,0,27.624,0,27.624,,,,,,,,,,,,-56,-56,553127,41259,78,-71.534894,-68.561407,1283,0.591406,1.98899,27.623606,0,0.1,0.01,27.7,27.82,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 03:33:51 2021,28,prod1_presolved,DONE
prod2_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-6.20E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-78.07312828,-77.04800804,-61.86478796,-62,44,-77.70198852,0,,44,-77.42691164,-77.1881465,2.30907,,4.020478,5.505971,0,68621,0,68621,0,139.137,0,139.137,92,182,44,0.00654,0.49533,10,0,0,0,0,182,0,0.452162,46,0.01953,0.47913,0.526503,4,0,0,1,5,2,4,0,1,0.191608,388,128,4,384,2,0,2,2,1,44,0,0,118,132,124.114,109,110,109.614,46,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,44,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62,0,-62,0,-62,0,-62,0,-62,0,-62,0,1525332,0,1525332,0,1525332,0,68621,0,68621,0,68621,0,139,0,139,0,139,0,-76.81168927,0,-76.81168927,0,-76.81168927,0,-72.72492095,0,-72.72492095,0,-72.72492095,0,3983,0,3983,0,3983,0,2.499,0,2.499,0,2.499,0,135.807,0,135.807,0,135.807,0,139.137,0,139.137,0,139.137,,,,,,,,,,,,-62,-62,1525332,68621,139,-76.811689,-72.724921,3983,2.499221,135.807,139.137014,0.01,0.25,0.02,139.41,139.7,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 03:36:10 2021,139,prod2_presolved,DONE
protfold_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-3.10E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-41.95744681,-41.59574468,-38.31707317,-31,490,-41.41489362,0,,1,-41.95744681,-41.41489362,4.951456,,0,4.951456,0,28561,0,28561,0,3600,0,3600,2110,1835,547,0.00048,0.49836,35,0,0,0,0,1835,0,0.005624,440,0.00217,0.4801,0.006046,16,0,0,1,16,1,4,0,1,0.25987,6923,1770,4,6919,2,0,2,2,1,1,0,0,1645,1645,1645,879,1726,1513.088,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,19,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,-26,0,-26,0,-26,0,-35,0,-35,0,-35,0,24070889,0,24070889,0,24070889,0,28561,0,28561,0,28561,0,14,0,14,0,14,0,-41.31914894,0,-41.31914894,0,-41.31914894,0,-40.79440269,0,-40.79440269,0,-40.79440269,0,13515,0,13515,0,13515,0,3.075,0,3.075,0,3.075,0,182.632,0,182.632,0,182.632,0,3600,0,3600,0,3600,,,,,,,,,,,,-26,-35,24070889,28561,14,-41.319149,-40.794403,13515,3.074847,182.631881,3600.000375,0.46,1232.87,3.09,3609.44,4845.88,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,FAIL_LIMIT,Sun Jun 27 04:56:45 2021,4836,protfold_presolved,DONE
pw-myciel4_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.00E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,4,4,4,10,428,4,0,,0,,4,0,,0,0,0,0,0,0,0,0,0,0,1056,1013,436,0.00021,0.49548,45,0,0,0,1,1012,0,0.006209,436,0.00021,0.49548,0.006209,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,771,808,789.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.13,2.73,0.04,0,2.91,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sun Jun 27 03:36:13 2021,3,pw-myciel4_presolved,DONE
qap10_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,3.40E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,332.5662277,339.5803191,356,340,848,333.372813,0,,247,333.0649179,333.4055336,10.850282,,6.708441,11.290444,0,9,0,9,0,29.388,0,29.388,1820,4150,1233,0.00003,0.30998,1820,0,0,0,0,4150,0,0.00241,1325,0.00006,0.32163,0.047874,15,0,0,76,13,105,4,1,1,0.170519,7801,2602,4,7797,2,0,2,3,1,247,0,0,1469,1736,1588.931,2217,2431,2287.792,258,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,256,247,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,340,0,340,0,340,0,340,0,340,0,340,0,62960,0,62960,0,62960,0,9,0,9,0,9,0,14,0,14,0,14,0,332.6029983,0,332.6029983,0,332.6029983,0,333.3749684,0,333.3749684,0,333.3749684,0,37744,0,37744,0,37744,0,20.953,0,20.953,0,20.953,0,27.218,0,27.218,0,27.218,0,29.388,0,29.388,0,29.388,,,,,,,,,,,,340,340,62960,9,14,332.602998,333.374968,37744,20.952768,27.218115,29.388064,4.33,1814.69,67.49,29.5,1916.06,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 04:08:09 2021,1916,qap10_presolved,DONE
qiu_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-1.33E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-931.6388511,-891.6634141,-784.2315093,-132.873137,36,-924.7448542,0,,16,-915.12856,-911.6641535,0.863081,,2.066975,2.500695,0,9955,0,9955,0,30.308,0,30.308,1192,840,36,0.29266,0.35367,132,0,0,0,0,48,792,0.003428,48,0.08294,0.35367,0.011139,9,0,0,4,11,3,4,0,1,0.0806599,2375,721,4,2371,3,0,1,3,1,16,0,0,392,546,491.938,195,387,291.75,73,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,16,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,50,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,-132.8731369,0,-132.8731369,0,-132.8731369,0,-132.8795009,0,-132.8795009,0,-132.8795009,0,467232,0,467232,0,467232,0,9955,0,9955,0,9955,0,6,0,6,0,6,0,-891.6763384,0,-891.6763384,0,-891.6763384,0,-871.5363033,0,-871.5363033,0,-871.5363033,0,1825,0,1825,0,1825,0,0.254,0,0.254,0,0.254,0,6.222,0,6.222,0,6.222,0,30.308,0,30.308,0,30.308,,,,,,,,,,,,-132.8731369,-132.8795009,467232,9955,6,-891.676338,-871.536303,1825,0.254418,6.22243,30.308142,0.02,82.33,0.21,30.4,112.96,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 03:48:36 2021,112,qiu_presolved,DONE
qnet1_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.60E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,14274.10267,14279.42754,14421.5392,16029.69268,40,14506.80064,0,,47,14277.01165,14506.84725,13.254687,,0.165698,13.257343,0,21,0,21,0,0.672,0,0.672,360,1417,47,0.01833,0.44,208,0,0,0,128,1289,0,0.008357,53,0.00441,0.44154,0.066074,9,0,0,2,9,2,4,0,1,0.00373511,4255,1251,4,4251,2,0,2,2,1,47,0,0,601,828,720.064,299,1183,705.375,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,4538,0,4538,0,4538,0,21,0,21,0,21,0,81,0,81,0,81,0,14660.84713,0,14660.84713,0,14660.84713,0,15747.23958,0,15747.23958,0,15747.23958,0,3778,0,3778,0,3778,0,0.621,0,0.621,0,0.621,0,0.652,0,0.652,0,0.652,0,0.672,0,0.672,0,0.672,,,,,,,,,,,,16029.69268,16029.69268,4538,21,81,14660.84713,15747.23958,3778,0.620919,0.651809,0.671896,0.01,1.02,0.06,0.69,1.78,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 03:48:38 2021,2,qnet1_presolved,DONE
qnet1_o_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.60E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,12907.77917,13557.3425,15580.13,16029.69268,10,13835.38616,0,,10,13453.62059,14054.83581,29.71277,,17.484194,36.742102,0,60,0,60,0,0.39,0,0.39,237,1314,10,0.04167,0.41667,208,0,0,0,57,1257,0,0.011884,24,0.01225,0.40271,0.017618,6,0,0,8,6,5,4,0,1,0.00720255,3304,1075,4,3300,2,0,2,2,1,10,0,0,124,389,201.7,30,187,125.2,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,16029.69268,0,3645,0,3645,0,3645,0,60,0,60,0,60,0,55,0,55,0,55,0,14272.42201,0,14272.42201,0,14272.42201,0,15787.56593,0,15787.56593,0,15787.56593,0,2047,0,2047,0,2047,0,0.285,0,0.285,0,0.285,0,0.388,0,0.388,0,0.388,0,0.39,0,0.39,0,0.39,,,,,,,,,,,,16029.69268,16029.69268,3645,60,55,14272.42201,15787.56593,2047,0.285066,0.388191,0.389777,0,0.35,0.03,0.39,0.78,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 03:48:39 2021,1,qnet1_o_presolved,DONE
queens-30_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,-4.00E+01,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,-70.91268902,-70.90174596,-69.04509197,-40,900,-70.20585887,0,,336,-70.90174596,-70.20585887,2.286537,,0.0354,2.286537,0,138389,0,138389,0,3600.003,0,3600.003,900,900,900,0.03448,0.10879,0,0,0,0,0,900,0,0.107802,898,0.03405,0.11667,0.350342,432,0,0,336,432,0,4,0,1,0.0940619,3596,900,4,3592,2,0,2,2,1,336,0,0,900,900,900,900,900,900,336,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,335,335,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0,-39,0,-39,0,-69,0,-69,0,-69,0,4437857,0,4437857,0,4437857,0,138389,0,138389,0,138389,0,48,0,48,0,48,0,-70.82749493,0,-70.82749493,0,-70.82749493,0,-70.31012211,0,-70.31012211,0,-70.31012211,0,7919,0,7919,0,7919,0,47.868,0,47.868,0,47.868,0,2912.406,0,2912.406,0,2912.406,0,3600.003,0,3600.003,0,3600.003,,,,,,,,,,,,-39,-69,4437857,138389,48,-70.827495,-70.310122,7919,47.867873,2912.405635,3600.003475,2.82,106.93,0.62,3609.69,3720.1,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 04:50:30 2021,3711,queens-30_presolved,DONE
r50x360_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,1.65E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,575.02,641.08,657.84,1653,43,751.1325857,0,,23,577.8590316,751.9591566,16.337278,,0.263366,16.413955,0,1529,0,1529,0,8.633,0,8.633,407,716,43,0.01,0.13,49,0,0,0,0,358,358,0.004914,46,0.01,0.13,0.011238,28,0,0,6,28,11,4,0,1,0.0134321,824,294,4,820,2,0,2,2,1,23,0,0,63,163,88.174,5,160,45.023,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,1653,0,1653,0,1652.935992,0,1652.935992,0,1652.935992,0,104195,0,104195,0,104195,0,1529,0,1529,0,1529,0,15,0,15,0,15,0,1452.0045,0,1452.0045,0,1452.0045,0,1600.094714,0,1600.094714,0,1600.094714,0,1989,0,1989,0,1989,0,0.461,0,0.461,0,0.461,0,7.222,0,7.222,0,7.222,0,8.633,0,8.633,0,8.633,,,,,,,,,,,,1653,1652.935992,104195,1529,15,1452.0045,1600.094714,1989,0.461485,7.221654,8.632922,0,0.12,0.01,8.67,8.8,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 03:52:58 2021,9,r50x360_presolved,DONE
r80x800_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,5.33E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,3651.48,3713.529,4061.64,5332,57,4149.865535,0,,7,3658.677906,4149.865535,29.656626,,0.428314,29.656626,0,226165,0,226165,0,3600,0,3600,880,1600,68,0.001,0.119,80,0,0,0,0,800,800,0.002273,74,0.001,0.119,0.002724,32,0,0,7,32,0,4,0,1,0.0121393,1762,683,4,1758,2,0,2,2,1,7,0,0,16,271,95.143,5,310,86.807,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335,0,5335,0,5335,0,5275.515314,0,5275.515314,0,5275.515314,0,32447709,0,32447709,0,32447709,0,226165,0,226165,0,226165,0,11,0,11,0,11,0,4927.699635,0,4927.699635,0,4927.699635,0,5143.044879,0,5143.044879,0,5143.044879,0,1897,0,1897,0,1897,0,0.454,0,0.454,0,0.454,0,106.658,0,106.658,0,106.658,0,3600,0,3600,0,3600,,,,,,,,,,,,5335,5275.515314,32447709,226165,11,4927.699635,5143.044879,1897,0.453545,106.657802,3600.000231,0,0.4,0.01,3609.4,3609.82,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,SUCCESS,Sun Jun 27 04:52:59 2021,3601,r80x800_presolved,DONE
railway_8_1_0_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,4.00E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,397,397,397,400,317,397,0,,0,,397,0,,0,0,0,0,0,0,0,0,0,0,2060,1557,321,0.00285,0.5,1,0,0,0,0,1169,388,0.001918,321,0.00285,0.5,0.001918,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23,8.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.02,0.37,0.01,0,0.4,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,NO_CUTS_LIKELY,Sun Jun 27 04:02:14 2021,0,railway_8_1_0_presolved,DONE
ran12x21_presolved,-1,4,-1,0,4,5,0,0,1,1,0,1,1,1,0,0,0,0,628,1,536,10,3.60E+03,1.00E-07,3.66E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,3157.377442,3180.305873,3274.844558,3664,17,3187.837463,0,,17,3178.894239,3196.779338,6.01237,,4.247106,7.777367,0,4982,0,4982,0,8.882,0,8.882,285,504,17,0.06667,0.5,33,0,0,0,0,252,252,0.007018,22,0.08333,0.44444,0.030274,8,0,0,11,9,3,4,0,1,0.0089556,1360,412,4,1356,2,0,2,2,1,17,0,0,84,326,211.765,54,234,135.471,18,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,0,3664,0,3664,0,3663.911575,0,3663.911575,0,3663.911575,0,163630,0,163630,0,163630,0,4982,0,4982,0,4982,0,22,0,22,0,22,0,3367.765223,0,3367.765223,0,3367.765223,0,3453.651198,0,3453.651198,0,3453.651198,0,1006,0,1006,0,1006,0,0.272,0,0.272,0,0.272,0,0.263,0,0.263,0,0.263,0,8.882,0,8.882,0,8.882,,,,,,,,,,,,3664,3663.911575,163630,4982,22,3367.765223,3453.651198,1006,0.272307,0.263463,8.882055,0.01,0.13,0.01,8.92,9.07,#fc3db01,#0152c5f,#8bd9396,9.11,20.1.0,CUT_LIMIT,Sun Jun 27 04:02:23 2021,9,ran12x21_presolved,DONE
