,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,,,,,,,,,,VERSION INFO,,,,,,,,WRAP UP INFO,,,,END
INSTANCE,cutlimit,disj_terms,gomory,mode,partial_bb_strategy,partial_bb_keep_pruned_nodes,partial_bb_num_strong,preprocess,prlp_flip_beta,rounds,bb_mode,bb_strategy,bb_runs,random_seed,verbosity,use_unit_vectors,use_tight_rays,use_tight_points,use_iter_bilinear,use_disj_lb,use_all_ones,temp,strengthen,bb_timelimit,eps,inf,ip_obj,min_orthogonality,partial_bb_timelimit,prlp_timelimit,timelimit,filename,logfile,optfile,solfile,disj_options,LP OBJ,BEST DISJ OBJ,WORST DISJ OBJ,IP OBJ,NUM CHANGED ROOT BOUNDS,ROOT OBJ,NUM GMIC,GMIC OBJ,NUM L&PC,L&PC OBJ,NUM VPC,VPC OBJ,VPC+GMIC OBJ,GMIC % GAP CLOSED,L&PC % GAP CLOSED,VPC % GAP CLOSED,GMIC+VPC % GAP CLOSED,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,ROWS,COLS,NUM FRAC,MIN FRACTIONALITY,MAX FRACTIONALITY,EQ ROWS,BOUND ROWS,ASSIGN ROWS,FIXED COLS,GEN INT,BINARY,CONTINUOUS,A-DENSITY,NEW NUM FRAC,NEW MIN FRACTIONALITY,NEW MAX FRACTIONALITY,NEW A-DENSITY,ACTIVE GMIC (gmics),ACTIVE VPC (gmics),ACTIVE GMIC (vpcs),ACTIVE VPC (vpcs),ACTIVE GMIC (all cuts),ACTIVE VPC (all cuts),NUM DISJ TERMS,NUM INTEGER SOL,NUM DISJ,AVG DENSITY PRLP,AVG ROWS PRLP,AVG COLS PRLP,AVG POINTS PRLP,AVG RAYS PRLP,AVG PARTIAL BB EXPLORED NODES,AVG PARTIAL BB PRUNED NODES,AVG PARTIAL BB MIN DEPTH,AVG PARTIAL BB MAX DEPTH,NUM ROUNDS,NUM CUTS,NUM ONE SIDED CUTS,NUM OPTIMALITY CUTS,MIN SUPPORT VPC,MAX SUPPORT VPC,AVG SUPPORT VPC,MIN SUPPORT GOMORY,MAX SUPPORT GOMORY,AVG SUPPORT GOMORY,NUM OBJ,NUM OBJ DUMMY_OBJ,NUM CUTS DUMMY_OBJ,NUM FAILS DUMMY_OBJ,NUM ACTIVE DUMMY_OBJ,NUM OBJ ALL_ONES,NUM CUTS ALL_ONES,NUM FAILS ALL_ONES,NUM ACTIVE ALL_ONES,NUM OBJ CUT_VERTICES,NUM CUTS CUT_VERTICES,NUM FAILS CUT_VERTICES,NUM ACTIVE CUT_VERTICES,NUM OBJ ITER_BILINEAR,NUM CUTS ITER_BILINEAR,NUM FAILS ITER_BILINEAR,NUM ACTIVE ITER_BILINEAR,NUM OBJ UNIT_VECTORS,NUM CUTS UNIT_VECTORS,NUM FAILS UNIT_VECTORS,NUM ACTIVE UNIT_VECTORS,NUM OBJ DISJ_LB,NUM CUTS DISJ_LB,NUM FAILS DISJ_LB,NUM ACTIVE DISJ_LB,NUM OBJ TIGHT_POINTS,NUM CUTS TIGHT_POINTS,NUM FAILS TIGHT_POINTS,NUM ACTIVE TIGHT_POINTS,NUM OBJ TIGHT_RAYS,NUM CUTS TIGHT_RAYS,NUM FAILS TIGHT_RAYS,NUM ACTIVE TIGHT_RAYS,NUM OBJ TIGHT_POINTS2,NUM CUTS TIGHT_POINTS2,NUM FAILS TIGHT_POINTS2,NUM ACTIVE TIGHT_POINTS2,NUM OBJ TIGHT_RAYS2,NUM CUTS TIGHT_RAYS2,NUM FAILS TIGHT_RAYS2,NUM ACTIVE TIGHT_RAYS2,NUM OBJ USER,NUM CUTS USER,NUM FAILS USER,NUM ACTIVE USER,NUM OBJ OBJ_CUT,NUM CUTS OBJ_CUT,NUM FAILS OBJ_CUT,NUM ACTIVE OBJ_CUT,NUM OBJ ONE_SIDED,NUM CUTS ONE_SIDED,NUM FAILS ONE_SIDED,NUM ACTIVE ONE_SIDED,NUM FAILS,ABANDONED,BAD_DYNAMISM,BAD_SUPPORT,BAD_VIOLATION,CUT_LIMIT,DUAL_INFEASIBLE,DUPLICATE_SIC,DUPLICATE_VPC,ITERATION_LIMIT,ORTHOGONALITY_SIC,ORTHOGONALITY_VPC,PRIMAL_INFEASIBLE,TIME_LIMIT,NUMERICAL_ISSUES_WARNING,DLB_EQUALS_DUB_NO_OBJ,DLB_EQUALS_LPOPT_NO_OBJ,PRIMAL_INFEASIBLE_NO_OBJ,NUMERICAL_ISSUES_NO_OBJ,UNKNOWN,FIRST REF OBJ,FIRST REF+V OBJ,BEST REF OBJ,BEST REF+V OBJ,AVG REF OBJ,AVG REF+V OBJ,FIRST REF BOUND,FIRST REF+V BOUND,BEST REF BOUND,BEST REF+V BOUND,AVG REF BOUND,AVG REF+V BOUND,FIRST REF ITERS,FIRST REF+V ITERS,BEST REF ITERS,BEST REF+V ITERS,AVG REF ITERS,AVG REF+V ITERS,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,AVG REF NODES,AVG REF+V NODES,FIRST REF ROOT_PASSES,FIRST REF+V ROOT_PASSES,BEST REF ROOT_PASSES,BEST REF+V ROOT_PASSES,AVG REF ROOT_PASSES,AVG REF+V ROOT_PASSES,FIRST REF FIRST_CUT_PASS,FIRST REF+V FIRST_CUT_PASS,BEST REF FIRST_CUT_PASS,BEST REF+V FIRST_CUT_PASS,AVG REF FIRST_CUT_PASS,AVG REF+V FIRST_CUT_PASS,FIRST REF LAST_CUT_PASS,FIRST REF+V LAST_CUT_PASS,BEST REF LAST_CUT_PASS,BEST REF+V LAST_CUT_PASS,AVG REF LAST_CUT_PASS,AVG REF+V LAST_CUT_PASS,FIRST REF ROOT_ITERS,FIRST REF+V ROOT_ITERS,BEST REF ROOT_ITERS,BEST REF+V ROOT_ITERS,AVG REF ROOT_ITERS,AVG REF+V ROOT_ITERS,FIRST REF ROOT_TIME,FIRST REF+V ROOT_TIME,BEST REF ROOT_TIME,BEST REF+V ROOT_TIME,AVG REF ROOT_TIME,AVG REF+V ROOT_TIME,FIRST REF LAST_SOL_TIME,FIRST REF+V LAST_SOL_TIME,BEST REF LAST_SOL_TIME,BEST REF+V LAST_SOL_TIME,AVG REF LAST_SOL_TIME,AVG REF+V LAST_SOL_TIME,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,AVG REF TIME,AVG REF+V TIME,ALL REF OBJ,ALL REF BOUND,ALL REF ITERS,ALL REF NODES,ALL REF ROOT_PASSES,ALL REF FIRST_CUT_PASS,ALL REF LAST_CUT_PASS,ALL REF ROOT_ITERS,ALL REF ROOT_TIME,ALL REF LAST_SOL_TIME,ALL REF TIME,ALL REF+V OBJ,ALL REF+V BOUND,ALL REF+V ITERS,ALL REF+V NODES,ALL REF+V ROOT_PASSES,ALL REF+V FIRST_CUT_PASS,ALL REF+V LAST_CUT_PASS,ALL REF+V ROOT_ITERS,ALL REF+V ROOT_TIME,ALL REF+V LAST_SOL_TIME,ALL REF+V TIME,INIT_SOLVE_TIME,GOMORY_GEN_TIME,GOMORY_APPLY_TIME,VPC_GEN_TIME,VPC_INIT_SOLVE_TIME,VPC_DISJ_SETUP_TIME,VPC_DISJ_GEN_TIME,VPC_PRLP_SETUP_TIME,VPC_PRLP_SOLVE_TIME,VPC_GEN_CUTS_TIME,VPC_APPLY_TIME,BB_TIME,TOTAL_APPLY_TIME,TOTAL_TIME,vpc_version,cbc_version,clp_version,gurobi_version,cplex_version,hostname,cpu_model,cpu_id,ExitReason,end_time_string,time elapsed,instname,
22433_presolved,-1,-1,-1,4,4,0,5,0,0,1,11,536,7,628,0,0,0,0,1,1,1,0,1,3.60E+03,1.00E-07,'inf',2.15E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/22433_presolved.mps,/home/akazachkov/results/2023-11-30/disjset/001/vpc-disjset.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/22433_presolved_gurobi.mst.gz,2;4;8;16;32;64,21240.52617,'inf',21477,21477,0,,90,21288.29876,0,,1,21240.52617,21288.29876,20.20206,,0,20.20206,12,7,3,3,0.081,0.117,0.076,0.08,198,232,90,0.02479,0.47383,1,0,0,0,1,231,0,0.069902,90,0.02479,0.47383,0.069572,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,231,231,1,'inf',0,230.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21477,21477,21477,21477,21477,21477,21477,21475,21477,21477,21476.71429,21476.57143,901,903,745,732,880,888,12,7,3,3,8,8,12,19,9,10,16,15,21329.96258,21329.96258,21356.67744,21356.68438,21333.81438,21335.57514,21396.46608,21406.76527,21445.9423,21445.7632,21413.69367,21413.66146,460,569,460,487,567,569,0.073,0.111,0.071,0.075,0.096,0.098,0.08,0.117,0.066,0.075,0.088,0.098,0.081,0.117,0.076,0.08,0.102,0.105,21477.00000000002546585165;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000727595761;21477.00000000000000000000;21477.00000000000000000000,21477.00000000002546585165;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000727595761;21475.00000000000000000000;21477.00000000000000000000,901;791;775;753;1090;1111;745,12;3;9;5;12;13;5,12;25;9;10;30;18;10,21329.962584;21356.677438;21329.962584;21329.962584;21330.210281;21329.962584;21329.962584,21396.466079;21445.942304;21411.155275;21406.793722;21421.164041;21407.540572;21406.793722,460;720;486;509;739;560;501,0.072567;0.118400;0.071466;0.085450;0.141622;0.099154;0.084445,0.079974;0.077670;0.066267;0.075951;0.133783;0.109677;0.075665,0.080895;0.119546;0.075782;0.089148;0.147276;0.110306;0.088047,21476.99999999997817212716;21477.00000000000000000000;21477.00000000000000000000;21477.00000000001091393642;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,21475.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21476.00000000000000000000;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,903;732;751;1161;755;882;1035,7;3;9;15;4;11;12,19;19;10;12;13;21;12,21329.962584;21356.684382;21329.962584;21329.962584;21342.528683;21329.962584;21329.962584,21406.765268;21445.763201;21410.660460;21402.397127;21408.316680;21416.310127;21405.417356,569;673;487;547;559;609;541,0.110833;0.106434;0.074596;0.090880;0.086116;0.119204;0.100907,0.116990;0.082054;0.078760;0.101015;0.074554;0.124063;0.109905,0.117416;0.107459;0.079539;0.102838;0.089401;0.124964;0.110291,0,0,0.01,0.18,0,0,0.18,0,0,0,0,1.47,0,1.67,#4207aa3,#3253e94,#5a54e9c,10.03,22.1.1,rupert1,13th Gen Intel(R) Core(TM) i9-13900K,2,OPTIMAL_SOLUTION_FOUND,Thu Nov 30 12:37:57 2023,2,22433_presolved,DONE
23588_presolved,-1,-1,-1,4,4,0,5,0,0,1,11,536,7,628,0,0,0,0,1,1,1,0,1,3.60E+03,1.00E-07,'inf',8.09E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/23588_presolved.mps,/home/akazachkov/results/2023-11-30/disjset/002/vpc-disjset.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/23588_presolved_gurobi.mst.gz,2;4;8;16;32;64,7649.866134,7967.565214,8252.286483,8090,0,7649.866134,75,7675.274316,0,,386,7965.067198,7965.110175,5.772831,,71.614817,71.624582,654,1209,654,1121,0.484,0.571,0.4,0.529,137,237,75,0.00537,0.48035,6,0,0,0,6,231,0,0.109951,77,0.00541,0.49935,0.759348,15,0,0,8,4,8,18.19,0,6,0.0737478,104583,1715.44,473.225,104109,26.0293,0,14.5949,15.706,1,386,0,0,234,234,234.591,'inf',0,233.973,410,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,404,380,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8090,8090,8090,8090,8090,8090,8090,8090,8090,8090,8090,8090,13332,25448,12797,24448,22339,31267,654,1209,654,1121,882,1522,18,15,18,13,21,16,7720.268794,7949.178032,7720.529665,7949.192868,7718.489288,7897.636037,7759.587806,7965.485314,7764.579786,7966,7757.176625,7965.403874,518,841,480,822,530,1145,0.217,0.097,0.11,0.088,0.159,0.107,0.39,0.526,0.183,0.141,0.455,0.395,0.484,0.571,0.4,0.529,0.519,0.666,8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000,8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000,13332;18165;12797;20154;15099;57755;19073,654;906;668;997;813;1293;844,18;25;21;18;19;22;24,7720.268794;7720.529665;7715.117556;7718.096387;7718.353808;7718.950159;7718.108650,7759.587806;7764.579786;7756.345268;7754.112818;7755.907162;7754.340830;7755.362703,518;595;564;480;520;499;539,0.217260;0.110678;0.181479;0.148372;0.218119;0.109821;0.130143,0.389541;0.425375;0.398279;0.504967;0.435803;0.845813;0.182851,0.484330;0.425422;0.400010;0.514678;0.474368;0.890932;0.445473,8089.99999999999909050530;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000,8089.99999999999909050530;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000,25448;37264;24448;29854;25833;45875;30150,1209;1898;1309;1670;1121;1959;1493,15;15;16;13;16;24;16,7949.178032;7768.898817;7948.915216;7949.192317;7949.192868;7768.890382;7949.184623,7965.485314;7965.249856;7965.273423;7965.155017;7965.278937;7966.000000;7965.384572,841;953;837;822;902;2772;889,0.097146;0.096900;0.096502;0.088468;0.097635;0.168554;0.100470,0.526478;0.322600;0.141370;0.288045;0.228980;0.682743;0.573888,0.571225;0.747228;0.528576;0.644340;0.552846;0.981250;0.634306,0,0,0.01,40.93,0,0,0.68,0.01,39.31,39.38,0.03,8.32,0.1,49.37,#4207aa3,#3253e94,#5a54e9c,10.03,22.1.1,rupert0,13th Gen Intel(R) Core(TM) i9-13900K,8,CUT_LIMIT,Thu Nov 30 12:34:58 2023,50,23588_presolved,DONE
10teams_presolved,-1,-1,-1,4,4,0,5,0,0,1,11,536,7,628,0,0,0,0,1,1,1,0,1,3.60E+03,1.00E-07,'inf',9.24E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/10teams_presolved.mps,/home/akazachkov/results/2023-11-30/disjset/003/vpc-disjset.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/10teams_presolved_gurobi.mst.gz,2;4;8;16;32;64,917,917,930,924,0,917,153,924,0,,80,917,924,100,,0,100,1,29,1,1,0.304,0.626,0.304,0.46,210,1600,160,0.00422,0.5,120,0,0,0,0,1600,0,0.028571,162,0.00255,0.5,0.061263,4,1,0,78,4,1,18.19,0,6,0.0453941,595665,11017.3,473.225,595191,30.1104,0,9.45355,26.9114,1,80,0,0,1585,1585,235.325,'inf',0,1539.928,219,0,0,0,0,5,0,5,0,0,0,0,0,5,1,4,1,0,0,0,0,209,79,130,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,2,0,111,0,0,0,0,26,0,0,6,0,1,0,924,924,924,924,924,924,924,924,924,924,924,924,7695,16103,7695,12709,36562,42940,1,29,1,1,280,326,4,9,4,8,10,9,924,924,924,924,923.5714286,923.5714286,924,924,924,924,924,924,7695,13539,7695,11236,12942,13340,0.234,0.511,0.234,0.443,0.508,0.553,0.304,0.626,0.304,0.46,1.829,2.003,0.304,0.626,0.304,0.46,1.829,2.004,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000011368684;924.00000000000000000000,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000011368684;924.00000000000000000000,7695;53735;24898;17989;69351;24487;57779,1;515;226;1;577;123;517,4;11;11;14;9;9;12,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;921.000000,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;924.000000,7695;14735;13163;17989;12441;11155;13419,0.234265;0.600905;0.555377;0.592117;0.466456;0.501373;0.605036,0.303505;2.535039;0.988957;0.592964;4.378761;0.913869;3.090793,0.303684;2.535196;0.989145;0.593072;4.379637;0.914021;3.090965,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,16103;12709;66410;52343;81253;20959;50807,29;1;384;399;1039;132;299,9;8;10;9;10;10;9,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;921.000000,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;924.000000,13539;12709;15279;12728;15935;11236;11957,0.510863;0.442883;0.699780;0.555127;0.616758;0.446371;0.599823,0.626318;0.459561;3.815162;2.182587;4.006479;1.230151;1.703254,0.626467;0.459655;3.815446;2.182773;4.006704;1.230319;1.703434,0.04,0.04,0.21,466.44,0.04,0,5,88.57,268.05,269.62,0.04,26.87,0.09,493.94,#4207aa3,#3253e94,#5a54e9c,10.03,22.1.1,rupert1,13th Gen Intel(R) Core(TM) i9-13900K,6,PRLP_TIME_LIMIT,Thu Nov 30 12:49:40 2023,494,10teams_presolved,DONE
30n20b8_presolved,-1,-1,-1,4,4,0,5,0,0,1,11,536,7,628,0,0,0,0,1,1,1,0,1,3.60E+03,1.00E-07,'inf',3.02E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/30n20b8_presolved.mps,/home/akazachkov/results/2023-11-30/disjset/004/vpc-disjset.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/30n20b8_presolved_gurobi.mst.gz,2;4;8;16;32;64,124.1229959,126.9060983,395.6666667,302,0,124.1229959,184,143.8659823,0,,381,124.2069033,143.8659823,11.099235,,0.047172,11.099235,536,446,536,446,10.869,8.117,10.747,7.415,387,4191,190,0.00229,0.49776,77,0,0,0,49,4142,0,0.021758,198,0.00329,0.49819,0.490282,6,0,0,3,6,0,17.2965,0,6,0.0145303,1.81E+06,30419.5,451.043,1.81E+06,26.0293,0.166667,11.3364,26.196,1,381,0,0,4123,4123,4049.281,'inf',0,4134.875,410,0,0,0,0,3,0,3,0,0,0,0,0,3,2,1,1,0,0,0,0,404,379,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,7,6,0,0,0,15,236,0,0,0,3,0,302,302,302,302,302,302,302,302,302,302,302,302,130461,92096,127577,92096,190495,132985,536,446,536,446,809,690,65,80,54,55,68,61,125.6850154,126.2550867,126.1997749,126.9472105,125.7709698,126.4908727,152.9192676,156.2571281,163.9888896,156.2571281,154.2020622,152.4836701,30574,33989,30574,27206,36675,33621,4.127,5.235,4.127,4.108,4.873,4.683,2.376,3.786,1.774,2.424,5.402,3.672,10.869,8.117,10.747,7.415,15.586,10.489,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,130461;191810;194868;179934;229582;279237;127577,536;812;550;541;598;2072;557,65;54;63;82;81;73;60,125.685015;125.776848;126.199775;125.670005;125.686043;125.664037;125.715065,152.919268;151.000000;151.000000;157.437478;163.988890;151.000000;152.068800,30574;36244;36092;35432;37681;41121;39586,4.127142;4.642727;4.739730;4.983979;4.889600;6.157344;4.571441,2.375928;6.108764;11.237274;2.660188;3.492277;10.167078;1.774283,10.868823;20.671000;16.525700;15.207604;15.926806;19.154248;10.747110,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,92096;132630;128500;96342;107327;170684;203322,446;635;540;760;746;744;964,80;55;55;55;58;67;60,126.255087;126.487692;126.947210;126.494841;126.500335;126.250295;126.500649,156.257128;151.469875;151.000000;151.744286;151.000000;154.419254;151.495148,33989;38519;34797;38574;30856;31406;27206,5.234823;4.730379;4.673265;4.536928;4.965663;4.531367;4.108284,3.786098;2.496832;2.423920;2.897632;4.051518;2.573524;7.471339,8.117330;11.577305;11.595140;7.415187;8.538931;12.912346;13.270065,0.11,0.13,0.92,779.69,0.11,0,14.24,202.85,320.68,321.35,0.41,182.68,0.9,965.45,#4207aa3,#3253e94,#5a54e9c,10.03,22.1.1,rupert3,13th Gen Intel(R) Core(TM) i9-13900K,2,PRLP_TIME_LIMIT,Thu Nov 30 12:51:40 2023,965,30n20b8_presolved,DONE
50v-10_presolved,-1,-1,-1,4,4,0,5,0,0,1,11,536,7,628,0,0,0,0,1,1,1,0,1,3.60E+03,1.00E-07,'inf',3.31E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/50v-10_presolved.mps,/home/akazachkov/results/2023-11-30/disjset/005/vpc-disjset.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/50v-10_presolved_gurobi.mst.gz,2;4;8;16;32;64,2879.065687,2956.881654,3293.639298,3311.179984,0,2879.065687,29,3076.773518,0,,72,2927.505588,3077.074216,45.753596,,11.209974,45.823184,1698842,1408816,860977,1135356,3600,2510.968,1573.494,1966.919,233,2013,29,0.06019,0.48611,50,0,0,0,183,1464,366,0.005853,35,0.00978,0.49485,0.108467,27,14,0,20,27,15,18.19,0,6,0.00165971,183012,12644,473.225,182539,26.0293,0,11.3364,24.196,1,72,0,0,46,46,886.806,'inf',0,196.655,116,0,0,0,0,6,2,4,2,0,0,0,0,6,1,5,1,0,0,0,0,104,69,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,0,0,3311.179955,3311.179979,3311.179942,3311.179941,3311.494259,3311.179972,3302.283318,3310.848895,3310.849034,3310.849016,3307.917448,3310.848931,91039083,57628309,41553092,49691514,69622813,56022990,1698842,1408816,860977,1135356,1495008,1294072,21,12,15,12,17,14,3092.18871,3094.610479,3102.041338,3102.945054,3094.513231,3095.780739,3199.389833,3190.499359,3199.389833,3211.665885,3195.240773,3198.724156,1780,1385,1341,1385,1563,1571,0.204,0.16,0.16,0.151,0.176,0.177,2480.372,1610.817,917.718,1139.811,2176.558,1602.975,3600,2510.968,1573.494,1966.919,2893.849,2333.387,3311.17995482203468782245;3311.17994172720955248224;3312.27999113500163730350;3311.17998205696403601905;3311.17998052409257070394;3311.17997629267301817890;3312.27998524585109407781,3302.28331814871944516199;3310.84895438250305232941;3306.51803177639476416516;3310.84903410281503965962;3310.84894592265573010081;3310.84888640975032103597;3303.22496702521902989247,91039083;41553092;81355724;61332594;44900872;72603852;94574476,1698842;860977;1674112;1347590;1040288;1860918;1982335,21;16;19;16;18;19;15,3092.188710;3096.024208;3093.867198;3102.041338;3096.284007;3089.964951;3091.222206,3199.389833;3192.055047;3198.196751;3192.240901;3190.264919;3197.891689;3196.646274,1780;1341;1602;1546;1464;1714;1496,0.203969;0.169578;0.180600;0.170002;0.160170;0.184997;0.160258,2480.371720;917.718128;2991.930506;1947.937924;1893.475670;1865.901267;3138.570298,3600.000062;1573.493537;3600.000113;2817.906855;1939.052187;3126.488219;3600.000120,3311.17997923326220188756;3311.17998221715060935821;3311.17997439868486253545;3311.17997245716242105118;3311.17997331247670445009;3311.17994090193042211467;3311.17998231491264959914,3310.84889484590303254663;3310.84893875212173952605;3310.84901562111463135807;3310.84898027119379548822;3310.84896157094681257149;3310.84885289484782333602;3310.84887616987271030666,57628309;52519156;77099747;49965923;49850834;55405451;49691514,1408816;1194175;1530595;1236973;1187890;1364702;1135356,12;16;13;13;16;18;13,3094.610479;3097.072942;3094.506351;3102.945054;3099.065617;3090.512162;3091.752567,3190.499359;3202.312719;3189.635431;3196.527784;3205.376878;3211.665885;3195.051038,1385;1590;1436;1454;1835;1877;1426,0.160485;0.180531;0.151425;0.182641;0.203271;0.210054;0.152920,1610.817199;1139.811153;1691.052340;1800.395279;1748.171480;1784.186335;1446.390563,2510.967950;1966.919215;3038.140497;2182.052850;2201.952075;2450.375285;1983.302788,0,0,0,8.54,0,0,0.41,0.03,2.3,2.35,0.01,36591.87,0.03,36600.46,#4207aa3,#3253e94,#5a54e9c,10.03,22.1.1,rupert4,13th Gen Intel(R) Core(TM) i9-13900K,10,CUT_LIMIT,Thu Nov 30 22:45:39 2023,36601,50v-10_presolved,DONE
