,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
cov1075,536,17.14285714285714234961,17.14285714285714234961,2064643,2064643,2064643,2064643,2757.425,2958.187,2757.425,2958.187,637,120,120,0.14286,0.14286,0,0,0,0,0,120,0,0.186813,637,120,120,0.14286,0.14286,0,0,0,0,0,120,0,0.186813,637,0,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,19.99999999999999644729,99371904,99371904,99371904,99371904,99371904,99371904,2064643,2064643,2064643,2064643,2064643,2064643,26,26,26,26,26,26,17.22931034482758150261,17.22931034482758150261,17.22931034482758150261,17.22931034482758150261,17.22931034482758150261,17.22931034482758150261,17.28860421299576799470,17.28860421299576799470,17.28860421299576799470,17.28860421299576799470,17.28860421299576799470,17.28860421299576799470,1551,1551,1551,1551,1551,1551,0.598,0.761,0.598,0.761,0.598,0.761,0.786,1.022,0.786,1.022,0.786,1.022,2757.425,2958.187,2757.425,2958.187,2757.425,2958.187,19.99999999999999644729,19.99999999999999644729,99371904,2064643,26,17.229310,17.288604,1551,0.597613,0.785784,2757.425417,19.99999999999999644729,19.99999999999999644729,99371904,2064643,26,17.229310,17.288604,1551,0.760925,1.021859,2958.186815,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 21:20:09 2023,5715,cov1075,DONE
csched007,536,269.25158730158761954954,269.25158730158636899432,28345,21086,28345,21086,268.810,201.873,268.810,201.873,351,1758,84,0.00952,0.49524,301,0,1,0,0,1457,301,0.010338,274,1680,136,0.00952,0.49524,273,0,0,0,223,1457,0,0.013341,0,0,350.99999999999988631316,351.00000000000000000000,350.99999999999988631316,351.00000000000000000000,350.99999999999988631316,351.00000000000000000000,350.99999999999988631316,351.00000000000000000000,350.99999999999988631316,351.00000000000000000000,350.99999999999988631316,351.00000000000000000000,3670393,2218025,3670393,2218025,3670393,2218025,28345,21086,28345,21086,28345,21086,42,28,42,28,42,28,286.48443590019491011844,285.02611308736840101119,286.48443590019491011844,285.02611308736840101119,286.48443590019491011844,285.02611308736840101119,298.68923352159322348598,302.14140918923283152253,298.68923352159322348598,302.14140918923283152253,298.68923352159322348598,302.14140918923283152253,3843,3249,3843,3249,3843,3249,0.524,0.558,0.524,0.558,0.524,0.558,116.557,53.502,116.557,53.502,116.557,53.502,268.810,201.873,268.810,201.873,268.810,201.873,350.99999999999988631316,350.99999999999988631316,3670393,28345,42,286.484436,298.689234,3843,0.524001,116.557128,268.810304,351.00000000000000000000,351.00000000000000000000,2218025,21086,28,285.026113,302.141409,3249,0.557693,53.501551,201.872686,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 12:30:58 2023,471,csched007,DONE
csched008,536,171.00000000000000000000,171.00000000000000000000,143564,112868,143564,112868,284.802,279.825,284.802,279.825,351,1536,81,0.00664,0.49769,301,0,1,0,0,1284,252,0.010548,233,1459,169,0.00534,0.50000,224,0,0,0,174,1284,1,0.012987,0,0,173.00000000000000000000,173.00000000000000000000,173.00000000000000000000,173.00000000000000000000,173.00000000000000000000,173.00000000000000000000,172.98809523809518395865,172.98438208800473603333,172.98809523809518395865,172.98438208800473603333,172.98809523809518395865,172.98438208800473603333,5772202,3547508,5772202,3547508,5772202,3547508,143564,112868,143564,112868,143564,112868,10,8,10,8,10,8,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,171.00000000000000000000,7539,8095,7539,8095,7539,8095,0.408,0.568,0.408,0.568,0.408,0.568,254.242,123.554,254.242,123.554,254.242,123.554,284.802,279.825,284.802,279.825,284.802,279.825,173.00000000000000000000,172.98809523809518395865,5772202,143564,10,171.000000,171.000000,7539,0.407879,254.242394,284.802110,173.00000000000000000000,172.98438208800473603333,3547508,112868,8,171.000000,171.000000,8095,0.568340,123.553769,279.824670,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 21:25:04 2023,565,csched008,DONE
csched010,536,332.42272727272768406692,332.42272727272711563273,79147,44259,79147,44259,834.434,563.579,834.434,563.579,351,1758,84,0.00505,0.48106,301,0,0,0,0,1457,301,0.010333,272,1678,124,0.00505,0.48106,271,0,0,0,221,1457,0,0.013501,0,0,407.99999899992815244332,408.00000000000000000000,407.99999899992815244332,408.00000000000000000000,407.99999899992815244332,408.00000000000000000000,407.95924219972027913172,408.00000000000000000000,407.95924219972027913172,408.00000000000000000000,407.95924219972027913172,408.00000000000000000000,12109889,6698190,12109889,6698190,12109889,6698190,79147,44259,79147,44259,79147,44259,38,27,38,27,38,27,342.50615685146487976453,342.79125853008031299396,342.50615685146487976453,342.79125853008031299396,342.50615685146487976453,342.79125853008031299396,357.36878393761713823551,356.09467069659075377785,357.36878393761713823551,356.09467069659075377785,357.36878393761713823551,356.09467069659075377785,4227,3324,4227,3324,4227,3324,0.645,0.499,0.645,0.499,0.645,0.499,826.384,365.478,826.384,365.478,826.384,365.478,834.434,563.579,834.434,563.579,834.434,563.579,407.99999899992815244332,407.95924219972027913172,12109889,79147,38,342.506157,357.368784,4227,0.644979,826.383739,834.434462,408.00000000000000000000,408.00000000000000000000,6698190,44259,27,342.791259,356.094671,3324,0.498969,365.478250,563.578758,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 20:42:09 2023,1398,csched010,DONE
cvs08r139-94,536,-138.99999999999874944479,-138.99999999999857891453,278158,278158,278158,278158,7200.000,7200.000,7200.000,7200.000,2398,1864,1582,0.09701,0.15672,0,0,0,0,0,1864,0,0.001444,2398,1864,1582,0.05970,0.15672,94,0,0,0,0,1864,0,0.001444,0,0,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-127.00000000000000000000,-127.00000000000000000000,-127.00000000000000000000,-127.00000000000000000000,-127.00000000000000000000,-127.00000000000000000000,88008415,88008415,88008415,88008415,88008415,88008415,278158,278158,278158,278158,278158,278158,11,11,11,11,11,11,-138.75695419879710357236,-138.75695419879710357236,-138.75695419879710357236,-138.75695419879710357236,-138.75695419879710357236,-138.75695419879710357236,-138.46837283318185995995,-138.46837283318185995995,-138.46837283318185995995,-138.46837283318185995995,-138.46837283318185995995,-138.46837283318185995995,6330,6330,6330,6330,6330,6330,1.362,1.362,1.362,1.362,1.362,1.362,40.541,40.541,40.541,40.541,40.541,40.541,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,-116.00000000000000000000,-127.00000000000000000000,88008415,278158,11,-138.756954,-138.468373,6330,1.361799,40.540953,7200.000124,-116.00000000000000000000,-127.00000000000000000000,88008415,278158,11,-138.756954,-138.468373,6330,1.361799,40.540953,7200.000124,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 10:13:03 2023,7201,cvs08r139-94,DONE
cvs16r106-72,536,-106.00000000000086686214,-106.00000000000169109171,131949,131949,131949,131949,7200.000,7200.000,7200.000,7200.000,3608,2848,2450,0.01923,0.07692,0,0,0,0,0,2848,0,0.000962,3608,2848,2450,0.01923,0.07692,72,0,0,0,0,2848,0,0.000962,0,0,-81.00000000000000000000,-81.00000000000000000000,-81.00000000000000000000,-81.00000000000000000000,-81.00000000000000000000,-81.00000000000000000000,-94.00000000000000000000,-94.00000000000000000000,-94.00000000000000000000,-94.00000000000000000000,-94.00000000000000000000,-94.00000000000000000000,47773044,47773044,47773044,47773044,47773044,47773044,131949,131949,131949,131949,131949,131949,9,9,9,9,9,9,-103.69230769230847499784,-103.69230769230847499784,-103.69230769230847499784,-103.69230769230847499784,-103.69230769230847499784,-103.69230769230847499784,-102.66666666666652929507,-102.66666666666652929507,-102.66666666666652929507,-102.66666666666652929507,-102.66666666666652929507,-102.66666666666652929507,18280,18280,18280,18280,18280,18280,4.757,4.757,4.757,4.757,4.757,4.757,56.090,56.090,56.090,56.090,56.090,56.090,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,-81.00000000000000000000,-94.00000000000000000000,47773044,131949,9,-103.692308,-102.666667,18280,4.756849,56.090204,7200.000307,-81.00000000000000000000,-94.00000000000000000000,47773044,131949,9,-103.692308,-102.666667,18280,4.756849,56.090204,7200.000307,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 09:45:15 2023,7201,cvs16r106-72,DONE
cvs16r128-89,536,-127.99999999999924682470,-127.99999999999772626325,46291,46291,46291,46291,7200.002,7200.002,7200.002,7200.002,4633,3472,3210,0.01587,0.07143,0,0,0,0,0,3472,0,0.000779,4633,3472,3210,0.01587,0.07143,89,0,0,0,0,3472,0,0.000779,0,0,-97.00000000000000000000,-97.00000000000000000000,-97.00000000000000000000,-97.00000000000000000000,-97.00000000000000000000,-97.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,-116.00000000000000000000,31198445,31198445,31198445,31198445,31198445,31198445,46291,46291,46291,46291,46291,46291,10,10,10,10,10,10,-126.28571428571447654576,-126.28571428571447654576,-126.28571428571447654576,-126.28571428571447654576,-126.28571428571447654576,-126.28571428571447654576,-126.00000000000152056145,-126.00000000000152056145,-126.00000000000152056145,-126.00000000000152056145,-126.00000000000152056145,-126.00000000000152056145,20478,20478,20478,20478,20478,20478,5.780,5.780,5.780,5.780,5.780,5.780,74.360,74.360,74.360,74.360,74.360,74.360,7200.002,7200.002,7200.002,7200.002,7200.002,7200.002,-97.00000000000000000000,-116.00000000000000000000,31198445,46291,10,-126.285714,-126.000000,20478,5.780167,74.359763,7200.001922,-97.00000000000000000000,-116.00000000000000000000,31198445,46291,10,-126.285714,-126.000000,20478,5.780167,74.359763,7200.001922,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 16:56:58 2023,7202,cvs16r128-89,DONE
cvs16r70-62,536,-70.00000000000001421085,-69.99999999999913313786,129095,129095,129095,129095,7200.000,7200.000,7200.000,7200.000,3278,2112,1848,0.07143,0.07143,0,0,0,0,0,2112,0,0.001230,3278,2112,1848,0.07143,0.07143,62,0,0,0,0,2112,0,0.001230,0,0,-42.00000000000000000000,-42.00000000000000000000,-42.00000000000000000000,-42.00000000000000000000,-42.00000000000000000000,-42.00000000000000000000,-55.00000000000000000000,-55.00000000000000000000,-55.00000000000000000000,-55.00000000000000000000,-55.00000000000000000000,-55.00000000000000000000,52896066,52896066,52896066,52896066,52896066,52896066,129095,129095,129095,129095,129095,129095,7,7,7,7,7,7,-62.66362414762449617456,-62.66362414762449617456,-62.66362414762449617456,-62.66362414762449617456,-62.66362414762449617456,-62.66362414762449617456,-61.35484451455936039110,-61.35484451455936039110,-61.35484451455936039110,-61.35484451455936039110,-61.35484451455936039110,-61.35484451455936039110,26559,26559,26559,26559,26559,26559,5.636,5.636,5.636,5.636,5.636,5.636,34.298,34.298,34.298,34.298,34.298,34.298,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,-42.00000000000000000000,-55.00000000000000000000,52896066,129095,7,-62.663624,-61.354845,26559,5.636411,34.298237,7200.000270,-42.00000000000000000000,-55.00000000000000000000,52896066,129095,7,-62.663624,-61.354845,26559,5.636411,34.298237,7200.000270,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 02:27:46 2023,7201,cvs16r70-62,DONE
cvs16r89-60,536,-89.00000000000015631940,-88.99999999999924682470,142061,142061,142061,142061,7200.001,7200.001,7200.001,7200.001,3068,2384,1937,0.05618,0.07865,0,0,0,0,0,2384,0,0.001144,3068,2384,1937,0.05618,0.07865,60,0,0,0,0,2384,0,0.001144,0,0,-65.00000000000000000000,-65.00000000000000000000,-65.00000000000000000000,-65.00000000000000000000,-65.00000000000000000000,-65.00000000000000000000,-76.00000000000000000000,-76.00000000000000000000,-76.00000000000000000000,-76.00000000000000000000,-76.00000000000000000000,-76.00000000000000000000,42798043,42798043,42798043,42798043,42798043,42798043,142061,142061,142061,142061,142061,142061,8,8,8,8,8,8,-85.57303370786539176152,-85.57303370786539176152,-85.57303370786539176152,-85.57303370786539176152,-85.57303370786539176152,-85.57303370786539176152,-84.00000000000039790393,-84.00000000000039790393,-84.00000000000039790393,-84.00000000000039790393,-84.00000000000039790393,-84.00000000000039790393,19658,19658,19658,19658,19658,19658,4.783,4.783,4.783,4.783,4.783,4.783,82.625,82.625,82.625,82.625,82.625,82.625,7200.001,7200.001,7200.001,7200.001,7200.001,7200.001,-65.00000000000000000000,-76.00000000000000000000,42798043,142061,8,-85.573034,-84.000000,19658,4.782639,82.625390,7200.000815,-65.00000000000000000000,-76.00000000000000000000,42798043,142061,8,-85.573034,-84.000000,19658,4.782639,82.625390,7200.000815,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 18:20:09 2023,7201,cvs16r89-60,DONE
d10200,536,12425.58300545182828500401,12425.58300545183374197222,2962777,3027701,2962777,3027701,7200.000,7200.000,7200.000,7200.000,947,2000,164,0.00031,0.49561,200,0,0,1267,0,2000,0,0.030431,906,697,154,0.00031,0.49561,164,0,0,0,0,689,8,0.069836,0,0,12431.00000000000000000000,12432.00000000000000000000,12431.00000000000000000000,12432.00000000000000000000,12431.00000000000000000000,12432.00000000000000000000,12428.00000000000000000000,12428.00000000000000000000,12428.00000000000000000000,12428.00000000000000000000,12428.00000000000000000000,12428.00000000000000000000,114650141,135943043,114650141,135943043,114650141,135943043,2962777,3027701,2962777,3027701,2962777,3027701,3,3,3,3,3,3,12425.58300545184283691924,12425.58300545183919894043,12425.58300545184283691924,12425.58300545183919894043,12425.58300545184283691924,12425.58300545183919894043,12425.58300545184283691924,12425.58300545183737995103,12425.58300545184283691924,12425.58300545183737995103,12425.58300545184283691924,12425.58300545183737995103,905,865,905,865,905,865,1.271,0.851,1.271,0.851,1.271,0.851,7149.001,448.046,7149.001,448.046,7149.001,448.046,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,12431.00000000000000000000,12428.00000000000000000000,114650141,2962777,3,12425.583005,12425.583005,905,1.270827,7149.001351,7200.000195,12432.00000000000000000000,12428.00000000000000000000,135943043,3027701,3,12425.583005,12425.583005,865,0.851416,448.045599,7200.000114,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 23:45:07 2023,14403,d10200,DONE
dano3_3,536,576.23162027456862688268,576.23162029158606856072,23,12,23,12,16.538,19.335,16.538,19.335,3202,13873,12,0.00256,0.44021,1224,0,0,0,0,69,13804,0.001793,3151,13837,12,0.00258,0.44041,1188,0,0,0,0,69,13768,0.001812,0,0,576.34463303064353567606,576.34463303063967032358,576.34463303064353567606,576.34463303063967032358,576.34463303064353567606,576.34463303063967032358,576.31703908766633048799,576.33015562540265364078,576.31703908766633048799,576.33015562540265364078,576.31703908766633048799,576.33015562540265364078,38007,36506,38007,36506,38007,36506,23,12,23,12,23,12,18,17,18,17,18,17,576.25437944903728748614,576.25520057380310845474,576.25437944903728748614,576.25520057380310845474,576.25437944903728748614,576.25520057380310845474,576.26521710340682602691,576.26715725109045251884,576.26521710340682602691,576.26715725109045251884,576.26521710340682602691,576.26715725109045251884,25272,22959,25272,22959,25272,22959,11.887,14.630,11.887,14.630,11.887,14.630,16.102,19.332,16.102,19.332,16.102,19.332,16.538,19.335,16.538,19.335,16.538,19.335,576.34463303064353567606,576.31703908766633048799,38007,23,18,576.254379,576.265217,25272,11.887127,16.101511,16.537784,576.34463303063967032358,576.33015562540265364078,36506,12,17,576.255201,576.267157,22959,14.630329,19.331670,19.334865,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Wed Nov  8 19:44:33 2023,67,dano3_3,DONE
dano3_4,536,576.23162027456862688268,576.23162029158606856072,41,34,41,34,26.189,29.482,26.189,29.482,3202,13873,18,0.00256,0.44021,1224,0,0,0,0,92,13781,0.001793,3151,13837,18,0.00258,0.44041,1188,0,0,0,0,92,13745,0.001812,0,0,576.43522470720654382603,576.43522470722155048861,576.43522470720654382603,576.43522470722155048861,576.43522470720654382603,576.43522470722155048861,576.38912384798368293559,576.39665010463124872331,576.38912384798368293559,576.39665010463124872331,576.38912384798368293559,576.39665010463124872331,66808,61328,66808,61328,66808,61328,41,34,41,34,41,34,26,30,26,30,26,30,576.26506389677945207950,576.26474537750357285404,576.26506389677945207950,576.26474537750357285404,576.26506389677945207950,576.26474537750357285404,576.29474544004108338413,576.29666057905058096367,576.29474544004108338413,576.29666057905058096367,576.29474544004108338413,576.29666057905058096367,25815,31517,25815,31517,25815,31517,12.943,18.624,12.943,18.624,12.943,18.624,26.188,25.425,26.188,25.425,26.188,25.425,26.189,29.482,26.189,29.482,26.189,29.482,576.43522470720654382603,576.38912384798368293559,66808,41,26,576.265064,576.294745,25815,12.943363,26.187551,26.189221,576.43522470722155048861,576.39665010463124872331,61328,34,30,576.264745,576.296661,31517,18.623878,25.424768,29.481709,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 15:13:31 2023,86,dano3_4,DONE
dano3_5,536,576.23162027456862688268,576.23162029158606856072,505,343,505,343,139.127,112.898,139.127,112.898,3202,13873,25,0.00256,0.44021,1224,0,0,0,0,115,13758,0.001793,3151,13837,25,0.00258,0.44041,1188,0,0,0,0,115,13722,0.001812,0,0,576.92491595655837954837,576.92491595655417313537,576.92491595655837954837,576.92491595655417313537,576.92491595655837954837,576.92491595655417313537,576.87285142583675678907,576.86772830160543890088,576.87285142583675678907,576.86772830160543890088,576.87285142583675678907,576.86772830160543890088,482527,385132,482527,385132,482527,385132,505,343,505,343,505,343,20,28,20,28,20,28,576.29150243072729153937,576.30716412585218222375,576.29150243072729153937,576.30716412585218222375,576.29150243072729153937,576.30716412585218222375,576.35776191205286522745,576.36200943718120015546,576.35776191205286522745,576.36200943718120015546,576.35776191205286522745,576.36200943718120015546,24763,29078,24763,29078,24763,29078,10.302,18.362,10.302,18.362,10.302,18.362,111.972,46.785,111.972,46.785,111.972,46.785,139.127,112.898,139.127,112.898,139.127,112.898,576.92491595655837954837,576.87285142583675678907,482527,505,20,576.291502,576.357762,24763,10.302319,111.972326,139.126614,576.92491595655417313537,576.86772830160543890088,385132,343,28,576.307164,576.362009,29078,18.362241,46.784961,112.898092,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 10:18:50 2023,284,dano3_5,DONE
danoint,536,62.63728041845077854077,62.63728041845078564620,417564,448376,417564,448376,1698.465,1537.314,1698.465,1537.314,664,521,52,0.00084,0.49548,144,0,0,0,0,56,465,0.009343,656,513,52,0.00084,0.49548,136,0,0,0,0,56,457,0.009360,0,0,65.66666666666667140362,65.66666666666667140362,65.66666666666667140362,65.66666666666667140362,65.66666666666667140362,65.66666666666667140362,65.66021757661637536785,65.66011402122174445140,65.66021757661637536785,65.66011402122174445140,65.66021757661637536785,65.66011402122174445140,37557436,40514263,37557436,40514263,37557436,40514263,417564,448376,417564,448376,417564,448376,16,16,16,16,16,16,62.67259184414112382910,62.67419951208400874521,62.67259184414112382910,62.67419951208400874521,62.67259184414112382910,62.67419951208400874521,62.73099137772582878370,62.73583998159619312673,62.73099137772582878370,62.73583998159619312673,62.73099137772582878370,62.73583998159619312673,2358,2580,2358,2580,2358,2580,0.453,0.574,0.453,0.574,0.453,0.574,3.706,9.983,3.706,9.983,3.706,9.983,1698.465,1537.314,1698.465,1537.314,1698.465,1537.314,65.66666666666667140362,65.66021757661637536785,37557436,417564,16,62.672592,62.730991,2358,0.452546,3.706304,1698.465138,65.66666666666667140362,65.66011402122174445140,40514263,448376,16,62.674200,62.735840,2580,0.573747,9.983029,1537.313970,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 20:05:22 2023,3236,danoint,DONE
dc1c,536,1754946.86363815795630216599,1754946.86363815725781023502,73362,78899,73362,78899,7200.001,7200.001,7200.001,7200.001,1649,10039,636,0.00133,0.49980,1638,0,0,0,0,8380,1659,0.007319,832,8812,649,0.00133,0.49980,822,0,0,0,1172,7631,9,0.009594,0,0,1770222.81009999988600611687,1769614.96010000002570450306,1770222.81009999988600611687,1769614.96010000002570450306,1770222.81009999988600611687,1769614.96010000002570450306,1762574.35750524094328284264,1762824.27517068991437554359,1762574.35750524094328284264,1762824.27517068991437554359,1762574.35750524094328284264,1762824.27517068991437554359,25227931,25452774,25227931,25452774,25227931,25452774,73362,78899,73362,78899,73362,78899,17,10,17,10,17,10,1758683.86657155374996364117,1759308.60940615716390311718,1758683.86657155374996364117,1759308.60940615716390311718,1758683.86657155374996364117,1759308.60940615716390311718,1759770.23795966687612235546,1759943.15802033338695764542,1759770.23795966687612235546,1759943.15802033338695764542,1759770.23795966687612235546,1759943.15802033338695764542,21104,18658,21104,18658,21104,18658,9.662,9.360,9.662,9.360,9.662,9.360,1470.124,3553.032,1470.124,3553.032,1470.124,3553.032,7200.001,7200.001,7200.001,7200.001,7200.001,7200.001,1770222.81009999988600611687,1762574.35750524094328284264,25227931,73362,17,1758683.866572,1759770.237960,21104,9.662022,1470.124256,7200.001401,1769614.96010000002570450306,1762824.27517068991437554359,25452774,78899,10,1759308.609406,1759943.158020,18658,9.359835,3553.031603,7200.000593,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 23:22:04 2023,14407,dc1c,DONE
dcmulti,536,183975.53969317526207305491,185321.35678571424796245992,41,44,41,44,0.205,0.177,0.205,0.177,290,548,49,0.05600,0.49943,78,18,0,0,0,75,473,0.008275,271,529,46,0.05600,0.50000,78,0,0,0,0,74,455,0.009026,0,0,188182.00000000000000000000,188182.00000000000000000000,188182.00000000000000000000,188182.00000000000000000000,188182.00000000000000000000,188182.00000000000000000000,188164.16468108116532675922,188163.65097904254798777401,188164.16468108116532675922,188163.65097904254798777401,188164.16468108116532675922,188163.65097904254798777401,1971,1523,1971,1523,1971,1523,41,44,41,44,41,44,24,21,24,21,24,21,186624.41795834957156330347,186869.70316621763049624860,186624.41795834957156330347,186869.70316621763049624860,186624.41795834957156330347,186869.70316621763049624860,187855.80472344480222091079,187865.36302136405720375478,187855.80472344480222091079,187865.36302136405720375478,187855.80472344480222091079,187865.36302136405720375478,1446,884,1446,884,1446,884,0.175,0.146,0.175,0.146,0.175,0.146,0.198,0.177,0.198,0.177,0.198,0.177,0.205,0.177,0.205,0.177,0.205,0.177,188182.00000000000000000000,188164.16468108116532675922,1971,41,24,186624.417958,187855.804723,1446,0.175344,0.198423,0.205092,188182.00000000000000000000,188163.65097904254798777401,1523,44,21,186869.703166,187865.363021,884,0.146363,0.177267,0.177353,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 01:10:22 2023,0,dcmulti,DONE
decomp1,536,-120.00000000000000000000,-120.00000000000000000000,1,1,1,1,0.300,0.127,0.300,0.127,8357,10735,390,0.11111,0.50000,470,0,0,6,0,10735,0,0.000534,3478,4017,223,0.11111,0.50000,157,0,0,0,1,4016,0,0.001211,0,0,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,6658,4953,6658,4953,6658,4953,1,1,1,1,1,1,1,1,1,1,1,1,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,-120.00000000000000000000,6658,4953,6658,4953,6658,4953,0.238,0.102,0.238,0.102,0.238,0.102,0.299,0.127,0.299,0.127,0.299,0.127,0.300,0.127,0.300,0.127,0.300,0.127,-120.00000000000000000000,-120.00000000000000000000,6658,1,1,-120.000000,-120.000000,6658,0.238269,0.299218,0.300313,-120.00000000000000000000,-120.00000000000000000000,4953,1,1,-120.000000,-120.000000,4953,0.101927,0.126972,0.127291,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 02:19:55 2023,1,decomp1,DONE
decomp2,536,-160.00000000000000000000,-160.00000000000000000000,1,1,1,1,0.868,0.114,0.868,0.114,10765,14387,247,0.11111,0.50000,470,0,0,8,0,14387,0,0.000414,4530,5301,101,0.11111,0.50000,157,0,0,0,1,5300,0,0.000937,0,0,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,22866,6679,22866,6679,22866,6679,1,1,1,1,1,1,5,1,5,1,5,1,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,-160.00000000000000000000,22866,6679,22866,6679,22866,6679,0.723,0.077,0.723,0.077,0.723,0.077,0.867,0.114,0.867,0.114,0.867,0.114,0.868,0.114,0.868,0.114,0.868,0.114,-160.00000000000000000000,-160.00000000000000000000,22866,1,5,-160.000000,-160.000000,22866,0.723220,0.866747,0.867744,-160.00000000000000000000,-160.00000000000000000000,6679,1,1,-160.000000,-160.000000,6679,0.076874,0.113637,0.113836,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 17:03:26 2023,2,decomp2,DONE
dfn-gwin-UUM,536,27467.25723472669778857380,27467.25723472669415059499,78131,100886,78131,100886,194.809,232.767,194.809,232.767,158,938,45,0.01447,0.49437,111,0,1,0,90,0,848,0.017759,156,936,45,0.01447,0.49437,109,0,0,0,90,0,846,0.018005,0,0,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,38752.00000000000000000000,2547937,3083987,2547937,3083987,2547937,3083987,78131,100886,78131,100886,78131,100886,23,21,23,21,23,21,32528.46144870638454449363,32769.66802875477878842503,32528.46144870638454449363,32769.66802875477878842503,32528.46144870638454449363,32769.66802875477878842503,34879.85989151595276780427,34698.37566737506131175905,34879.85989151595276780427,34698.37566737506131175905,34879.85989151595276780427,34698.37566737506131175905,1304,1195,1304,1195,1304,1195,0.201,0.175,0.201,0.175,0.201,0.175,4.481,48.852,4.481,48.852,4.481,48.852,194.809,232.767,194.809,232.767,194.809,232.767,38752.00000000000000000000,38752.00000000000000000000,2547937,78131,23,32528.461449,34879.859892,1304,0.201399,4.480965,194.808862,38752.00000000000000000000,38752.00000000000000000000,3083987,100886,21,32769.668029,34698.375667,1195,0.175265,48.852226,232.767189,#e5b66ee,#d4272be,#8294096,10.02,22.1.1,SUCCESS,Thu Nov  9 00:04:13 2023,428,dfn-gwin-UUM,DONE
