,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,VERSION INFO,,,,,WRAP UP INFO,,,,END
INSTANCE,cutlimit,disj_terms,gomory,mode,partial_bb_strategy,partial_bb_keep_pruned_nodes,partial_bb_num_strong,preprocess,prlp_flip_beta,rounds,strengthen,temp,use_all_ones,use_disj_lb,use_iter_bilinear,use_tight_points,use_tight_rays,use_unit_vectors,verbosity,random_seed,bb_runs,bb_strategy,bb_mode,bb_timelimit,eps,inf,ip_obj,min_orthogonality,partial_bb_timelimit,prlp_timelimit,timelimit,filename,logfile,optfile,solfile,disj_options,LP OBJ,BEST DISJ OBJ,WORST DISJ OBJ,IP OBJ,NUM GMIC,GMIC OBJ,NUM L&PC,L&PC OBJ,NUM VPC,VPC OBJ,VPC+GMIC OBJ,GMIC % GAP CLOSED,L&PC % GAP CLOSED,VPC % GAP CLOSED,GMIC+VPC % GAP CLOSED,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,ROWS,COLS,NUM FRAC,MIN FRACTIONALITY,MAX FRACTIONALITY,EQ ROWS,BOUND ROWS,ASSIGN ROWS,FIXED COLS,GEN INT,BINARY,CONTINUOUS,A-DENSITY,NEW NUM FRAC,NEW MIN FRACTIONALITY,NEW MAX FRACTIONALITY,NEW A-DENSITY,ACTIVE GMIC (gmics),ACTIVE VPC (gmics),ACTIVE GMIC (vpcs),ACTIVE VPC (vpcs),ACTIVE GMIC (all cuts),ACTIVE VPC (all cuts),NUM DISJ TERMS,NUM INTEGER SOL,NUM DISJ,AVG DENSITY PRLP,AVG ROWS PRLP,AVG COLS PRLP,AVG POINTS PRLP,AVG RAYS PRLP,AVG PARTIAL BB EXPLORED NODES,AVG PARTIAL BB PRUNED NODES,AVG PARTIAL BB MIN DEPTH,AVG PARTIAL BB MAX DEPTH,NUM ROUNDS,NUM CUTS,NUM ONE SIDED CUTS,NUM OPTIMALITY CUTS,MIN SUPPORT VPC,MAX SUPPORT VPC,AVG SUPPORT VPC,MIN SUPPORT GOMORY,MAX SUPPORT GOMORY,AVG SUPPORT GOMORY,NUM OBJ,NUM OBJ DUMMY_OBJ,NUM CUTS DUMMY_OBJ,NUM FAILS DUMMY_OBJ,NUM ACTIVE DUMMY_OBJ,NUM OBJ ALL_ONES,NUM CUTS ALL_ONES,NUM FAILS ALL_ONES,NUM ACTIVE ALL_ONES,NUM OBJ CUT_VERTICES,NUM CUTS CUT_VERTICES,NUM FAILS CUT_VERTICES,NUM ACTIVE CUT_VERTICES,NUM OBJ ITER_BILINEAR,NUM CUTS ITER_BILINEAR,NUM FAILS ITER_BILINEAR,NUM ACTIVE ITER_BILINEAR,NUM OBJ UNIT_VECTORS,NUM CUTS UNIT_VECTORS,NUM FAILS UNIT_VECTORS,NUM ACTIVE UNIT_VECTORS,NUM OBJ DISJ_LB,NUM CUTS DISJ_LB,NUM FAILS DISJ_LB,NUM ACTIVE DISJ_LB,NUM OBJ TIGHT_POINTS,NUM CUTS TIGHT_POINTS,NUM FAILS TIGHT_POINTS,NUM ACTIVE TIGHT_POINTS,NUM OBJ TIGHT_RAYS,NUM CUTS TIGHT_RAYS,NUM FAILS TIGHT_RAYS,NUM ACTIVE TIGHT_RAYS,NUM OBJ TIGHT_POINTS2,NUM CUTS TIGHT_POINTS2,NUM FAILS TIGHT_POINTS2,NUM ACTIVE TIGHT_POINTS2,NUM OBJ TIGHT_RAYS2,NUM CUTS TIGHT_RAYS2,NUM FAILS TIGHT_RAYS2,NUM ACTIVE TIGHT_RAYS2,NUM OBJ USER,NUM CUTS USER,NUM FAILS USER,NUM ACTIVE USER,NUM OBJ OBJ_CUT,NUM CUTS OBJ_CUT,NUM FAILS OBJ_CUT,NUM ACTIVE OBJ_CUT,NUM OBJ ONE_SIDED,NUM CUTS ONE_SIDED,NUM FAILS ONE_SIDED,NUM ACTIVE ONE_SIDED,NUM FAILS,ABANDONED,BAD_DYNAMISM,BAD_SUPPORT,BAD_VIOLATION,CUT_LIMIT,DUAL_INFEASIBLE,DUPLICATE_SIC,DUPLICATE_VPC,ITERATION_LIMIT,ORTHOGONALITY_SIC,ORTHOGONALITY_VPC,PRIMAL_INFEASIBLE,TIME_LIMIT,NUMERICAL_ISSUES_WARNING,DLB_EQUALS_DUB_NO_OBJ,DLB_EQUALS_LPOPT_NO_OBJ,PRIMAL_INFEASIBLE_NO_OBJ,NUMERICAL_ISSUES_NO_OBJ,UNKNOWN,FIRST REF OBJ,FIRST REF+V OBJ,BEST REF OBJ,BEST REF+V OBJ,AVG REF OBJ,AVG REF+V OBJ,FIRST REF BOUND,FIRST REF+V BOUND,BEST REF BOUND,BEST REF+V BOUND,AVG REF BOUND,AVG REF+V BOUND,FIRST REF ITERS,FIRST REF+V ITERS,BEST REF ITERS,BEST REF+V ITERS,AVG REF ITERS,AVG REF+V ITERS,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,AVG REF NODES,AVG REF+V NODES,FIRST REF ROOT_PASSES,FIRST REF+V ROOT_PASSES,BEST REF ROOT_PASSES,BEST REF+V ROOT_PASSES,AVG REF ROOT_PASSES,AVG REF+V ROOT_PASSES,FIRST REF FIRST_CUT_PASS,FIRST REF+V FIRST_CUT_PASS,BEST REF FIRST_CUT_PASS,BEST REF+V FIRST_CUT_PASS,AVG REF FIRST_CUT_PASS,AVG REF+V FIRST_CUT_PASS,FIRST REF LAST_CUT_PASS,FIRST REF+V LAST_CUT_PASS,BEST REF LAST_CUT_PASS,BEST REF+V LAST_CUT_PASS,AVG REF LAST_CUT_PASS,AVG REF+V LAST_CUT_PASS,FIRST REF ROOT_ITERS,FIRST REF+V ROOT_ITERS,BEST REF ROOT_ITERS,BEST REF+V ROOT_ITERS,AVG REF ROOT_ITERS,AVG REF+V ROOT_ITERS,FIRST REF ROOT_TIME,FIRST REF+V ROOT_TIME,BEST REF ROOT_TIME,BEST REF+V ROOT_TIME,AVG REF ROOT_TIME,AVG REF+V ROOT_TIME,FIRST REF LAST_SOL_TIME,FIRST REF+V LAST_SOL_TIME,BEST REF LAST_SOL_TIME,BEST REF+V LAST_SOL_TIME,AVG REF LAST_SOL_TIME,AVG REF+V LAST_SOL_TIME,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,AVG REF TIME,AVG REF+V TIME,ALL REF OBJ,ALL REF BOUND,ALL REF ITERS,ALL REF NODES,ALL REF ROOT_PASSES,ALL REF FIRST_CUT_PASS,ALL REF LAST_CUT_PASS,ALL REF ROOT_ITERS,ALL REF ROOT_TIME,ALL REF LAST_SOL_TIME,ALL REF TIME,ALL REF+V OBJ,ALL REF+V BOUND,ALL REF+V ITERS,ALL REF+V NODES,ALL REF+V ROOT_PASSES,ALL REF+V FIRST_CUT_PASS,ALL REF+V LAST_CUT_PASS,ALL REF+V ROOT_ITERS,ALL REF+V ROOT_TIME,ALL REF+V LAST_SOL_TIME,ALL REF+V TIME,INIT_SOLVE_TIME,VPC_GEN_TIME,VPC_APPLY_TIME,BB_TIME,TOTAL_TIME,vpc_version,cbc_version,clp_version,gurobi_version,cplex_version,ExitReason,end_time_string,time elapsed,instname,
22433_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',2.148e+04,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/22433_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/001/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/22433_presolved_gurobi.mst.gz,,21240.52617079889751039445,'-inf','-inf',21477.00000000000000000000,0,,0,,0,,,,,0.000000,,12,0,3,0,0.284,0.000,0.204,0.000,198,232,90,0.02479,0.47383,1,0,0,0,1,231,0,0.069902,90,0.02479,0.47383,0.069902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21477.00000000002546585165,0.00000000000000000000,21477.00000000000000000000,0.00000000000000000000,21477.00000000000363797881,0.00000000000000000000,21477.00000000002546585165,0.00000000000000000000,21477.00000000002546585165,0.00000000000000000000,21476.71428571428987197578,0.00000000000000000000,901,0,745,0,880,0,12,0,3,0,8,0,12,0,9,0,16,0,21329.96258362149455933832,0.00000000000000000000,21356.67743837736634304747,0.00000000000000000000,21333.81437675577399204485,0.00000000000000000000,21396.46607883974502328783,0.00000000000000000000,21445.94230368632634053938,0.00000000000000000000,21413.69367362793491338380,0.00000000000000000000,460,0,460,0,567,0,0.259,0.000,0.193,0.000,0.276,0.000,0.281,0.000,0.174,0.000,0.253,0.000,0.284,0.000,0.204,0.000,0.290,0.000,21477.00000000002546585165;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000727595761;21477.00000000000000000000;21477.00000000000000000000,21477.00000000002546585165;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21477.00000000000727595761;21475.00000000000000000000;21477.00000000000000000000,901;791;775;753;1090;1111;745,12;3;9;5;12;13;5,12;25;9;10;30;18;10,21329.962584;21356.677438;21329.962584;21329.962584;21330.210281;21329.962584;21329.962584,21396.466079;21445.942304;21411.155275;21406.793722;21421.164041;21407.540572;21406.793722,460;720;486;509;739;560;501,0.258858;0.390332;0.235349;0.280190;0.311114;0.264193;0.193202,0.281122;0.258106;0.219399;0.254889;0.294909;0.285514;0.173771,0.283618;0.393686;0.247596;0.290777;0.323129;0.286766;0.204333,,,,,,,,,,,,0.02,0.00,0.00,2.07,2.10,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 13:08:18 2023,2,22433_presolved,DONE
23588_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',8.090e+03,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/23588_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/002/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/23588_presolved_gurobi.mst.gz,,7649.86613382250197901158,'-inf','-inf',8090.00000000000000000000,0,,0,,0,,,,,0.000000,,654,0,654,0,1.574,0.000,0.947,0.000,137,237,75,0.00537,0.48035,6,0,0,0,6,231,0,0.109951,75,0.00537,0.48035,0.109951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090.00000000000090949470,0.00000000000000000000,8089.99999999999909050530,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,8090.00000000000090949470,0.00000000000000000000,8090.00000000000090949470,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,13332,0,12797,0,22339,0,654,0,654,0,882,0,18,0,18,0,21,0,7720.26879400698089739308,0.00000000000000000000,7720.52966527606531599304,0.00000000000000000000,7718.48928842619443457806,0.00000000000000000000,7759.58780604845651396317,0.00000000000000000000,7764.57978600884871411836,0.00000000000000000000,7757.17662478758302313508,0.00000000000000000000,518,0,480,0,530,0,0.739,0.000,0.339,0.000,0.482,0.000,1.280,0.000,0.543,0.000,1.272,0.000,1.574,0.000,0.947,0.000,1.455,0.000,8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000,8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000000000000;8090.00000000000000000000,13332;18165;12797;20154;15099;57755;19073,654;906;668;997;813;1293;844,18;25;21;18;19;22;24,7720.268794;7720.529665;7715.117556;7718.096387;7718.353808;7718.950159;7718.108650,7759.587806;7764.579786;7756.345268;7754.112818;7755.907162;7754.340830;7755.362703,518;595;564;480;520;499;539,0.739196;0.384310;0.598244;0.495583;0.414521;0.339280;0.399957,1.280019;1.129683;1.274739;1.479562;0.839291;2.359684;0.543319,1.574110;1.129899;1.279653;1.497022;0.947274;2.484507;1.274859,,,,,,,,,,,,0.01,0.00,0.00,10.23,10.25,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 13:08:27 2023,11,23588_presolved,DONE
10teams_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',9.240e+02,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/10teams_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/003/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/10teams_presolved_gurobi.mst.gz,,917.00000000000034106051,'-inf','-inf',924.00000000000000000000,0,,0,,0,,,,,0.000000,,1,0,1,0,0.924,0.000,0.924,0.000,210,1600,160,0.00422,0.50000,120,0,0,0,0,1600,0,0.028571,160,0.00422,0.50000,0.028571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.00000000000000000000,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,924.00000000000011368684,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,7695,0,7695,0,36562,0,1,0,1,0,280,0,4,0,4,0,10,0,924.00000000000011368684,0.00000000000000000000,924.00000000000011368684,0.00000000000000000000,923.57142857142855518759,0.00000000000000000000,923.99999999999954525265,0.00000000000000000000,924.00000000000022737368,0.00000000000000000000,923.99999999999965893949,0.00000000000000000000,7695,0,7695,0,12942,0,0.716,0.000,0.716,0.000,1.425,0.000,0.924,0.000,0.924,0.000,5.103,0.000,0.924,0.000,0.924,0.000,5.104,0.000,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000011368684;924.00000000000000000000,924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000011368684;924.00000000000000000000,7695;53735;24898;17989;69351;24487;57779,1;515;226;1;577;123;517,4;11;11;14;9;9;12,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;921.000000,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;924.000000,7695;14735;13163;17989;12441;11155;13419,0.716053;1.816716;1.481970;1.577917;1.247351;1.427417;1.704355,0.923557;7.189183;2.638984;1.580653;12.079485;2.615083;8.690841,0.924367;7.189730;2.639582;1.580973;12.082911;2.615601;8.691431,,,,,,,,,,,,0.11,0.00,0.00,35.78,35.91,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 13:08:52 2023,36,10teams_presolved,DONE
30n20b8_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',3.020e+02,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/30n20b8_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/004/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/30n20b8_presolved_gurobi.mst.gz,,124.12299590476365551694,'-inf','-inf',302.00000000000000000000,0,,0,,0,,,,,0.000000,,536,0,536,0,35.451,0.000,35.451,0.000,387,4191,190,0.00229,0.49776,77,0,0,0,49,4142,0,0.021758,190,0.00229,0.49776,0.021758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.00000000000000000000,0.00000000000000000000,302.00000000000000000000,0.00000000000000000000,302.00000000000000000000,0.00000000000000000000,302.00000000000000000000,0.00000000000000000000,302.00000000000000000000,0.00000000000000000000,302.00000000000000000000,0.00000000000000000000,130461,0,127577,0,190495,0,536,0,536,0,809,0,65,0,54,0,68,0,125.68501542425744332832,0.00000000000000000000,126.19977489217559707413,0.00000000000000000000,125.77096976590505050808,0.00000000000000000000,152.91926762330655265032,0.00000000000000000000,163.98888959880218862963,0.00000000000000000000,154.20206215743965572074,0.00000000000000000000,30574,0,30574,0,36675,0,13.715,0.000,13.715,0.000,16.989,0.000,8.108,0.000,6.352,0.000,18.569,0.000,35.451,0.000,35.451,0.000,53.475,0.000,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,130461;191810;194868;179934;229582;279237;127577,536;812;550;541;598;2072;557,65;54;63;82;81;73;60,125.685015;125.776848;126.199775;125.670005;125.686043;125.664037;125.715065,152.919268;151.000000;151.000000;157.437478;163.988890;151.000000;152.068800,30574;36244;36092;35432;37681;41121;39586,13.714894;15.804346;16.402634;17.455585;17.431260;21.828736;16.283770,8.108062;20.820856;36.919268;9.284037;12.368269;36.131023;6.352014,35.450686;70.135964;54.864979;52.149679;56.217782;67.849672;37.653962,,,,,,,,,,,,0.37,0.00,0.00,374.45,374.86,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 13:14:31 2023,375,30n20b8_presolved,DONE
50v-10_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',3.311e+03,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/50v-10_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/005/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/50v-10_presolved_gurobi.mst.gz,,2879.06568685367255966412,'-inf','-inf',3311.17998399999987668707,0,,0,,0,,,,,0.000000,,509622,0,509622,0,3600.000,0.000,3600.000,0.000,233,2013,29,0.06019,0.48611,50,0,0,0,183,1464,366,0.005853,29,0.06019,0.48611,0.005853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313.17998995067046053009,0.00000000000000000000,3311.17998200248030116200,0.00000000000000000000,3312.14141373180609662086,0.00000000000000000000,3300.48049469502348074457,0.00000000000000000000,3304.62844463862029442680,0.00000000000000000000,3300.94407415920522907982,0.00000000000000000000,25220045,0,24862257,0,27407727,0,509622,0,509622,0,555577,0,21,0,15,0,17,0,3092.18871034302765110624,0.00000000000000000000,3102.04133842080182148493,0.00000000000000000000,3094.51323135271240971633,0.00000000000000000000,3199.38983301993539498653,0.00000000000000000000,3199.38983301993539498653,0.00000000000000000000,3195.24077337903054285562,0.00000000000000000000,1780,0,1341,0,1563,0,0.632,0.000,0.531,0.000,0.586,0.000,1024.452,0.000,990.580,0.000,2104.532,0.000,3600.000,0.000,3600.000,0.000,3600.001,0.000,3313.17998995067046053009;3311.17998412250835826853;3311.17998412251108675264;3311.17998412251608897350;3313.17998755918142705923;3311.17998200248030116200;3313.90998424277313461062,3300.48049469502348074457;3304.62844463862029442680;3303.12958702417563472409;3300.96982440051806406700;3302.28439926783403279842;3299.10506471870030509308;3296.01070436956297271536,25220045;29205970;27140900;28795971;24862257;29001328;27627618,509622;557597;576079;580969;541239;572069;551470,21;16;19;16;18;19;15,3092.188710;3096.024208;3093.867198;3102.041338;3096.284007;3089.964951;3091.222206,3199.389833;3192.055047;3198.196751;3192.240901;3190.264919;3197.891689;3196.646274,1780;1341;1602;1546;1464;1714;1496,0.631798;0.574291;0.622463;0.591080;0.543908;0.607785;0.530568,1024.451780;2345.370827;2730.102476;1607.209291;2659.158673;3374.854520;990.579541,3600.000366;3600.000843;3600.000438;3600.000356;3600.000748;3600.000473;3600.000355,,,,,,,,,,,,0.01,0.00,0.00,25200.74,25200.76,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 20:08:21 2023,25205,50v-10_presolved,DONE
a1c1s1_presolved,-1,00000,0,0,4,0,5,0,0,1,1,0,1,1,1,0,0,0,0,628,7,536,1,3.600e+03,1.000e-07,'inf',1.150e+04,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/a1c1s1_presolved.mps,/home/akazachkov/results/2023-06-15/bb0/006/vpc-bb0.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/instances/solutions/miplib2017/a1c1s1_presolved_gurobi.mst.gz,,4649.66760463325317687122,'-inf','-inf',11503.44412999999985913746,0,,0,,0,,,,,0.000000,,73057,0,32602,0,2520.253,0.000,1039.406,0.000,1876,2489,155,0.00417,0.48525,1075,0,0,0,0,192,2297,0.001553,155,0.00417,0.48525,0.001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11503.44412499998725252226,0.00000000000000000000,11503.44412499998361454345,0.00000000000000000000,11503.44412500000908039510,0.00000000000000000000,11502.32602444283656950574,0.00000000000000000000,11502.60740808084119635168,0.00000000000000000000,11502.39134194342841510661,0.00000000000000000000,8279939,0,3136865,0,5171667,0,73057,0,32602,0,48993,0,23,0,22,0,26,0,7758.70972245220855256775,0.00000000000000000000,7800.93506809664813772542,0.00000000000000000000,7773.92555186297249747440,0.00000000000000000000,10716.40320925492414971814,0.00000000000000000000,10798.14703735433613474015,0.00000000000000000000,10733.16867131453363981564,0.00000000000000000000,5309,0,5309,0,6039,0,2.219,0.000,2.219,0.000,2.778,0.000,2315.804,0.000,80.579,0.000,811.068,0.000,2520.253,0.000,1039.406,0.000,1614.861,0.000,11503.44412499998725252226;11503.44412500000544241630;11503.44412500000180443749;11503.44412500000180443749;11503.44412499998361454345;11503.44412500003818422556;11503.44412500003454624675,11502.32602444283656950574;11502.46686346014757873490;11502.31281457721161132213;11502.31389423599284782540;11502.34179703263907867949;11502.60740808084119635168;11502.37059177432092837989,8279939;3136865;4245629;5437633;7731956;3660458;3709194,73057;32602;42525;48423;70385;40178;35782,23;31;28;28;22;28;25,7758.709722;7798.419284;7776.463295;7800.935068;7773.752123;7757.763802;7751.435569,10716.403209;10798.147037;10772.231863;10709.637997;10728.264919;10671.570211;10735.925462,5309;6728;6324;6557;5423;6227;5708,2.219026;3.161774;2.798947;3.031350;2.529687;3.049871;2.656210,2315.803710;552.904932;80.579046;241.762050;2291.083695;102.137192;93.203132,2520.252502;1039.406039;1286.589841;1669.402899;2394.081655;1227.030253;1167.261447,,,,,,,,,,,,0.04,0.00,0.00,11303.50,11303.56,#444d871,#600f7d1,#5de0d70,10.01,,NO_DISJUNCTION,Thu Jun 15 16:16:41 2023,11305,a1c1s1_presolved,DONE
