,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,,,,,,,,,,VERSION INFO,,,,,,,,WRAP UP INFO,,,,END
INSTANCE,cutlimit,disj_terms,gomory,mode,partial_bb_strategy,partial_bb_keep_pruned_nodes,partial_bb_num_strong,preprocess,prlp_flip_beta,rounds,bb_mode,bb_strategy,bb_runs,random_seed,verbosity,use_unit_vectors,use_tight_rays,use_tight_points,use_iter_bilinear,use_disj_lb,use_all_ones,temp,strengthen,bb_timelimit,eps,inf,ip_obj,min_orthogonality,partial_bb_timelimit,prlp_timelimit,timelimit,filename,logfile,optfile,solfile,disj_options,LP OBJ,BEST DISJ OBJ,WORST DISJ OBJ,IP OBJ,NUM CHANGED ROOT BOUNDS,ROOT OBJ,NUM GMIC,GMIC OBJ,NUM L&PC,L&PC OBJ,NUM VPC,VPC OBJ,VPC+GMIC OBJ,GMIC % GAP CLOSED,L&PC % GAP CLOSED,VPC % GAP CLOSED,GMIC+VPC % GAP CLOSED,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,ROWS,COLS,NUM FRAC,MIN FRACTIONALITY,MAX FRACTIONALITY,EQ ROWS,BOUND ROWS,ASSIGN ROWS,FIXED COLS,GEN INT,BINARY,CONTINUOUS,A-DENSITY,NEW NUM FRAC,NEW MIN FRACTIONALITY,NEW MAX FRACTIONALITY,NEW A-DENSITY,ACTIVE GMIC (gmics),ACTIVE VPC (gmics),ACTIVE GMIC (vpcs),ACTIVE VPC (vpcs),ACTIVE GMIC (all cuts),ACTIVE VPC (all cuts),NUM DISJ TERMS,NUM INTEGER SOL,NUM DISJ,AVG DENSITY PRLP,AVG ROWS PRLP,AVG COLS PRLP,AVG POINTS PRLP,AVG RAYS PRLP,AVG PARTIAL BB EXPLORED NODES,AVG PARTIAL BB PRUNED NODES,AVG PARTIAL BB MIN DEPTH,AVG PARTIAL BB MAX DEPTH,NUM ROUNDS,NUM CUTS,NUM ONE SIDED CUTS,NUM OPTIMALITY CUTS,MIN SUPPORT VPC,MAX SUPPORT VPC,AVG SUPPORT VPC,MIN SUPPORT GOMORY,MAX SUPPORT GOMORY,AVG SUPPORT GOMORY,NUM OBJ,NUM OBJ DUMMY_OBJ,NUM CUTS DUMMY_OBJ,NUM FAILS DUMMY_OBJ,NUM ACTIVE DUMMY_OBJ,NUM OBJ ALL_ONES,NUM CUTS ALL_ONES,NUM FAILS ALL_ONES,NUM ACTIVE ALL_ONES,NUM OBJ CUT_VERTICES,NUM CUTS CUT_VERTICES,NUM FAILS CUT_VERTICES,NUM ACTIVE CUT_VERTICES,NUM OBJ ITER_BILINEAR,NUM CUTS ITER_BILINEAR,NUM FAILS ITER_BILINEAR,NUM ACTIVE ITER_BILINEAR,NUM OBJ UNIT_VECTORS,NUM CUTS UNIT_VECTORS,NUM FAILS UNIT_VECTORS,NUM ACTIVE UNIT_VECTORS,NUM OBJ DISJ_LB,NUM CUTS DISJ_LB,NUM FAILS DISJ_LB,NUM ACTIVE DISJ_LB,NUM OBJ TIGHT_POINTS,NUM CUTS TIGHT_POINTS,NUM FAILS TIGHT_POINTS,NUM ACTIVE TIGHT_POINTS,NUM OBJ TIGHT_RAYS,NUM CUTS TIGHT_RAYS,NUM FAILS TIGHT_RAYS,NUM ACTIVE TIGHT_RAYS,NUM OBJ TIGHT_POINTS2,NUM CUTS TIGHT_POINTS2,NUM FAILS TIGHT_POINTS2,NUM ACTIVE TIGHT_POINTS2,NUM OBJ TIGHT_RAYS2,NUM CUTS TIGHT_RAYS2,NUM FAILS TIGHT_RAYS2,NUM ACTIVE TIGHT_RAYS2,NUM OBJ USER,NUM CUTS USER,NUM FAILS USER,NUM ACTIVE USER,NUM OBJ OBJ_CUT,NUM CUTS OBJ_CUT,NUM FAILS OBJ_CUT,NUM ACTIVE OBJ_CUT,NUM OBJ ONE_SIDED,NUM CUTS ONE_SIDED,NUM FAILS ONE_SIDED,NUM ACTIVE ONE_SIDED,NUM FAILS,ABANDONED,BAD_DYNAMISM,BAD_SUPPORT,BAD_VIOLATION,CUT_LIMIT,DUAL_INFEASIBLE,DUPLICATE_SIC,DUPLICATE_VPC,ITERATION_LIMIT,ORTHOGONALITY_SIC,ORTHOGONALITY_VPC,PRIMAL_INFEASIBLE,TIME_LIMIT,NUMERICAL_ISSUES_WARNING,DLB_EQUALS_DUB_NO_OBJ,DLB_EQUALS_LPOPT_NO_OBJ,PRIMAL_INFEASIBLE_NO_OBJ,NUMERICAL_ISSUES_NO_OBJ,UNKNOWN,FIRST REF OBJ,FIRST REF+V OBJ,BEST REF OBJ,BEST REF+V OBJ,AVG REF OBJ,AVG REF+V OBJ,FIRST REF BOUND,FIRST REF+V BOUND,BEST REF BOUND,BEST REF+V BOUND,AVG REF BOUND,AVG REF+V BOUND,FIRST REF ITERS,FIRST REF+V ITERS,BEST REF ITERS,BEST REF+V ITERS,AVG REF ITERS,AVG REF+V ITERS,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,AVG REF NODES,AVG REF+V NODES,FIRST REF ROOT_PASSES,FIRST REF+V ROOT_PASSES,BEST REF ROOT_PASSES,BEST REF+V ROOT_PASSES,AVG REF ROOT_PASSES,AVG REF+V ROOT_PASSES,FIRST REF FIRST_CUT_PASS,FIRST REF+V FIRST_CUT_PASS,BEST REF FIRST_CUT_PASS,BEST REF+V FIRST_CUT_PASS,AVG REF FIRST_CUT_PASS,AVG REF+V FIRST_CUT_PASS,FIRST REF LAST_CUT_PASS,FIRST REF+V LAST_CUT_PASS,BEST REF LAST_CUT_PASS,BEST REF+V LAST_CUT_PASS,AVG REF LAST_CUT_PASS,AVG REF+V LAST_CUT_PASS,FIRST REF ROOT_ITERS,FIRST REF+V ROOT_ITERS,BEST REF ROOT_ITERS,BEST REF+V ROOT_ITERS,AVG REF ROOT_ITERS,AVG REF+V ROOT_ITERS,FIRST REF ROOT_TIME,FIRST REF+V ROOT_TIME,BEST REF ROOT_TIME,BEST REF+V ROOT_TIME,AVG REF ROOT_TIME,AVG REF+V ROOT_TIME,FIRST REF LAST_SOL_TIME,FIRST REF+V LAST_SOL_TIME,BEST REF LAST_SOL_TIME,BEST REF+V LAST_SOL_TIME,AVG REF LAST_SOL_TIME,AVG REF+V LAST_SOL_TIME,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,AVG REF TIME,AVG REF+V TIME,ALL REF OBJ,ALL REF BOUND,ALL REF ITERS,ALL REF NODES,ALL REF ROOT_PASSES,ALL REF FIRST_CUT_PASS,ALL REF LAST_CUT_PASS,ALL REF ROOT_ITERS,ALL REF ROOT_TIME,ALL REF LAST_SOL_TIME,ALL REF TIME,ALL REF+V OBJ,ALL REF+V BOUND,ALL REF+V ITERS,ALL REF+V NODES,ALL REF+V ROOT_PASSES,ALL REF+V FIRST_CUT_PASS,ALL REF+V LAST_CUT_PASS,ALL REF+V ROOT_ITERS,ALL REF+V ROOT_TIME,ALL REF+V LAST_SOL_TIME,ALL REF+V TIME,INIT_SOLVE_TIME,GOMORY_GEN_TIME,GOMORY_APPLY_TIME,VPC_GEN_TIME,VPC_INIT_SOLVE_TIME,VPC_DISJ_SETUP_TIME,VPC_DISJ_GEN_TIME,VPC_PRLP_SETUP_TIME,VPC_PRLP_SOLVE_TIME,VPC_GEN_CUTS_TIME,VPC_APPLY_TIME,BB_TIME,TOTAL_APPLY_TIME,TOTAL_TIME,vpc_version,cbc_version,clp_version,gurobi_version,cplex_version,hostname,cpu_model,cpu_id,ExitReason,end_time_string,time elapsed,instname,end
22433_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',2.15E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/22433_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/001/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/22433_presolved_gurobi.mst.gz,2;4;8;16;32;64,21240.52617,'inf',21477,21477,0,,90,21288.29876,0,,1,21240.52617,21288.29876,20.20206,,0,20.20206,0,7,0,3,0,0.123,0,0.082,198,232,90,0.02479,0.47383,1,0,0,0,1,231,0,0.069902,90,0.02479,0.47383,0.069572,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,231,231,1,'inf',0,230.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21477,0,21477,0,21477,0,21475,0,21477,0,21476.57143,0,903,0,732,0,888,0,7,0,3,0,8,0,19,0,10,0,15,0,21329.96258,0,21356.68438,0,21335.57514,0,21406.76527,0,21445.7632,0,21413.66146,0,569,0,487,0,569,0,0.116,0,0.077,0,0.101,0,0.123,0,0.077,0,0.101,0,0.123,0,0.082,0,0.108,,,,,,,,,,,,21476.99999999997817212716;21477.00000000000000000000;21477.00000000000000000000;21477.00000000001091393642;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,21475.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21476.00000000000000000000;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,903;732;751;1161;755;882;1035,7;3;9;15;4;11;12,19;19;10;12;13;21;12,21329.962584;21356.684382;21329.962584;21329.962584;21342.528683;21329.962584;21329.962584,21406.765268;21445.763201;21410.660460;21402.397127;21408.316680;21416.310127;21405.417356,569;673;487;547;559;609;541,0.116244;0.109565;0.077411;0.092609;0.088595;0.120441;0.103433,0.122580;0.084453;0.081698;0.102879;0.076555;0.125409;0.112872,0.123004;0.110625;0.082495;0.104786;0.092070;0.126307;0.113262,0,0,0.01,0.19,0,0,0.19,0,0,0,0,0.76,0,0.98,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert0,13th Gen Intel(R) Core(TM) i9-13900K,6,OPTIMAL_SOLUTION_FOUND,Mon Dec  4 11:16:14 2023,1,22433_presolved,DONE
23588_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',8.09E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/23588_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/002/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/23588_presolved_gurobi.mst.gz,2;4;8;16;32;64,7649.866134,7972.973005,8252.286483,8090,0,7965.33331,151,7966,0,,1616,7971.397999,7971.397999,71.826753,,73.053198,73.053198,0,2431,0,1347,0,1.453,0,0.698,137,237,75,0.00537,0.48035,6,0,0,0,6,231,0,0.109951,71,0.01321,0.48777,0.92192,9,0,0,14,0,14,20.5469,0,12,0.110422,5.25E+06,86066.4,23743.7,5.22E+06,1304.88,0,730.879,788.805,2,1616,0,0,235,235,234.809,'inf',0,234.49,1649,0,0,0,0,12,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1637,1610,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,23,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8090,0,8090,0,8090,0,8090,0,8090,0,8090,0,60920,0,31445,0,60987,0,2431,0,1347,0,1858,0,20,0,14,0,15,0,7775.284784,0,7775.284784,0,7774.212372,0,7972,0,7972,0,7971.268534,0,2861,0,1201,0,1769,0,0.263,0,0.149,0,0.189,0,0.843,0,0.535,0,1.047,0,1.453,0,0.698,0,1.31,,,,,,,,,,,,8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000090949470,8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999909050530;8090.00000000000090949470;8090.00000000000090949470,60920;132597;51796;72314;44324;33519;31445,2431;2346;2153;1721;1648;1365;1347,20;17;18;14;14;14;14,7775.284784;7774.078783;7773.564761;7773.850940;7774.084865;7774.190608;7774.431861,7972.000000;7970.000000;7972.000000;7971.219934;7971.219934;7971.219934;7971.219934,2861;2057;2441;1201;1239;1273;1315,0.262744;0.211610;0.238383;0.149479;0.151786;0.150330;0.155208,0.843054;1.674232;0.535073;1.987449;0.873785;0.727951;0.690913,1.453255;1.912989;1.212225;2.229727;0.927447;0.737682;0.697561,0,0.01,0.01,252.76,0,0,19.24,0.03,229.19,229.43,0.18,9.2,0.54,262.55,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert2,13th Gen Intel(R) Core(TM) i9-13900K,12,CUT_LIMIT,Mon Dec  4 18:24:31 2023,263,23588_presolved,DONE
10teams_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',9.24E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/10teams_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/003/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/10teams_presolved_gurobi.mst.gz,2;4;8;16;32;64,917,'inf',930,924,0,917,292,924,0,,614,917.5,924,100,,7.142857,100,0,528,0,1,0,3.115,0,0.54,210,1600,160,0.00422,0.5,120,0,0,0,0,1600,0,0.028571,158,0.00068,0.5,0.503783,7,1,0,103,7,1,20.5469,0,12,0.0566463,2.96E+07,552782,23531.7,2.96E+07,1509.24,0,474.313,1350.31,2,614,0,0,1598,1598,1064.593,'inf',0,1547.818,1795,0,0,0,0,9,0,9,0,0,0,0,0,5,1,4,1,0,0,0,0,1781,613,1168,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,0,44,0,0,0,5,0,1076,4,0,0,0,52,0,0,9,0,1,0,0,924,0,924,0,924,0,924,0,924,0,924,0,68687,0,11569,0,41640,0,528,0,1,0,312,0,9,0,6,0,9,0,924,0,924,0,923.5714286,0,924,0,924,0,924,0,11786,0,11569,0,12406,0,0.607,0,0.493,0,0.623,0,3.115,0,0.54,0,2.035,0,3.115,0,0.54,0,2.035,,,,,,,,,,,,924.00000000000000000000;924.00000000000000000000;923.99999999999954525265;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,924.00000000000000000000;924.00000000000000000000;923.99999999999954525265;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,68687;24187;11569;40410;77722;18103;50807,528;186;1;515;580;77;299,9;9;6;11;11;12;9,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;921.000000,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;924.000000,11786;12023;11569;14256;12405;12847;11957,0.606925;0.629389;0.493318;0.606968;0.713473;0.609829;0.702283,3.114768;1.029089;0.539876;1.451412;5.480919;0.818949;1.811607,3.114999;1.029250;0.540013;1.451543;5.481126;0.819071;1.811770,0.03,0.07,0.19,4113.95,0.06,0,12.69,72.24,3922.88,3925.08,0.45,14.3,0.96,4129.75,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert2,13th Gen Intel(R) Core(TM) i9-13900K,10,TIME_LIMIT,Mon Dec  4 21:51:15 2023,4130,10teams_presolved,DONE
30n20b8_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',3.02E+02,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/30n20b8_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/004/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/30n20b8_presolved_gurobi.mst.gz,2;4;8;16;32;64,124.1229959,'inf',395.6666667,302,0,124.2041599,380,144.0095633,0,,1569,124.2045205,144.0095633,11.179954,,0.045832,11.179954,0,1986,0,539,0,22.476,0,12.032,387,4191,190,0.00229,0.49776,77,0,0,0,49,4142,0,0.021758,205,0.00153,0.49295,0.788841,10,0,0,11,10,0,19.6834,0,12,0.0165327,8.99E+07,1.53E+06,22396.6,8.99E+07,1304.88,8.26282,568.7,1313.14,2,1569,0,0,4142,4142,4098.986,'inf',0,4139.195,1655,0,0,0,0,6,0,6,0,0,0,0,0,6,2,4,0,0,0,0,0,1643,1567,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,9,0,0,0,2,0,8,10,0,0,0,57,236,0,0,0,3,0,0,302,0,302,0,302,0,302,0,302,0,302,0,174839,0,118047,0,151247,0,1986,0,539,0,1697,0,6,0,6,0,15,0,126.2550867,0,126.9472105,0,126.4908727,0,151,0,153.0361092,0,151.2908727,0,8018,0,7783,0,12971,0,1.632,0,1.574,0,2.255,0,9.59,0,2.437,0,7.12,0,22.476,0,12.032,0,19.917,,,,,,,,,,,,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000;302.00000000000000000000,174839;140946;145927;156550;166108;156312;118047,1986;1924;1763;1789;2108;1771;539,6;6;6;7;6;6;71,126.255087;126.487692;126.947210;126.494841;126.500335;126.250295;126.500649,151.000000;151.000000;151.000000;151.000000;151.000000;151.000000;153.036109,8018;8130;8221;7909;7783;8757;41979,1.632107;1.574294;1.650570;1.592623;1.609523;1.707059;6.021206,9.589702;5.291846;6.091028;6.555437;10.668022;9.204877;2.436970,22.476277;19.315350;20.683366;20.214293;23.203611;21.492474;12.032215,0.1,0.7,1.66,6200.41,0.2,0,849.37,276.74,4777.83,4780.56,6.28,139.79,13.09,6357.97,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert4,13th Gen Intel(R) Core(TM) i9-13900K,10,TIME_LIMIT,Mon Dec  4 11:44:44 2023,6358,30n20b8_presolved,DONE
50v-10_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',3.31E+03,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/50v-10_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/005/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/50v-10_presolved_gurobi.mst.gz,2;4;8;16;32;64,2879.065687,2964.89397,3293.639298,3311.179984,0,2928.132596,64,3081.942198,0,,539,2957.899255,3083.307243,46.949734,,18.243684,47.265633,0,1319752,0,507235,0,2876.624,0,1096.498,233,2013,29,0.06019,0.48611,50,0,0,0,183,1464,366,0.005853,42,0.00857,0.4882,0.559982,40,15,0,29,40,17,20.5469,0,12,0.00373556,9.39E+06,634816,23743.7,9.37E+06,1304.88,0,568.7,1212.74,2,539,0,0,46,46,1609.438,'inf',0,571.547,622,0,0,0,0,12,4,8,2,0,0,0,0,6,1,5,1,0,0,0,0,604,534,70,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,5,0,0,0,13,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3311.179974,0,3311.178834,0,3311.179745,0,3310.848866,0,3310.848961,0,3310.357886,0,66556483,0,24423861,0,57607632,0,1319752,0,507235,0,1321042,0,12,0,12,0,14,0,3094.610479,0,3102.945054,0,3095.780739,0,3186.274351,0,3208.481542,0,3196.411757,0,1306,0,1306,0,1480,0,0.226,0,0.216,0,0.234,0,1876.911,0,604.772,0,1982.7,0,2876.624,0,1096.498,0,2462.218,,,,,,,,,,,,3311.17997388893854804337;3311.17883354301829967881;3311.17998171230556181399;3311.17998412251381523674;3311.17998215868647093885;3311.17948326245004864177;3311.17997561040465370752,3310.84886587391247303458;3307.41211209989251074148;3310.84894648316731036175;3310.84888734683181610308;3310.84896077217445053975;3310.84847579553525065421;3310.84895063053181729629,66556483;83730841;24423861;76107059;47270707;60085461;45079018,1319752;2132440;507235;1784481;1098538;1446033;958819,12;16;13;14;14;18;13,3094.610479;3097.072942;3094.506351;3102.945054;3099.065617;3090.512162;3091.752567,3186.274351;3207.289005;3189.635431;3196.527784;3192.142738;3208.481542;3194.531449,1306;1580;1476;1460;1342;1792;1406,0.226242;0.232735;0.215877;0.242822;0.235996;0.259634;0.221810,1876.911230;3469.111502;604.771696;3252.788086;1294.592659;2119.402490;1261.325303,2876.623524;3600.000106;1096.497703;3289.760203;1821.783865;2588.944642;1961.912704,0,0.01,0.01,409.76,0.01,0,4.02,0.1,390.98,391.24,0.29,17236.08,0.62,17646.52,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert4,13th Gen Intel(R) Core(TM) i9-13900K,8,CUT_LIMIT,Mon Dec  4 16:14:53 2023,17647,50v-10_presolved,DONE
a1c1s1_presolved,-2,-1,-1,4,4,0,5,0,0,2,10,536,7,628,0,0,0,0,1,1,1,16,1,3.60E+03,1.00E-07,'inf',1.15E+04,0.00E+00,3.60E+03,-1.00E+00,3.60E+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/a1c1s1_presolved.mps,/home/akazachkov/results/2023-12-04/rounds/006/vpc-rounds.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/a1c1s1_presolved_gurobi.mst.gz,2;4;8;16;32;64,4649.667605,5009.929916,6070.26043,11503.44413,0,4776.24882,306,6394.049155,0,,45,4818.145685,6405.941686,25.451392,,2.458179,25.62491,0,50236,0,38099,0,585.816,0,418.992,1876,2489,155,0.00417,0.48525,1075,0,0,0,0,192,2297,0.001553,153,0.00417,0.49664,0.002229,212,0,5,28,207,5,20.5469,0,12,0.00321082,3.09E+06,523553,23743.7,3.07E+06,1304.88,0,628.39,1018.34,2,45,0,0,5,5,75.733,'inf',0,31.725,115,0,0,0,0,12,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,103,42,61,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,59,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11503.44412,0,11503.44412,0,11503.44413,0,11502.34107,0,11502.47883,0,11502.34907,0,5808690,0,3899426,0,5035792,0,50236,0,38099,0,48365,0,24,0,21,0,24,0,7803.512967,0,7846.85143,0,7819.820044,0,10752.44834,0,10760.83971,0,10726.95751,0,5909,0,5374,0,6024,0,0.911,0,0.765,0,0.9,0,111.39,0,48.099,0,213.859,0,585.816,0,418.992,0,529.772,,,,,,,,,,,,11503.44412499999452847987;11503.44412499999998544808;11503.44412500000908039510;11503.44412500004909816198;11503.44412500001453736331;11503.44412499999816645868;11503.44412499997997656465,11502.34107178234080492985;11502.31237520194190437905;11502.32448046043464273680;11502.33379958872137649450;11502.29476724485903105233;11502.35815207235464185942;11502.47883048473340750206,5808690;5540935;6154769;4329516;3899426;3964371;5552841,50236;52005;65006;40834;38099;42305;50076,24;27;26;26;23;21;24,7803.512967;7846.851430;7823.118340;7846.072469;7818.566237;7802.739497;7797.879372,10752.448340;10701.946208;10760.839715;10714.696486;10735.857715;10693.754261;10729.159869,5909;6184;6419;6694;5875;5374;5715,0.910798;0.925480;0.961862;1.035488;0.862495;0.764737;0.840168,111.390275;81.090043;48.099170;417.959747;187.260976;95.100580;556.111197,585.815723;577.521918;638.560913;464.078481;418.991635;428.449108;594.985613,0.01,0,0.05,18.25,0.02,0,4.14,0.03,1.54,1.84,0.03,3708.45,0.06,3726.89,#4e6eea0,#3253e94,#5a54e9c,10.03,22.1.1,rupert4,13th Gen Intel(R) Core(TM) i9-13900K,8,SUCCESS,Mon Dec  4 11:20:46 2023,3727,a1c1s1_presolved,DONE
