,PARAM INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOUND INFO,,,,,,,,,,,,,GAP INFO,,,,BB INFO,,,,,,,,ORIG PROB,,,,,,,,,,,,,POST-CUT PROB,,,,,,,,,,DISJ INFO,,,,,,,,,,,,CUT INFO,,,,,,,,,,OBJ INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL INFO,,,,,,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME INFO,,,,,,,,,,,,,,VERSION INFO,,,,,,,,WRAP UP INFO,,,,END
INSTANCE,cutlimit,disj_terms,gomory,mode,partial_bb_strategy,partial_bb_keep_pruned_nodes,partial_bb_num_strong,preprocess,prlp_flip_beta,rounds,bb_mode,bb_strategy,bb_runs,random_seed,verbosity,use_unit_vectors,use_tight_rays,use_tight_points,use_iter_bilinear,use_disj_lb,use_all_ones,temp,strengthen,bb_timelimit,max_support_rel,eps,inf,ip_obj,min_orthogonality,partial_bb_timelimit,prlp_timelimit,timelimit,filename,logfile,optfile,solfile,disj_options,LP OBJ,BEST DISJ OBJ,WORST DISJ OBJ,IP OBJ,NUM CHANGED ROOT BOUNDS,ROOT OBJ,NUM GMIC,GMIC OBJ,NUM L&PC,L&PC OBJ,NUM VPC,VPC OBJ,VPC+GMIC OBJ,GMIC % GAP CLOSED,L&PC % GAP CLOSED,VPC % GAP CLOSED,GMIC+VPC % GAP CLOSED,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,ROWS,COLS,NUM FRAC,MIN FRACTIONALITY,MAX FRACTIONALITY,EQ ROWS,BOUND ROWS,ASSIGN ROWS,FIXED COLS,GEN INT,BINARY,CONTINUOUS,A-DENSITY,NEW NUM FRAC,NEW MIN FRACTIONALITY,NEW MAX FRACTIONALITY,NEW A-DENSITY,ACTIVE GMIC (gmics),ACTIVE VPC (gmics),ACTIVE GMIC (vpcs),ACTIVE VPC (vpcs),ACTIVE GMIC (all cuts),ACTIVE VPC (all cuts),NUM DISJ TERMS,NUM INTEGER SOL,NUM DISJ,AVG DENSITY PRLP,AVG ROWS PRLP,AVG COLS PRLP,AVG POINTS PRLP,AVG RAYS PRLP,AVG PARTIAL BB EXPLORED NODES,AVG PARTIAL BB PRUNED NODES,AVG PARTIAL BB MIN DEPTH,AVG PARTIAL BB MAX DEPTH,NUM ROUNDS,NUM CUTS,NUM ONE SIDED CUTS,NUM OPTIMALITY CUTS,MIN SUPPORT VPC,MAX SUPPORT VPC,AVG SUPPORT VPC,MIN SUPPORT GOMORY,MAX SUPPORT GOMORY,AVG SUPPORT GOMORY,NUM OBJ,NUM OBJ DUMMY_OBJ,NUM CUTS DUMMY_OBJ,NUM FAILS DUMMY_OBJ,NUM ACTIVE DUMMY_OBJ,NUM OBJ ALL_ONES,NUM CUTS ALL_ONES,NUM FAILS ALL_ONES,NUM ACTIVE ALL_ONES,NUM OBJ CUT_VERTICES,NUM CUTS CUT_VERTICES,NUM FAILS CUT_VERTICES,NUM ACTIVE CUT_VERTICES,NUM OBJ ITER_BILINEAR,NUM CUTS ITER_BILINEAR,NUM FAILS ITER_BILINEAR,NUM ACTIVE ITER_BILINEAR,NUM OBJ UNIT_VECTORS,NUM CUTS UNIT_VECTORS,NUM FAILS UNIT_VECTORS,NUM ACTIVE UNIT_VECTORS,NUM OBJ DISJ_LB,NUM CUTS DISJ_LB,NUM FAILS DISJ_LB,NUM ACTIVE DISJ_LB,NUM OBJ TIGHT_POINTS,NUM CUTS TIGHT_POINTS,NUM FAILS TIGHT_POINTS,NUM ACTIVE TIGHT_POINTS,NUM OBJ TIGHT_RAYS,NUM CUTS TIGHT_RAYS,NUM FAILS TIGHT_RAYS,NUM ACTIVE TIGHT_RAYS,NUM OBJ TIGHT_POINTS2,NUM CUTS TIGHT_POINTS2,NUM FAILS TIGHT_POINTS2,NUM ACTIVE TIGHT_POINTS2,NUM OBJ TIGHT_RAYS2,NUM CUTS TIGHT_RAYS2,NUM FAILS TIGHT_RAYS2,NUM ACTIVE TIGHT_RAYS2,NUM OBJ USER,NUM CUTS USER,NUM FAILS USER,NUM ACTIVE USER,NUM OBJ OBJ_CUT,NUM CUTS OBJ_CUT,NUM FAILS OBJ_CUT,NUM ACTIVE OBJ_CUT,NUM OBJ ONE_SIDED,NUM CUTS ONE_SIDED,NUM FAILS ONE_SIDED,NUM ACTIVE ONE_SIDED,NUM FAILS,ABANDONED,BAD_DYNAMISM,BAD_SUPPORT,BAD_VIOLATION,CUT_LIMIT,DUAL_INFEASIBLE,DUPLICATE_SIC,DUPLICATE_VPC,ITERATION_LIMIT,ORTHOGONALITY_SIC,ORTHOGONALITY_VPC,PRIMAL_INFEASIBLE,TIME_LIMIT,NUMERICAL_ISSUES_WARNING,DLB_EQUALS_DUB_NO_OBJ,DLB_EQUALS_LPOPT_NO_OBJ,PRIMAL_INFEASIBLE_NO_OBJ,NUMERICAL_ISSUES_NO_OBJ,UNKNOWN,FIRST REF OBJ,FIRST REF+V OBJ,BEST REF OBJ,BEST REF+V OBJ,AVG REF OBJ,AVG REF+V OBJ,FIRST REF BOUND,FIRST REF+V BOUND,BEST REF BOUND,BEST REF+V BOUND,AVG REF BOUND,AVG REF+V BOUND,FIRST REF ITERS,FIRST REF+V ITERS,BEST REF ITERS,BEST REF+V ITERS,AVG REF ITERS,AVG REF+V ITERS,FIRST REF NODES,FIRST REF+V NODES,BEST REF NODES,BEST REF+V NODES,AVG REF NODES,AVG REF+V NODES,FIRST REF ROOT_PASSES,FIRST REF+V ROOT_PASSES,BEST REF ROOT_PASSES,BEST REF+V ROOT_PASSES,AVG REF ROOT_PASSES,AVG REF+V ROOT_PASSES,FIRST REF FIRST_CUT_PASS,FIRST REF+V FIRST_CUT_PASS,BEST REF FIRST_CUT_PASS,BEST REF+V FIRST_CUT_PASS,AVG REF FIRST_CUT_PASS,AVG REF+V FIRST_CUT_PASS,FIRST REF LAST_CUT_PASS,FIRST REF+V LAST_CUT_PASS,BEST REF LAST_CUT_PASS,BEST REF+V LAST_CUT_PASS,AVG REF LAST_CUT_PASS,AVG REF+V LAST_CUT_PASS,FIRST REF ROOT_ITERS,FIRST REF+V ROOT_ITERS,BEST REF ROOT_ITERS,BEST REF+V ROOT_ITERS,AVG REF ROOT_ITERS,AVG REF+V ROOT_ITERS,FIRST REF ROOT_TIME,FIRST REF+V ROOT_TIME,BEST REF ROOT_TIME,BEST REF+V ROOT_TIME,AVG REF ROOT_TIME,AVG REF+V ROOT_TIME,FIRST REF LAST_SOL_TIME,FIRST REF+V LAST_SOL_TIME,BEST REF LAST_SOL_TIME,BEST REF+V LAST_SOL_TIME,AVG REF LAST_SOL_TIME,AVG REF+V LAST_SOL_TIME,FIRST REF TIME,FIRST REF+V TIME,BEST REF TIME,BEST REF+V TIME,AVG REF TIME,AVG REF+V TIME,ALL REF OBJ,ALL REF BOUND,ALL REF ITERS,ALL REF NODES,ALL REF ROOT_PASSES,ALL REF FIRST_CUT_PASS,ALL REF LAST_CUT_PASS,ALL REF ROOT_ITERS,ALL REF ROOT_TIME,ALL REF LAST_SOL_TIME,ALL REF TIME,ALL REF+V OBJ,ALL REF+V BOUND,ALL REF+V ITERS,ALL REF+V NODES,ALL REF+V ROOT_PASSES,ALL REF+V FIRST_CUT_PASS,ALL REF+V LAST_CUT_PASS,ALL REF+V ROOT_ITERS,ALL REF+V ROOT_TIME,ALL REF+V LAST_SOL_TIME,ALL REF+V TIME,INIT_SOLVE_TIME,GOMORY_GEN_TIME,GOMORY_APPLY_TIME,VPC_GEN_TIME,VPC_INIT_SOLVE_TIME,VPC_DISJ_SETUP_TIME,VPC_DISJ_GEN_TIME,VPC_PRLP_SETUP_TIME,VPC_PRLP_SOLVE_TIME,VPC_GEN_CUTS_TIME,VPC_APPLY_TIME,BB_TIME,TOTAL_APPLY_TIME,TOTAL_TIME,vpc_version,cbc_version,clp_version,gurobi_version,cplex_version,hostname,cpu_model,cpu_id,ExitReason,end_time_string,time elapsed,instname,end
22433_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',2.148e+04,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/22433_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/001/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/22433_presolved_gurobi.mst.gz,2;4;8;16;32;64,21240.52617079889751039445,'inf',21477.00000000000000000000,21477.00000000000000000000,0,,90,21288.29875547550182091072,0,,1,21240.52617079891206230968,21288.29875547550909686834,20.202060,,0.000000,20.202060,0,7,0,3,0.000,0.123,0.000,0.083,198,232,90,0.02479,0.47383,1,0,0,0,1,231,0,0.069902,90,0.02479,0.47383,0.069572,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,231,231,1.000,'inf',0,230.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,21476.99999999997817212716,0.00000000000000000000,21476.99999999997817212716,0.00000000000000000000,21476.99999999999636202119,0.00000000000000000000,21475.00000000000000000000,0.00000000000000000000,21477.00000000000000000000,0.00000000000000000000,21476.57142857142753200606,0,903,0,732,0,888,0,7,0,3,0,8,0,19,0,10,0,15,0.00000000000000000000,21329.96258362149455933832,0.00000000000000000000,21356.68438216088907211088,0.00000000000000000000,21335.57514048348821233958,0.00000000000000000000,21406.76526834439937374555,0.00000000000000000000,21445.76320058076453278773,0.00000000000000000000,21413.66145958738707122393,0,569,0,487,0,569,0.000,0.116,0.000,0.078,0.000,0.102,0.000,0.122,0.000,0.077,0.000,0.102,0.000,0.123,0.000,0.083,0.000,0.108,,,,,,,,,,,,21476.99999999997817212716;21477.00000000000000000000;21477.00000000000000000000;21477.00000000001091393642;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,21475.00000000000000000000;21477.00000000000000000000;21477.00000000000000000000;21476.00000000000000000000;21476.99999999999272404239;21476.99999999999636202119;21477.00000000000000000000,903;732;751;1161;755;882;1035,7;3;9;15;4;11;12,19;19;10;12;13;21;12,21329.962584;21356.684382;21329.962584;21329.962584;21342.528683;21329.962584;21329.962584,21406.765268;21445.763201;21410.660460;21402.397127;21408.316680;21416.310127;21405.417356,569;673;487;547;559;609;541,0.115869;0.109668;0.077570;0.093052;0.089285;0.122460;0.104553,0.122163;0.084516;0.081837;0.103424;0.077214;0.127488;0.113888,0.122556;0.110738;0.082630;0.105308;0.092754;0.128385;0.114257,0.00,0.00,0.01,0.19,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.77,0.00,0.98,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert5,13th Gen Intel(R) Core(TM) i9-13900K,14,OPTIMAL_SOLUTION_FOUND,Tue Dec 12 02:42:41 2023,1,22433_presolved,DONE
23588_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',8.090e+03,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/23588_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/002/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/23588_presolved_gurobi.mst.gz,2;4;8;16;32;64,7649.86613382250197901158,7967.56521390423586126417,8252.28648285137933271471,8090.00000000000000000000,0,7649.86613382250197901158,75,7675.27431627028636285104,0,,771,7965.33330970129372872179,7965.33330970129372872179,5.772831,,71.675279,71.675279,0,2160,0,1467,0.000,0.895,0.000,0.692,137,237,75,0.00537,0.48035,6,0,0,0,6,231,0,0.109951,76,0.00923,0.48179,0.857065,15,0,0,11,0,11,18.19,0,6,0.0737478,104583,1715.44,473.225,104109,26.0293,0,14.5949,15.706,1,771,0,0,234,234,234.588,'inf',0,233.973,787,0,0,0,0,6,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,780,765,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,8089.99999999999818101060,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,8090.00000000000000000000,0.00000000000000000000,8090.00000000000000000000,0,49081,0,31811,0,39116,0,2160,0,1467,0,1690,0,13,0,13,0,13,0.00000000000000000000,7775.28478371228538890136,0.00000000000000000000,7775.28478371228538890136,0.00000000000000000000,7774.21237152569392492296,0.00000000000000000000,7965.37032989893486956134,0.00000000000000000000,7965.84086957269937556703,0.00000000000000000000,7965.44537166418194829021,0,931,0,911,0,962,0.000,0.111,0.000,0.111,0.000,0.121,0.000,0.891,0.000,0.269,0.000,0.593,0.000,0.895,0.000,0.692,0.000,0.809,,,,,,,,,,,,8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999818101060,8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8090.00000000000000000000;8089.99999999999818101060,49081;47514;32300;35964;35347;31811;41795,2160;1899;1533;1467;1484;1470;1822,13;15;15;13;13;13;13,7775.284784;7774.078783;7773.564761;7773.850940;7774.084865;7774.190608;7774.431861,7965.370330;7964.891629;7965.840870;7965.503693;7965.503693;7965.503693;7965.503693,931;960;1063;931;911;971;969,0.110522;0.118847;0.151822;0.115249;0.114816;0.120729;0.117171,0.891247;0.268605;0.423808;0.719363;0.451542;0.642485;0.756056,0.895478;0.988930;0.691877;0.775043;0.760251;0.698010;0.849920,0.00,0.00,0.01,84.98,0.00,0.00,0.74,0.01,83.19,83.27,0.06,5.68,0.20,90.88,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert2,13th Gen Intel(R) Core(TM) i9-13900K,10,CUT_LIMIT,Tue Dec 12 00:29:14 2023,91,23588_presolved,DONE
10teams_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',9.240e+02,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/10teams_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/003/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/10teams_presolved_gurobi.mst.gz,2;4;8;16;32;64,917.00000000000034106051,'inf',929.99999999999909050530,924.00000000000000000000,0,917.00000000000034106051,4,923.99999999985823251336,0,,155,916.99999960978539093048,923.99999999985891463439,100.000000,,-0.000006,100.000000,0,1,0,1,0.000,0.361,0.000,0.361,210,1600,160,0.00422,0.50000,120,0,0,0,0,1600,0,0.028571,159,0.00046,0.50000,0.078783,2,1,0,42,2,1,18.19,0,6,0.041311,170013,11017.3,118.306,169895,30.1104,0,9.45355,26.9114,1,155,0,0,148,148,234.897,'inf',0,130.750,920,0,0,0,0,4,0,4,0,0,0,0,0,4,1,3,0,0,0,0,0,912,154,758,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,1,0,0,2,0,468,0,0,0,0,294,0,0,4,0,0,0,0.00000000000000000000,924.00000000000011368684,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,924.00000000000000000000,0.00000000000000000000,924.00000000000011368684,0.00000000000000000000,924.00000000000011368684,0.00000000000000000000,924.00000000000000000000,0,9383,0,9383,0,23305,0,1,0,1,0,105,0,4,0,4,0,8,0.00000000000000000000,923.99999999999943156581,0.00000000000000000000,924.00000000000068212103,0.00000000000000000000,923.57142857142855518759,0.00000000000000000000,924.00000000000022737368,0.00000000000000000000,924.00000000000045474735,0.00000000000000000000,924.00000000000011368684,0,9383,0,9383,0,13952,0.000,0.338,0.000,0.338,0.000,0.523,0.000,0.361,0.000,0.361,0.000,1.059,0.000,0.361,0.000,0.361,0.000,1.059,,,,,,,,,,,,924.00000000000011368684;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,924.00000000000011368684;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000;924.00000000000000000000,9383;64629;12797;17536;16487;21544;20763,1;528;1;25;1;24;159,4;10;5;10;9;13;10,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;921.000000,924.000000;924.000000;924.000000;924.000000;924.000000;924.000000;924.000000,9383;13168;12797;14851;16487;18893;12091,0.338127;0.571459;0.372750;0.567732;0.581242;0.700485;0.526840,0.360642;3.544015;0.412293;0.718824;0.674162;0.851484;0.854180,0.360773;3.544213;0.412401;0.718929;0.674265;0.851596;0.854295,0.03,0.00,0.01,3600.15,0.03,0.00,4.26,3.87,3582.42,3583.15,0.02,7.43,0.04,3607.68,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert0,13th Gen Intel(R) Core(TM) i9-13900K,2,TIME_LIMIT,Mon Dec 11 22:57:22 2023,3608,10teams_presolved,DONE
30n20b8_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',3.020e+02,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/30n20b8_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/004/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/30n20b8_presolved_gurobi.mst.gz,2;4;8;16;32;64,124.12299590476365551694,126.90609827505836904038,395.66666666666645824080,302.00000000000000000000,0,124.12299590476365551694,0,,0,,0,,124.12299590476365551694,0.000000,,0.000000,0.000000,0,0,0,0,0.000,0.000,0.000,0.000,387,4191,190,0.00229,0.49776,77,0,0,0,49,4142,0,0.021758,190,0.00229,0.49776,0.021758,0,0,0,0,0,0,17.2965,0,6,0.0145303,1.81072e+06,30419.5,451.043,1.81027e+06,26.0293,0.166667,11.3364,26.196,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,38,0,0,1,0,1,5,0,0,0,15,236,0,0,0,3,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.10,0.01,0.00,620.18,0.10,0.00,15.87,214.88,150.40,150.95,0.00,0.00,0.00,620.35,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert1,13th Gen Intel(R) Core(TM) i9-13900K,2,PRLP_TIME_LIMIT,Tue Dec 12 04:18:28 2023,620,30n20b8_presolved,DONE
50v-10_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',3.311e+03,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/50v-10_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/005/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/50v-10_presolved_gurobi.mst.gz,2;4;8;16;32;64,2879.06568685367255966412,2956.88165393913186562713,3293.63929838852664033766,3311.17998399999987668707,0,2879.06568685367255966412,29,3076.77351818679244388477,0,,50,2895.30943857492093229666,3077.07421619601200291072,45.753596,,3.759133,45.823184,0,1898126,0,1053534,0.000,3177.954,0.000,2018.877,233,2013,29,0.06019,0.48611,50,0,0,0,183,1464,366,0.005853,29,0.06019,0.48611,0.041372,27,15,0,50,27,16,18.19,0,6,0.00165971,183012,12644,473.225,182539,26.0293,0,11.3364,24.196,1,50,0,0,46,46,416.480,'inf',0,196.655,153,0,0,0,0,6,2,4,2,0,0,0,0,6,1,5,1,0,0,0,0,141,47,94,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,59,0,0,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,3311.17995083068353778799,0.00000000000000000000,3311.17986198730523028644,0.00000000000000000000,3311.17995134604188933736,0.00000000000000000000,3310.84885821721081811120,0.00000000000000000000,3310.84890439552782481769,0.00000000000000000000,3310.84885634516831487417,0,84338699,0,51304716,0,67773045,0,1898126,0,1053534,0,1471753,0,12,0,12,0,14,0.00000000000000000000,3094.61047932622295775218,0.00000000000000000000,3102.94505355771707399981,0.00000000000000000000,3095.78073888909830202465,0.00000000000000000000,3190.49935934336417631130,0.00000000000000000000,3211.66588512171438196674,0.00000000000000000000,3198.72415654778342286590,0,1385,0,1385,0,1574,0.000,0.158,0.000,0.148,0.000,0.173,0.000,2569.733,0.000,846.947,0.000,1554.839,0.000,3177.954,0.000,2018.877,0.000,2672.290,,,,,,,,,,,,3311.17995083068353778799;3311.17997314698004629463;3311.17986198730523028644;3311.17997942407828304567;3311.17998412251472473145;3311.17994090193042211467;3311.17996900880598332151,3310.84885821721081811120;3310.84890439552782481769;3310.84874738281996542355;3310.84887683056422247319;3310.84889056476231417037;3310.84885289484782333602;3310.84886413044750952395,84338699;78320295;62979788;71205606;70856763;55405451;51304716,1898126;1620528;1236929;1625394;1503058;1364702;1053534,12;16;13;13;16;18;13,3094.610479;3097.072942;3094.506351;3102.945054;3099.065617;3090.512162;3091.752567,3190.499359;3202.312719;3189.635431;3196.527784;3205.376878;3211.665885;3195.051038,1385;1590;1436;1454;1841;1877;1438,0.158453;0.176435;0.177876;0.195290;0.167320;0.188961;0.147912,2569.732823;846.946855;1631.349700;1889.461460;1363.193738;1599.405460;983.783241,3177.954008;3463.126695;2703.929432;2702.458468;2443.460275;2196.224680;2018.877215,0.00,0.00,0.00,9.15,0.00,0.00,0.42,0.03,3.32,3.38,0.00,18705.62,0.01,18714.80,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert2,13th Gen Intel(R) Core(TM) i9-13900K,2,FAIL_LIMIT,Tue Dec 12 04:45:43 2023,18715,50v-10_presolved,DONE
a1c1s1_presolved,-2,00000,-1,4,4,0,5,0,0,1,10,536,7,628,0,0,0,0,1,1,1,0,1,3.600e+03,2.500e-01,1.000e-07,'inf',1.150e+04,0.000e+00,3.600e+03,-1.000e+00,3.600e+03,/home/akazachkov/instances/presolved_gurobi/miplib2017/a1c1s1_presolved.mps,/home/akazachkov/results/2023-12-11/sparse/006/vpc-sparse.csv,/home/akazachkov/repos/vpc/data/ip_obj.csv,/home/akazachkov/solutions/miplib2017/a1c1s1_presolved_gurobi.mst.gz,2;4;8;16;32;64,4649.66760463325317687122,4985.20186177879349997966,5582.89720283713722892571,11503.44412999999985913746,0,4649.66760463325317687122,154,6370.34373053304989298340,0,,22,4776.24882016313313215505,6393.10414976651100005256,25.105518,,1.846883,25.437604,0,62100,0,44500,0.000,651.992,0.000,518.819,1876,2489,155,0.00417,0.48525,1075,0,0,0,0,192,2297,0.001553,153,0.00417,0.45161,0.001772,105,1,2,21,104,3,18.19,0,6,0.0026007,61445.3,10433.1,473.225,60972.1,26.0293,0,12.5355,20.3024,1,22,0,0,5,5,51.045,'inf',0,27.247,40,0,0,0,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,34,19,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,11503.44412499998725252226,0.00000000000000000000,11503.44411435942311072722,0.00000000000000000000,11503.44412209248002909590,0.00000000000000000000,11502.31798698198690544814,0.00000000000000000000,11502.35729871382500277832,0.00000000000000000000,11502.32476586323355149943,0,6430665,0,5123369,0,5683450,0,62100,0,44500,0,51472,0,27,0,22,0,25,0.00000000000000000000,7803.51296670558713231003,0.00000000000000000000,7846.85142966638886719011,0.00000000000000000000,7819.82004439222237124341,0.00000000000000000000,10759.00752504603951820172,0.00000000000000000000,10774.29740066742124326993,0.00000000000000000000,10725.21127417538809822872,0,5686,0,5461,0,5913,0.000,0.867,0.000,0.802,0.000,0.890,0.000,613.963,0.000,53.602,0.000,362.588,0.000,651.992,0.000,518.819,0.000,584.291,,,,,,,,,,,,11503.44412499998725252226;11503.44412243094484438188;11503.44412027492580818944;11503.44412499999089050107;11503.44411435942311072722;11503.44412258210650179535;11503.44412499999270949047,11502.31798698198690544814;11502.32036978750875277910;11502.35729871382500277832;11502.32655818702187389135;11502.30266753130490542389;11502.35377009528747294098;11502.29470974570904218126,6430665;5239679;5123369;5679715;6160760;5256939;5893026,62100;51654;49067;50284;49242;44500;53462,27;27;26;26;27;22;23,7803.512967;7846.851430;7823.118340;7846.072469;7818.566237;7802.739497;7797.879372,10759.007525;10734.578780;10774.297401;10686.790303;10697.560331;10690.875485;10733.369094,5686;6342;5995;6147;6185;5461;5580,0.867070;0.954430;0.919090;0.907437;0.950477;0.829334;0.801943,613.962503;270.637860;281.147132;53.602279;641.819501;105.724392;571.222591,651.991698;525.308966;518.818725;598.852891;648.509945;558.158128;588.394211,0.01,0.00,0.05,9.02,0.01,0.00,1.90,0.01,0.88,1.03,0.01,4089.67,0.02,4098.83,#df4b353,#3253e94,#5a54e9c,10.03,22.1.1,rupert4,13th Gen Intel(R) Core(TM) i9-13900K,4,SUCCESS,Tue Dec 12 05:23:40 2023,4099,a1c1s1_presolved,DONE
