bell5_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,8951799.92812973260879516602,8951799.92812973260879516602,8951799.92812973260879516602,0,0.000000,0.000722,0,0.000000,0.000722,
1,8953821.66736270114779472351,8953946.13115416467189788818,8954868.52740129455924034119,10,0.00013799999999999999,0.00047199999999999998,7,0.00768399999999999986,0.00021200000000000000,
2,8955091.34665835835039615631,8955002.90281452052295207977,8955695.82926256209611892700,7,0.00008999999999999999,0.00033299999999999996,8,0.00932099999999999942,0.00030500000000000004,
3,8955432.39180429466068744659,8955617.46906881779432296753,8955933.60621865652501583099,10,0.00016600000000000000,0.00036800000000000005,8,0.01283699999999999772,0.00055300000000000011,
4,8955875.92660540156066417694,8955637.03133912384510040283,8955978.75223590061068534851,6,0.00014899999999999999,0.00056099999999999987,8,0.01262899999999999787,0.00036699999999999970,
5,8955958.20541862398386001587,8955699.46166282147169113159,8956037.80302122607827186584,7,0.00016899999999999999,0.00042600000000000016,8,0.01307000000000000522,0.00041100000000000077,
6,8956090.79723589681088924408,8955900.03062244318425655365,8956242.05903621390461921692,8,0.00019899999999999996,0.00044199999999999968,9,0.01398499999999999049,0.00048600000000000032,
7,8956145.53349178470671176910,8956082.91374170966446399689,8956371.37949602864682674408,10,0.00026800000000000001,0.00052400000000000016,10,0.01544300000000001227,0.00061899999999999976,
8,8956272.76682742498815059662,8956137.79534360021352767944,8956433.77077525667846202850,11,0.00028300000000000005,0.00060500000000000007,10,0.02094299999999998940,0.00085200000000000033,
9,8956298.48208159022033214569,8956260.55235268734395503998,8956576.08684194087982177734,9,0.00025000000000000001,0.00055799999999999947,9,0.01953800000000001369,0.00088699999999999890,
10,8956639.11824022978544235229,8956490.98218762688338756561,8956811.70025703310966491699,10,0.00030800000000000011,0.00074900000000000053,9,0.02544799999999999840,0.00082300000000000081,
11,8956998.31034878641366958618,8956503.51241867989301681519,8957438.42271231673657894135,10,0.00028799999999999963,0.00071799999999999989,9,0.02082699999999998441,0.00080599999999999769,
12,8957080.81500855460762977600,8957121.14656100049614906311,8957741.64733783155679702759,8,0.00030999999999999995,0.00086099999999999979,9,0.02144999999999999685,0.00135699999999999710,
13,8957729.91801504977047443390,8957522.12101952359080314636,8958227.92480041645467281342,10,0.00031900000000000027,0.00087600000000000004,9,0.03411400000000000543,0.00144099999999999784,
14,8958246.00517760589718818665,8958010.49985566362738609314,8958452.63677966780960559845,9,0.00036399999999999974,0.00110799999999999961,9,0.02518600000000001393,0.00106699999999999851,
15,8958444.72988102212548255920,8958010.49985566362738609314,8958516.66018001548945903778,13,0.00057400000000000029,0.00096399999999999958,13,0.02845399999999997931,0.00049799999999999844,
16,8958467.07237453199923038483,8958070.46513579972088336945,8958550.19293501600623130798,12,0.00048299999999999992,0.00107900000000000010,11,0.04694700000000001650,0.00076199999999999879,
17,8958479.43737843073904514313,8958900.74658006802201271057,8959481.02622453309595584869,11,0.00045699999999999994,0.00130000000000000081,6,0.06047999999999997822,0.00204999999999999627,
18,8959349.59484034031629562378,8959264.14949283003807067871,8959835.85526703298091888428,10,0.00047200000000000020,0.00221099999999999942,8,0.03904299999999999438,0.00118699999999999362,
19,8959471.01804209128022193909,8959386.97423872724175453186,8960014.76114011369645595551,8,0.00043099999999999996,0.00090900000000000009,10,0.03471099999999999186,0.00147600000000000509,
20,8959674.92425089143216609955,8959386.97423872910439968109,8960028.13923235796391963959,10,0.00054799999999999988,0.00113700000000000086,11,0.05155599999999999072,0.00072700000000000542,
21,8959982.91261500865221023560,8959387.45198011025786399841,8960087.13498809561133384705,9,0.00059299999999999978,0.00144899999999999890,4,0.06588899999999997537,0.00099100000000000577,
22,8959997.51066480576992034912,8959406.09941830858588218689,8960145.74865321256220340729,9,0.00049800000000000018,0.00097099999999999964,10,0.06988400000000005718,0.00171200000000000518,
23,8960012.01717671751976013184,8959492.93245655484497547150,8960171.40288699790835380554,10,0.00068599999999999998,0.00117400000000000143,12,0.05260699999999995935,0.00151000000000001133,
24,8960170.61500039324164390564,8959591.10116494819521903992,8960184.15925476141273975372,12,0.00076599999999999932,0.00187799999999999773,13,0.06782699999999997065,0.00151400000000000146,
25,8960183.97897591069340705872,8959668.55485744774341583252,8960185.82622490078210830688,11,0.00070399999999999976,0.00134899999999999951,12,0.06854400000000004933,0.00203599999999999615,
26,8960186.98581397533416748047,8959692.04472076147794723511,8960187.74735523574054241180,11,0.00059500000000000004,0.00192100000000000257,11,0.06486499999999995048,0.00159600000000001407,
27,8960188.68686873279511928558,8959809.90976119413971900940,8960289.56083750538527965546,10,0.00063400000000000088,0.00212599999999999942,13,0.11006899999999997242,0.00321899999999999964,
28,8960255.25217964500188827515,8959838.71396103873848915100,8960329.25486045144498348236,11,0.00081400000000000049,0.00244600000000000026,10,0.08482900000000004326,0.00175000000000000155,
