bm23,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000614,0,0.000000,0.000614,
1,22.82830191756425719518,23.84116829644024093682,24.08911717953996145525,6,0.00025999999999999998,0.00058500000000000002,6,0.02579299999999999995,0.00042400000000000001,
2,23.98763621551104918694,24.49273372217542643625,24.50190443225122294280,6,0.00011200000000000001,0.00054200000000000006,7,0.02557099999999999998,0.00063699999999999998,
3,24.48237089638753971599,24.62144461042436560660,24.76971033516988285328,9,0.00016099999999999996,0.00037399999999999998,9,0.03100800000000000084,0.00055899999999999960,
4,24.84520119782682812115,24.85656740872520131802,24.92579408235967264318,11,0.00025700000000000007,0.00033299999999999996,11,0.05091999999999999305,0.00078299999999999984,
5,24.93351249606125819014,25.34629003605363450902,25.36594386135567091856,11,0.00019799999999999993,0.00055299999999999989,12,0.05444699999999999540,0.00077699999999999905,
6,25.29424242114627929823,25.64925877716336799494,25.64925877716336444223,16,0.00048900000000000007,0.00083599999999999994,13,0.05390700000000001046,0.00086299999999999918,
7,25.58629054864284668724,25.72406984944342767108,25.75640561280179596793,12,0.00042299999999999998,0.00255099999999999988,13,0.06620299999999998408,0.00113599999999999986,
8,25.75323682370959943455,25.79200627581970550750,25.84164821964523284237,11,0.00035399999999999993,0.00090499999999999955,10,0.07615300000000002623,0.00115999999999999784,
9,25.85530080661158791600,25.96268321313294435981,25.98796139953746830997,9,0.00020300000000000006,0.00074700000000000027,13,0.08278099999999999348,0.00153499999999999817,
10,25.98812655927249792853,26.17700423300464507292,26.17700423300464862564,10,0.00022199999999999998,0.00056200000000000087,10,0.08018500000000000627,0.00127000000000000376,
11,26.18542363119262361693,26.30129846660585357654,26.30129846660585002383,12,0.00134899999999999951,0.00208999999999999984,11,0.06776699999999991064,0.00092699999999999727,
12,26.32537492234907716693,26.35251581681196597629,26.36611170320589891958,9,0.00024600000000000056,0.00077299999999999938,9,0.07743200000000005634,0.00079200000000000104,
13,26.35740834802556520344,26.38388126381069298532,26.40045364776214498193,8,0.00039499999999999952,0.00079900000000000110,10,0.09806999999999999051,0.00138499999999999734,
14,26.41334309516259182260,26.44495245038530129023,26.44862049623531774500,9,0.00031600000000000031,0.00118199999999999902,12,0.09673200000000004017,0.00154200000000000170,
15,26.42620100741523359034,26.45661034864632910057,26.46477038294554873232,11,0.00039099999999999985,0.00090000000000000149,10,0.13338700000000003332,0.00094600000000000239,
16,26.43100556758158248272,26.50853377229101326407,26.51789238119039282537,11,0.00031400000000000004,0.00055999999999999973,15,0.13743799999999994910,0.00140299999999998759,
17,26.50092295508889961297,26.54192671072280873545,26.55249014304940757825,15,0.00049200000000000025,0.00122099999999999986,14,0.16812399999999994016,0.00157200000000000395,
18,26.53588243313954819769,26.63339850118200757834,26.63339850118200757834,14,0.00053299999999999962,0.00113000000000000080,17,0.18494399999999999729,0.00228799999999999837,
19,26.60633950693461358128,26.64479425190891959119,26.65170021264038169306,14,0.00054199999999999995,0.00389300000000000063,15,0.18960700000000008103,0.00153699999999999670,
20,26.63384021654158573256,26.69432697481929039895,26.69439047246338603259,17,0.00055100000000000027,0.00097899999999999723,16,0.24809799999999992970,0.00302900000000000391,
21,26.67954022501777799903,26.72187274083603014674,26.72187274083603014674,18,0.00056099999999999987,0.00151099999999999846,17,0.25540600000000002190,0.00349900000000000211,
22,26.70861953643402131320,26.80467883561007624849,26.80467883561007269577,16,0.00068299999999999958,0.00175699999999999815,17,0.25079399999999996140,0.00308200000000000141,
23,26.77703049123950052035,26.81570180080363385855,26.82273533951354949068,13,0.00080099999999999963,0.00243800000000000266,12,0.22398300000000004317,0.00176299999999998680,
24,26.81682724958431762730,26.85566491303778846600,26.85908576744441234041,10,0.00051000000000000004,0.00121600000000000180,10,0.29098599999999974486,0.00375500000000000833,
