bm23,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000662,0,0.000000,0.000662,
1,22.82830191756425719518,23.21906912736375261375,23.24417385436614935657,6,0.00019999999999999998,0.00056699999999999990,6,0.01174899999999999903,0.00039099999999999996,
2,23.32083844795815252837,23.51208010089759881112,23.51524554312851122972,7,0.00010700000000000000,0.00050999999999999982,6,0.01342600000000000043,0.00066699999999999984,
3,23.55998336026960515710,23.57144349300588004326,23.63071038704515558493,7,0.00011400000000000001,0.00032799999999999995,10,0.01263200000000000087,0.00026299999999999978,
4,23.71649205064348464589,23.93283837811965852893,23.93283837811966208164,10,0.00033300000000000002,0.00058700000000000007,9,0.01281899999999999706,0.00052000000000000050,
5,24.04053420038497534961,24.04600948345363065073,24.05717520221844551997,9,0.00027700000000000001,0.00062999999999999992,11,0.01450199999999999406,0.00041599999999999970,
6,24.07427668056410752229,24.06434174221274346905,24.08536226126583912333,9,0.00024200000000000003,0.00051400000000000013,11,0.01652499999999999802,0.00049499999999999891,
7,24.09936290651474166680,24.10057488323882068926,24.12039290526255541636,8,0.00016899999999999988,0.00047299999999999990,9,0.01724500000000001032,0.00078199999999999971,
8,24.13401322363740675314,24.11205211796390202039,24.14454478144984506116,11,0.00028300000000000005,0.00057900000000000009,13,0.01895999999999999075,0.00076799999999999959,
9,24.17385097374101121659,24.27795565056389648362,24.27795565056389293090,10,0.00037799999999999986,0.00055899999999999960,13,0.02254100000000000548,0.00103199999999999993,
10,24.29408515409304314403,24.30200344699026615558,24.31901097010156220790,12,0.00025200000000000005,0.00069799999999999984,12,0.02455299999999999150,0.00066000000000000086,
11,24.34054756752795256602,24.38875943638967669358,24.39022357306405908162,14,0.00034000000000000002,0.00059899999999999971,12,0.03293799999999999506,0.00170499999999999818,
12,24.34760876331699108732,24.41439812897892025489,24.42358772291850144143,11,0.00041200000000000004,0.00076299999999999979,12,0.02747199999999999642,0.00140699999999999853,
13,24.36066429992120774273,24.43610042340778676362,24.43758136341674713776,9,0.00032899999999999987,0.00091000000000000022,13,0.03410199999999999343,0.00088900000000000090,
14,24.37993187488862645296,24.44132498388508878406,24.45759108172591567154,12,0.00066499999999999979,0.00234899999999999953,14,0.04118399999999999839,0.00116800000000000237,
15,24.44818365222977263329,24.46776643432798081790,24.48834551137253612296,12,0.00033899999999999989,0.00127599999999999936,12,0.05753000000000002556,0.00139699999999999547,
16,24.48352991269043599232,24.47427911963264790529,24.50030578118502333496,15,0.00044300000000000068,0.00127399999999999909,13,0.07953399999999999359,0.00115300000000000125,
17,24.49755527132337817875,24.48065488394063038413,24.50606790248278699096,12,0.00029399999999999999,0.00102299999999999960,16,0.07812600000000002876,0.00188800000000000079,
18,24.49778535809991453220,24.49990216504846785028,24.51571669378549955809,16,0.00040099999999999945,0.00068900000000000038,16,0.08979199999999998294,0.00213700000000000001,
19,24.51844775979225232732,24.51909934046253525253,24.53649376898477285636,12,0.00061700000000000036,0.00180199999999999978,13,0.12304999999999999272,0.00249699999999999922,
20,24.53313495415145695233,24.58234297745092789000,24.58236564202508134258,15,0.00057799999999999952,0.00279700000000000087,13,0.10848000000000002085,0.00262499999999998845,
21,24.54391365803195412809,24.65556504367722112647,24.65611228076858196800,13,0.00053000000000000009,0.00121200000000000127,13,0.13177499999999997549,0.00422200000000000353,
22,24.60264883585535145016,24.68233958187966337050,24.68708166809504689354,13,0.00066600000000000079,0.00191599999999999757,15,0.14228099999999999081,0.00262699999999999045,
23,24.67201408409979279668,24.69951524112637741837,24.71928798990796494195,13,0.00082999999999999914,0.00201100000000000237,12,0.13939799999999991087,0.00221100000000001851,
24,24.69224908540427421144,24.71368460600499261659,24.73066522299141922758,16,0.00054500000000000035,0.00113100000000000006,12,0.11165899999999995273,0.00314300000000000690,
25,24.72934086052025293156,24.72204424002326916820,24.74111277250984386455,14,0.00053600000000000002,0.00346799999999999886,14,0.14214000000000015511,0.00313800000000000190,
26,24.73425597447320001265,24.74048624088760561790,24.74386006273642735209,16,0.00053899999999999955,0.00161599999999999938,14,0.13737800000000000011,0.00573699999999999211,
27,24.74609969717477397921,24.76240272997776870056,24.76240272997787883469,13,0.00161400000000000085,0.00404499999999999998,15,0.17600999999999999979,0.00762899999999999689,
28,24.74800371527239306602,24.76805766727666835436,24.76935056238006893636,15,0.00068899999999999864,0.00217100000000000626,18,0.18433399999999999785,0.00386900000000001132,
29,24.74883027049057915292,24.84969788244960753332,24.84969788244960753332,16,0.00092700000000000074,0.00148900000000000421,16,0.21779299999999990334,0.00757299999999999640,
30,24.79544765948020312862,24.88683954670553077904,24.88807478406964435180,19,0.00112600000000000026,0.00328699999999999826,15,0.14627800000000013014,0.00443700000000002426,
31,24.86980689150514933772,24.91445690063768836353,24.91624993533180898453,14,0.00083499999999999894,0.00280400000000000094,13,0.13545699999999971652,0.00378699999999998482,
32,24.92455283964672929642,24.94475045899235965408,24.97369104272925000032,18,0.00068200000000000205,0.00285200000000000037,10,0.17447100000000004272,0.00649100000000002453,
33,24.93000523957205771808,24.98465871558975237576,24.99532140899884069540,19,0.00086999999999999925,0.00238999999999999629,13,0.19524400000000019517,0.00473300000000004273,
34,24.95065322562369303228,25.02265576851664619085,25.02705332956401917954,16,0.00078699999999999951,0.00195000000000000034,17,0.17863699999999971268,0.00445899999999999075,
35,25.00042112105566616265,25.03401757697594831598,25.03949795528168564829,12,0.00056600000000000053,0.00498799999999999938,15,0.19387800000000021683,0.00373000000000001108,
36,25.03278861938870392123,25.04975492435753992027,25.05570277091635489342,14,0.00070999999999999883,0.00323500000000000176,11,0.18486599999999997479,0.00364999999999998659,
37,25.05427937180493813685,25.05583981489229117301,25.07153789120185649608,17,0.00082899999999999988,0.00295100000000000223,17,0.18952599999999986125,0.00657600000000002627,
38,25.06636246001224321844,25.06563218421520389256,25.07728832378194994135,17,0.00105099999999999985,0.00314399999999999402,17,0.23539300000000018542,0.00957500000000000018,
39,25.06899699551116356133,25.08644634869942890987,25.08890364328207667199,14,0.00081000000000000169,0.00342099999999999349,11,0.27463400000000026679,0.00589499999999998359,
40,25.08481022362808232629,25.11587889546320440104,25.11587889546321505918,15,0.00117899999999999949,0.00373900000000000621,12,0.30971099999999918140,0.00764400000000009516,
41,25.09583343775276276233,25.11935410215603425854,25.12708540205011686908,19,0.00140500000000000000,0.00449999999999999012,12,0.28132500000000071338,0.00560899999999997512,
42,25.12180789235671696247,25.14317076280087448481,25.14496407363284191661,17,0.00089200000000000043,0.00363700000000000134,12,0.28573000000000003951,0.00711800000000006872,
43,25.15000862257817360046,25.17986124456480467870,25.18028363058049379219,19,0.00126599999999999976,0.00402600000000000180,14,0.29318399999999922301,0.00638499999999997403,
