iis-bupa-cov_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,26.49721687754318111274,26.49721687754318111274,26.49721687754318111274,0,0.000000,0.226578,0,0.000000,0.226578,
1,26.57796607348382877944,27.20942363073300640508,27.20942363073302416865,151,0.01677899999999999878,0.31796199999999996688,153,12.90120399999999989404,0.41489099999999995427,
2,27.18096780465423023543,27.53023175097417052370,27.53023175097417052370,151,0.02840699999999999822,0.33814100000000002488,149,16.07809699999999963893,0.39819200000000010142,
3,27.47405066805224294058,27.64729901553997493124,27.64729901554002111652,148,0.03964000000000000162,0.39840799999999998438,149,28.93625499999999561851,1.16800900000000007495,
4,27.54190710109631723412,27.68142068954687573523,27.68142068954686862980,146,0.08012599999999998890,0.56355399999999988836,147,30.11524300000000664568,0.51449099999999958754,
5,27.58391882844879816616,27.73894584374384919556,27.73894584374385274828,155,0.07134199999999998876,0.66176400000000001889,148,35.79787899999999467582,1.44815000000000004832,
6,27.65780938021591595088,27.78222379936541841516,27.78222382643618360021,152,0.11242800000000000016,0.78759800000000002029,154,38.47001299999999446300,0.91147999999999740339,
7,27.71988489103325647989,27.81267297903637469858,27.81267297903636759315,155,0.09905799999999997940,0.53003400000000011616,155,40.73826199999999175816,1.54568399999999783745,
8,27.77394688192582350439,27.83284137755599019215,27.83284137755600085029,161,0.12846500000000005137,0.91721599999999980923,161,58.25456100000002379602,1.62627299999999763713,
9,27.78987322691513384143,27.84928792221277404906,27.84928792221277049634,153,0.14485999999999998877,1.12368199999999962557,154,58.17944099999999707507,2.15653700000000014825,
10,27.80647657268014683041,27.87193609633298763129,27.87193609633299473671,161,0.19323000000000001286,1.42986900000000005662,162,66.74721899999997276609,2.01220099999999746387,
11,27.84867593276009500869,27.87832100507664634392,27.87832100507662147493,164,0.19485900000000000443,1.89631900000000008788,163,75.33240899999998418934,1.84084900000000573073,
12,27.85618601743216160571,27.88683191673353078954,27.88683191172425424043,168,0.17540299999999997560,1.01653800000000060777,163,62.53935599999999794818,2.25929899999999861393,
13,27.86006574377139699550,27.89162002372872706246,27.89162002372871995703,158,0.26664200000000004565,1.12805399999999877991,160,64.08893299999999726424,1.84773800000000676391,
14,27.86888447255780576484,27.89852497737289738211,27.89852497737287251311,158,0.19733799999999979136,1.36611500000000063437,160,70.57191999999997733539,2.99623599999999612464,
15,27.87824333357352202256,27.90258626650137330216,27.90258626650138751302,161,0.20307600000000003426,1.22954499999999988802,165,83.82096400000000357977,2.68850499999999215106,
16,27.88200121073678516836,27.90637823275339712836,27.90637823275339357565,162,0.23485800000000001120,1.62639399999999945123,165,82.11817600000006223127,2.62586799999999698230,
