bell5_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,8951799.92812973260879516602,8951799.92812973260879516602,8951799.92812973260879516602,0,0.000000,0.000853,0,0.000000,0.000853,
1,8953821.66736270114779472351,8954078.10350351408123970032,8954950.61489957943558692932,10,0.00019999999999999998,0.00043399999999999998,7,0.01257699999999999964,0.00028100000000000000,
2,8955167.18933458067476749420,8955024.03285422734916210175,8955479.18832345865666866302,7,0.00009900000000000002,0.00034399999999999996,8,0.01322499999999999891,0.00029100000000000003,
3,8955571.11509310267865657806,8955238.06763910129666328430,8955663.18044631555676460266,6,0.00010799999999999997,0.00039000000000000005,8,0.01712799999999999739,0.00039100000000000029,
4,8955947.23972870782017707825,8956630.17045851796865463257,8957133.78187451511621475220,7,0.00016400000000000003,0.00044199999999999990,6,0.02108500000000000651,0.00050899999999999990,
5,8956624.10587907209992408752,8956916.02615760453045368195,8957873.84341081231832504272,9,0.00019099999999999998,0.00070300000000000007,7,0.02667799999999999339,0.00072699999999999935,
6,8956942.56195068545639514923,8957891.46501144394278526306,8958208.80563370324671268463,8,0.00019799999999999993,0.00045500000000000011,11,0.02456200000000000050,0.00058300000000000018,
7,8957914.43699784576892852783,8958147.41690318286418914795,8958562.47343331389129161835,11,0.00028899999999999998,0.00097599999999999987,10,0.02886400000000000077,0.00102499999999999987,
8,8958190.96068196929991245270,8958498.85671246610581874847,8958609.46690851636230945587,10,0.00029600000000000004,0.00067500000000000025,12,0.03196899999999999742,0.00108199999999999789,
9,8958638.80945559032261371613,8958631.44392577931284904480,8958700.84111657552421092987,11,0.00040799999999999994,0.00084300000000000000,3,0.04423499999999999654,0.00096500000000000058,
10,8958724.64270286820828914642,8958671.16433482617139816284,8958745.63657933659851551056,10,0.00033599999999999993,0.00072199999999999955,9,0.04445599999999999552,0.00106599999999999751,
11,8958793.46699240244925022125,8958678.97061182931065559387,8958828.39183106087148189545,11,0.00041799999999999997,0.00087499999999999991,12,0.05343599999999998351,0.00076599999999999932,
12,8958819.72584944963455200195,8959365.70808482728898525238,8959405.18594909086823463440,12,0.00042900000000000013,0.00082699999999999961,3,0.05125099999999999101,0.00105500000000000038,
13,8958860.44404745288193225861,8959396.74138755723834037781,8959515.32092098519206047058,8,0.00036300000000000004,0.00068700000000000098,1,0.05162800000000000722,0.00062700000000000256,
14,8959541.36185454577207565308,8960878.81510760635137557983,8960961.39926938898861408234,12,0.00046599999999999983,0.00130599999999999987,10,0.05637500000000000844,0.00202299999999999702,
15,8960097.09953378327190876007,8960964.54918798059225082397,8961108.41059119813144207001,13,0.00052600000000000043,0.00154199999999999997,13,0.05994799999999994577,0.00141799999999999565,
16,8960259.25611347518861293793,8960989.79036721028387546539,8961125.43358509801328182220,14,0.00061199999999999970,0.00140299999999999973,15,0.09448300000000009469,0.00179400000000000392,
17,8960796.66626980900764465332,8961314.02472498826682567596,8961380.80792823247611522675,12,0.00057299999999999972,0.00160099999999999999,13,0.11283299999999996110,0.00223900000000000488,
18,8961332.37919758073985576630,8961416.45633045211434364319,8961588.75697338767349720001,14,0.00060200000000000010,0.00170900000000000045,15,0.11587700000000000777,0.00239699999999999636,
19,8961383.27733008749783039093,8961599.00995756499469280243,8961729.39251399040222167969,12,0.00073799999999999994,0.00188299999999999926,12,0.12177300000000002012,0.00434999999999999276,
20,8961486.58059079758822917938,8961679.46191995963454246521,8961820.44565456174314022064,14,0.00072299999999999968,0.00187499999999999820,15,0.11280099999999992910,0.00363099999999999534,
21,8961620.72593874298036098480,8961854.30782266147434711456,8961875.64293903857469558716,15,0.00077300000000000112,0.00248200000000000157,14,0.13937700000000008416,0.00345399999999998486,
22,8961813.39927784726023674011,8961865.65689887292683124542,8961878.56939421594142913818,14,0.00090699999999999982,0.00261700000000000127,15,0.13703299999999996039,0.00187300000000001354,
23,8961849.16066700778901576996,8961894.28039742261171340942,8961946.99367834441363811493,14,0.00081199999999999849,0.00197299999999999906,16,0.18311699999999997424,0.00464800000000001323,
24,8961901.79455945082008838654,8962148.08536079898476600647,8962156.61158084124326705933,17,0.00094300000000000113,0.00397899999999999990,17,0.20504100000000002879,0.00456899999999998974,
25,8961904.14682103320956230164,8962190.74632946401834487915,8962198.36068886704742908478,15,0.00092499999999999874,0.00195100000000000134,16,0.20163699999999984414,0.00650300000000000877,
26,8962028.36501746065914630890,8962198.04271691478788852692,8962228.75557396933436393738,18,0.00110800000000000134,0.00793199999999999461,17,0.17425299999999999123,0.00329899999999999638,
27,8962028.36501746065914630890,8962238.89658887125551700592,8962242.13139320723712444305,16,0.00099899999999999989,0.00128500000000000142,17,0.20171699999999992414,0.00488399999999999945,
28,8962050.91090911813080310822,8962241.30427456647157669067,8962254.26062465459108352661,17,0.00100899999999999948,0.00361600000000000116,17,0.20584600000000019548,0.00499800000000000244,
29,8962050.91090911813080310822,8962243.18247714266180992126,8962255.79133891128003597260,17,0.00110400000000000081,0.00164099999999999663,17,0.26394999999999990692,0.00362000000000001210,
30,8962050.91090911813080310822,8962252.89276488497853279114,8962260.38626759126782417297,17,0.00129299999999999901,0.00155600000000000183,10,0.22185500000000013543,0.00640400000000002079,
31,8962128.96165054477751255035,8962260.15126068145036697388,8962263.45637841708958148956,15,0.00130200000000000107,0.00566200000000000037,17,0.26299299999999981026,0.00579500000000005011,
32,8962198.77158008515834808350,8962260.15126068145036697388,8962268.69602798856794834137,18,0.00132699999999999832,0.00367699999999999971,16,0.36351099999999991752,0.00213600000000002677,
33,8962206.11208276078104972839,8962260.36886182241141796112,8962271.06641585007309913635,16,0.00158200000000000007,0.00467899999999999566,17,0.26083999999999996078,0.00438499999999997225,
34,8962206.11208276078104972839,8962262.59706782549619674683,8962271.98109081201255321503,16,0.00136800000000000116,0.00163699999999999957,17,0.32662199999999996791,0.00693699999999997097,
35,8962237.74269060231745243073,8962266.91211210004985332489,8962273.44604511931538581848,14,0.00119799999999999768,0.00531100000000001016,18,0.34441200000000016246,0.00937999999999994394,
36,8962254.92707146517932415009,8962268.91600355505943298340,8962274.52485696412622928619,19,0.00179900000000000199,0.00663699999999999013,18,0.34854300000000026927,0.00578499999999992909,
37,8962265.81432976573705673218,8962274.97873215191066265106,8962278.43542540073394775391,17,0.00138899999999999788,0.00576100000000000223,17,0.33712999999999926359,0.01228400000000007264,
38,8962270.00004189833998680115,8962277.77211717143654823303,8962280.01642074808478355408,16,0.00156700000000000242,0.00524399999999999866,17,0.36838600000000010226,0.00667300000000004001,
39,8962276.94510281644761562347,8962279.83159035630524158478,8962281.47534176893532276154,13,0.00149499999999999980,0.00677600000000000424,16,0.38170600000000032281,0.00761400000000000965,
40,8962281.08139864727854728699,8962279.83159035630524158478,8962282.12782819755375385284,16,0.00160799999999999832,0.01069399999999999518,18,0.44181700000000034834,0.00306700000000004191,
41,8962281.52267369627952575684,8962281.55867959931492805481,8962283.40479873120784759521,17,0.00188599999999999879,0.00828500000000000070,18,0.48089899999999996538,0.01104900000000008653,
42,8962281.71777164563536643982,8962331.11971426010131835938,8962332.27137739770114421844,14,0.00154900000000000176,0.01085999999999999466,19,0.53281799999999979178,0.02285300000000001219,
43,8962281.71777164563536643982,8962357.26904406584799289703,8962371.43792596273124217987,18,0.00198500000000000065,0.00247400000000001785,19,0.47808999999999990393,0.01136499999999995847,
44,8962376.93552773445844650269,8962408.62832303158938884735,8962411.94504219666123390198,19,0.00215900000000000120,0.01787599999999997524,17,0.37022300000000019082,0.01246499999999994834,
45,8962391.50863532535731792450,8962414.69496919214725494385,8962418.80523296073079109192,18,0.00223599999999999494,0.00531200000000001116,17,0.50456299999999920658,0.01015300000000007863,
