bm23,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,20.57092176323557097817,20.57092176323557097817,20.57092176323557097817,0,0.000000,0.000898,0,0.000000,0.000898,
1,22.82830191756425719518,26.22379297302332190611,26.22379297302332190611,6,0.00026100000000000000,0.00055099999999999995,6,0.03212600000000000178,0.00029700000000000001,
2,26.45071672005586904675,26.79679641542238144325,26.79858283093718540613,8,0.00010899999999999999,0.00049899999999999999,9,0.04542999999999999816,0.00051699999999999988,
3,26.65708886160279078581,26.84533276478063967829,26.85290817763812754038,9,0.00010099999999999996,0.00052500000000000008,8,0.04537899999999998879,0.00048800000000000015,
4,26.88210716682892353901,27.03071150988519377734,27.03503917336644946090,11,0.00017100000000000004,0.00039299999999999969,13,0.06648999999999999355,0.00063099999999999962,
5,26.92571205689753455204,27.05751989748984698281,27.05919667556227636851,11,0.00017699999999999997,0.00056600000000000010,11,0.07142299999999998650,0.00057999999999999979,
6,26.98632225514600335714,27.08713781866299541434,27.08853153806445490659,11,0.00019799999999999993,0.00042399999999999990,11,0.09084100000000000508,0.00093000000000000027,
7,27.02312544478063927045,27.13512267134952438141,27.13512267134952793413,13,0.00034500000000000004,0.00042400000000000033,11,0.08933400000000002450,0.00087899999999999957,
8,27.09033625501132647173,27.17537327327613638772,27.17558885154713621546,13,0.00022600000000000007,0.00052799999999999939,12,0.10272699999999995724,0.00101099999999999801,
9,27.15020628541030234260,27.32270783479318865261,27.32270783479318154718,15,0.00057699999999999982,0.00110000000000000028,12,0.11088799999999998658,0.00145900000000000196,
10,27.29010611336144975780,27.33739977246384000864,27.33849270389747943000,11,0.00022499999999999994,0.00103799999999999986,10,0.12219999999999997531,0.00082800000000000235,
11,27.31634427056424030411,27.36662502065546931362,27.36662502065546576091,13,0.00034800000000000022,0.00082799999999999974,9,0.12198800000000009636,0.00095999999999999905,
12,27.32467342997347259370,27.38279951907928477794,27.38296160140378177061,11,0.00024699999999999982,0.00083500000000000067,10,0.11279799999999984284,0.00105299999999999838,
13,27.34469340887383737027,27.42672570911897622636,27.42734134165074166845,12,0.00035700000000000011,0.00062599999999999895,14,0.13332900000000003082,0.00186000000000000054,
14,27.40213940410443527185,27.44635886172534355865,27.44659602818508048472,13,0.00033299999999999996,0.00073300000000000101,14,0.20460100000000003284,0.00170299999999999618,
15,27.41134278265178991774,27.44639225779426539020,27.45013014455231115107,11,0.00033599999999999993,0.00076399999999999905,10,0.18169100000000004691,0.00047999999999999432,
16,27.42982765255208121857,27.46285627857189837187,27.46617835364153137334,11,0.00052899999999999996,0.00115300000000000125,12,0.22815600000000002545,0.00185099999999999848,
17,27.45083595150648747563,27.47210485128058721216,27.47227367810772946655,12,0.00037500000000000033,0.00124499999999999958,12,0.21371199999999990204,0.00196499999999999453,
18,27.46733345676948800929,27.47428809871148303046,27.47458938744888001793,6,0.00019599999999999999,0.00089099999999999943,9,0.23003800000000018677,0.00128400000000000736,
19,27.47111885823417409824,27.47894202337871050190,27.48074058473291003679,8,0.00027299999999999981,0.00089600000000000096,3,0.26752199999999959346,0.00106299999999999450,
20,27.47677410391312591287,27.47968120939933811542,27.48430977120484186571,12,0.00055700000000000020,0.00076699999999999859,10,0.22916200000000008785,0.00155699999999998895,
21,27.48297288606171662195,27.49108130712699349374,27.49300817752076397937,11,0.00051999999999999963,0.00111400000000000214,4,0.28246700000000002362,0.00173699999999998855,
22,27.48731857290593083576,27.50307755960519884297,27.50360870374782606973,11,0.00052500000000000029,0.00097199999999999717,14,0.31664899999999995828,0.00161699999999999344,
23,27.49908135433372891043,27.50552370633928589427,27.50945951861867655452,15,0.00045299999999999941,0.00135300000000000004,12,0.28988199999999997303,0.00133600000000000385,
24,27.51363123083051220874,27.55460066700571886145,27.55460066700571530873,15,0.00044300000000000068,0.00170400000000000065,16,0.37886400000000008959,0.00298299999999999954,
25,27.51365249885317609824,27.60870619164318995331,27.60870619164318284788,13,0.00061899999999999976,0.00112999999999999906,14,0.33623200000000030840,0.00270100000000000895,
26,27.61780469539053584072,27.67299286781026523840,27.67299286781025458026,13,0.00071000000000000056,0.00174400000000000249,13,0.29735699999999987142,0.00280199999999999894,
27,27.65682893610131642959,27.69024955005793131591,27.69032659444045307851,13,0.00044399999999999995,0.00171699999999999978,15,0.32586400000000015353,0.00316500000000000115,
28,27.68914254988577638983,27.71069206943314355840,27.71534175531305521645,11,0.00060399999999999864,0.00165299999999999822,10,0.31192699999999984328,0.00265500000000001846,
29,27.70428989758836735291,27.74240017753498221964,27.74240887279444578439,13,0.00049200000000000112,0.00192099999999999910,10,0.37838700000000002888,0.00253200000000000647,
30,27.71558610077077489109,27.76522522945708359998,27.76701589558673788360,15,0.00061499999999999923,0.00130200000000000107,14,0.40836899999999953792,0.00324399999999999689,
31,27.76623227485417544358,27.78179541793951656814,27.78380313488788999621,12,0.00057100000000000033,0.00241999999999999854,9,0.39775999999999989143,0.00355999999999997985,
32,27.77461131352593071142,27.80916881160624143376,27.80916881160624498648,14,0.00065499999999999933,0.00159600000000000020,13,0.35511500000000051358,0.00348399999999998711,
33,27.79111609762357559816,27.81493946819605156406,27.81792957408599065161,12,0.00054700000000000061,0.00160600000000000326,11,0.32935699999999989984,0.00287300000000001443,
34,27.82450437470196291656,27.83179741689396635707,27.83813765417280805536,11,0.00069999999999999923,0.00197699999999999959,9,0.35950499999999951939,0.00198700000000001653,
35,27.83229293947811555654,27.84422293293338057651,27.84667028657962362104,14,0.00061000000000000117,0.00141799999999999565,5,0.44239000000000050505,0.00475799999999998446,
36,27.83937363312430335327,27.85604683327462183229,27.85744256618568925887,15,0.00077499999999999965,0.00153400000000000064,13,0.49198299999999939303,0.00356200000000000960,
37,27.84374300924319101114,27.85872202412922860049,27.86055916022716161251,15,0.00089000000000000017,0.00181400000000000311,9,0.48904800000000037130,0.00330999999999997963,
38,27.85260251390964114648,27.86409371590104555594,27.87078662139610329973,14,0.00062999999999999862,0.00224200000000000094,16,0.38743999999999978456,0.00384100000000003883,
39,27.86673270013556091840,27.87530597879522176186,27.87992484680086135995,12,0.00075300000000000020,0.00195999999999999647,14,0.43682000000000087425,0.00378899999999998682,
40,27.87649707078015737238,27.90233979360268534720,27.90383203015995761120,13,0.00094800000000000093,0.00199799999999999978,14,0.43469399999999858153,0.00302900000000000391,
41,27.89854068489050931134,27.92070867400573774830,27.92152373510950269520,16,0.00066799999999999846,0.00300299999999999873,14,0.54973100000000130194,0.00433299999999997576,
42,27.90992676145962647638,27.92918333053897583795,27.93101373328091341364,16,0.00078300000000000244,0.00335400000000000281,7,0.57331899999999968998,0.00369500000000000384,
43,27.93237145155335809932,27.94786168487487287848,27.94817500871429771792,11,0.00079999999999999863,0.00286600000000000049,2,0.63514900000000018565,0.00332499999999996687,
44,27.94383500761450633831,27.94896344633692919501,27.94967141788626818766,11,0.00077100000000000085,0.00212799999999999795,13,0.54772099999999923625,0.00218299999999999050,
45,27.94774427548642847796,27.95770926882489604282,27.95788671683696691161,12,0.00074600000000000014,0.00250000000000000222,11,0.57579600000000041859,0.00569600000000003437,
46,27.94896720598964279247,27.96133050504903039268,27.96156774707261405410,13,0.00069199999999999817,0.00133899999999999991,11,0.58253399999999899705,0.00315699999999996539,
47,27.95977741366883151386,27.97130229839015669313,27.97133798383123348685,13,0.00090900000000000009,0.00320099999999999552,10,0.53193599999999996442,0.00441700000000000426,
48,27.96948763449002584025,27.97618418541721752035,27.97745961808539760796,13,0.00076700000000000032,0.00396200000000000718,14,0.67512000000000149669,0.00497300000000000519,
49,27.97063277896350896867,27.99117124767361275417,27.99117124767362696502,14,0.00075700000000000073,0.00174099999999999255,17,0.73094799999999970908,0.00656800000000001827,
50,27.97249243697059739588,28.00289993138738964262,28.00296975995499693113,16,0.00078100000000000044,0.00232400000000000662,13,0.66996199999999994645,0.00409900000000007481,
51,27.98838560293706123616,28.00380328926330975037,28.00504667754277221547,15,0.00078100000000000044,0.00287599999999998968,5,0.64434599999999875308,0.00352699999999994684,
