23588_presolved,bound_gmic,bound_vpc,bound_all_cuts,num_gmic,gmic_gen_time,gmic_apply_time,num_vpc,vpc_gen_time,vpc_apply_time,
0,7649.86613382250197901158,7649.86613382250197901158,7649.86613382250197901158,0,0.000000,0.004046,0,0.000000,0.004046,
1,7675.27431627029454830335,7748.94036190479437209433,7749.63161263521942601074,74,0.00538099999999999950,0.01094200000000000034,71,1.00850299999999992728,0.02028099999999999695,
2,7743.30976144861870125169,7769.29324991061548644211,7769.29324991061548644211,73,0.00771500000000000050,0.02231699999999999656,76,1.41671299999999988906,0.03473600000000000299,
3,7761.82678732005933852633,7811.47755119918110722210,7812.83438325727911433205,76,0.00959999999999999742,0.02756100000000000216,80,1.90769799999999989382,0.07209000000000001518,
4,7808.86752332796459086239,7826.11539451429871405708,7826.11539451430508051999,48,0.01077600000000000433,0.02744800000000000018,80,2.18716699999999963921,0.05560400000000001453,
5,7826.99999999917235982139,7829.84741115129691024777,7829.87756629880641412456,66,0.01652099999999999402,0.02554499999999999826,80,2.88758100000000084151,0.09659699999999998843,
6,7826.99999999917235982139,7834.43627736089638347039,7834.43627736089547397569,28,0.01519199999999999717,0.01036999999999999034,82,3.66518599999999850070,0.13100600000000001133,
7,7830.25470699775178218260,7836.82620357495034113526,7836.82620357495034113526,38,0.01845100000000000906,0.03192800000000001193,84,4.08781800000000039574,0.16001399999999998958,
8,7832.33549372133347787894,7839.19712548712413990870,7839.22339521682170015993,50,0.02061299999999999244,0.04100999999999999091,89,5.39953799999999972670,0.15498300000000009291,
9,7839.99999999921965354588,7842.62059362931267969543,7842.62430168225637316937,24,0.02200500000000001066,0.02873899999999998678,81,5.09794000000000124828,0.23574600000000001110,
10,7839.99999999921783455648,7845.12968564055154274683,7845.13550391632179525914,54,0.02943999999999999395,0.03645200000000001217,85,5.81214399999999642432,0.19425899999999995948,
11,7845.99999999916872184258,7846.94588590667717653560,7846.94634401846997207031,3,0.02323400000000000465,0.01586999999999999522,83,6.21073799999999920374,0.22627099999999988889,
12,7845.99999999916872184258,7847.98856096491090283962,7847.98856096491272182902,0,0.02525799999999997492,0.00992999999999999439,84,6.15041000000000082082,0.27934699999999956788,
13,7845.99999999916872184258,7848.18396830545407283353,7848.18396830545589182293,0,0.02852200000000001956,0.00757600000000002716,83,6.72210900000000322052,0.25371599999999983055,
14,7848.99999999918873072602,7848.49454474784852209268,7848.99999999918509274721,1,0.03381100000000000771,0.01211799999999996214,84,8.18835499999999427700,0.12609499999999984610,
15,7848.99999999918873072602,7848.49454474784852209268,7848.99999999918509274721,0,0.03001699999999996038,0.00619400000000003281,0,5.99867599999999612237,0.00000000000000000000,
