,,BOUND INFO,,BB INFO,,,,,,,,ORIG PROB INFO,,,,,,,,,,,,,CLEANED PROB INFO,,,,,,,,,,,,,,,FULL BB INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERSION INFO,,,,WRAP UP INFO,,,,END
p6000,536,-2451537.32502404553815722466,-2451537.32502404507249593735,1,1,1,1,0.105,0.183,0.105,0.183,2176,6000,2,0.14558,0.27228,123,0,0,0,0,6000,0,0.003695,1725,4596,2,0.14558,0.27228,19,0,0,0,0,4596,0,0.001699,0,0,-2451227.00000000000000000000,-2451250.00000000000000000000,-2451227.00000000000000000000,-2451250.00000000000000000000,-2451227.00000000000000000000,-2451250.00000000000000000000,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,237,1604,237,1604,237,1604,1,1,1,1,1,1,1,1,1,1,1,1,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,-2451470.55383104132488369942,-2451470.55383104085922241211,237,1604,237,1604,237,1604,0.086,0.181,0.086,0.181,0.086,0.181,0.104,0.166,0.104,0.166,0.104,0.166,0.105,0.183,0.105,0.183,0.105,0.183,-2451227.00000000000000000000,-2451470.55383104132488369942,237,1,1,-2451470.553831,-2451470.553831,237,0.085520,0.103869,0.104592,-2451250.00000000000000000000,-2451470.55383104085922241211,1604,1,1,-2451470.553831,-2451470.553831,1604,0.180717,0.165906,0.182977,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 02:59:23 2023,1,p6000,DONE
p6b,536,-231.00000000000000000000,-70.27402401446099133864,376933,750321,376933,750321,7200.001,7200.000,7200.001,7200.000,5852,462,462,0.50000,0.50000,0,0,0,0,0,462,0,0.004329,502,451,375,0.00142,0.49631,0,0,0,0,0,451,0,0.014629,0,0,-62.00000000000000000000,-63.00000000000000000000,-62.00000000000000000000,-63.00000000000000000000,-62.00000000000000000000,-63.00000000000000000000,-67.00000000000000000000,-66.00000000000000000000,-67.00000000000000000000,-66.00000000000000000000,-67.00000000000000000000,-66.00000000000000000000,27470505,84062548,27470505,84062548,27470505,84062548,376933,750321,376933,750321,376933,750321,9,23,9,23,9,23,-70.63048059748520302037,-70.22556073531005438326,-70.63048059748520302037,-70.22556073531005438326,-70.63048059748520302037,-70.22556073531005438326,-70.24665535618376566163,-70.11831095246712663993,-70.24665535618376566163,-70.11831095246712663993,-70.24665535618376566163,-70.11831095246712663993,5068,2607,5068,2607,5068,2607,2.919,5.576,2.919,5.576,2.919,5.576,4.616,550.589,4.616,550.589,4.616,550.589,7200.001,7200.000,7200.001,7200.000,7200.001,7200.000,-62.00000000000000000000,-67.00000000000000000000,27470505,376933,9,-70.630481,-70.246655,5068,2.919353,4.616234,7200.000718,-63.00000000000000000000,-66.00000000000000000000,84062548,750321,23,-70.225561,-70.118311,2607,5.575686,550.589086,7200.000259,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 06:59:25 2023,14402,p6b,DONE
p80x400b,536,6418.79999999999836290954,6418.79999999999836290954,254898,208964,254898,208964,1555.293,1143.286,1555.293,1143.286,480,800,52,0.00500,0.19500,80,0,0,0,0,400,400,0.004167,456,768,52,0.00500,0.19500,72,0,0,0,0,384,384,0.004386,0,0,39667.00000000000000000000,39666.99999999970896169543,39667.00000000000000000000,39666.99999999970896169543,39667.00000000000000000000,39666.99999999970896169543,39663.03801386446139076725,39663.10106990930944448337,39663.03801386446139076725,39663.10106990930944448337,39663.03801386446139076725,39663.10106990930944448337,9847098,8561049,9847098,8561049,9847098,8561049,254898,208964,254898,208964,254898,208964,18,18,18,18,18,18,31237.46926829788208124228,31271.90058431780562386848,31237.46926829788208124228,31271.90058431780562386848,31237.46926829788208124228,31271.90058431780562386848,36514.10828539272188208997,36652.84614140298072015867,36514.10828539272188208997,36652.84614140298072015867,36514.10828539272188208997,36652.84614140298072015867,1293,1405,1293,1405,1293,1405,0.522,0.555,0.522,0.555,0.522,0.555,1394.557,1014.486,1394.557,1014.486,1394.557,1014.486,1555.293,1143.286,1555.293,1143.286,1555.293,1143.286,39667.00000000000000000000,39663.03801386446139076725,9847098,254898,18,31237.469268,36514.108285,1293,0.521941,1394.557299,1555.293420,39666.99999999970896169543,39663.10106990930944448337,8561049,208964,18,31271.900584,36652.846141,1405,0.554808,1014.486126,1143.286362,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:44:26 2023,2699,p80x400b,DONE
pg,536,-11824.65738155926192121115,-11824.65738155926192121115,631,631,631,631,5.812,5.812,5.812,5.812,125,2700,93,0.00018,0.49286,100,0,0,0,0,100,2600,0.015407,125,2700,93,0.00018,0.49286,100,0,0,0,0,100,2600,0.015407,0,0,-8674.34260711702518165112,-8674.34260711702518165112,-8674.34260711702518165112,-8674.34260711702518165112,-8674.34260711702518165112,-8674.34260711702518165112,-8675.01026675355387851596,-8675.01026675355387851596,-8675.01026675355387851596,-8675.01026675355387851596,-8675.01026675355387851596,-8675.01026675355387851596,25677,25677,25677,25677,25677,25677,631,631,631,631,631,631,5,5,5,5,5,5,-9293.36526263893028954044,-9293.36526263893028954044,-9293.36526263893028954044,-9293.36526263893028954044,-9293.36526263893028954044,-9293.36526263893028954044,-9187.63515841229491343256,-9187.63515841229491343256,-9187.63515841229491343256,-9187.63515841229491343256,-9187.63515841229491343256,-9187.63515841229491343256,2108,2108,2108,2108,2108,2108,0.409,0.409,0.409,0.409,0.409,0.409,5.661,5.661,5.661,5.661,5.661,5.661,5.812,5.812,5.812,5.812,5.812,5.812,-8674.34260711702518165112,-8675.01026675355387851596,25677,631,5,-9293.365263,-9187.635158,2108,0.408985,5.661329,5.811525,-8674.34260711702518165112,-8675.01026675355387851596,25677,631,5,-9293.365263,-9187.635158,2108,0.408985,5.661329,5.811525,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:03:21 2023,6,pg,DONE
pg5_34,536,-16646.58601737959907040931,-16646.58601737959907040931,12767,12767,12767,12767,112.721,112.721,112.721,112.721,225,2600,88,0.02826,0.49199,0,0,0,0,0,100,2500,0.013162,225,2600,88,0.02826,0.49199,0,0,0,0,0,100,2500,0.013162,0,0,-14339.35344692620856221765,-14339.35344692620856221765,-14339.35344692620856221765,-14339.35344692620856221765,-14339.35344692620856221765,-14339.35344692620856221765,-14340.78571919442219950724,-14340.78571919442219950724,-14340.78571919442219950724,-14340.78571919442219950724,-14340.78571919442219950724,-14340.78571919442219950724,434642,434642,434642,434642,434642,434642,12767,12767,12767,12767,12767,12767,13,13,13,13,13,13,-14469.12159967513980518561,-14469.12159967513980518561,-14469.12159967513980518561,-14469.12159967513980518561,-14469.12159967513980518561,-14469.12159967513980518561,-14367.29593020838547090534,-14367.29593020838547090534,-14367.29593020838547090534,-14367.29593020838547090534,-14367.29593020838547090534,-14367.29593020838547090534,2749,2749,2749,2749,2749,2749,0.650,0.650,0.650,0.650,0.650,0.650,53.370,53.370,53.370,53.370,53.370,53.370,112.721,112.721,112.721,112.721,112.721,112.721,-14339.35344692620856221765,-14340.78571919442219950724,434642,12767,13,-14469.121600,-14367.295930,2749,0.649667,53.370261,112.721258,-14339.35344692620856221765,-14340.78571919442219950724,434642,12767,13,-14469.121600,-14367.295930,2749,0.649667,53.370261,112.721258,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:05:13 2023,112,pg5_34,DONE
pigeon-08,536,-8000.00000000000000000000,-8000.00000000000000000000,37290,58090,37290,58090,28.120,26.281,28.120,26.281,601,344,77,0.05195,0.14286,48,0,0,0,0,272,72,0.025036,348,152,52,0.02381,0.26190,40,0,0,0,0,128,24,0.044011,0,0,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,-7000.00000000000000000000,300270,293737,300270,293737,300270,293737,37290,58090,37290,58090,37290,58090,6,9,6,9,6,9,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,-8000.00000000000000000000,123,307,123,307,123,307,0.080,0.080,0.080,0.080,0.080,0.080,0.023,0.017,0.023,0.017,0.023,0.017,28.120,26.281,28.120,26.281,28.120,26.281,-7000.00000000000000000000,-7000.00000000000000000000,300270,37290,6,-8000.000000,-8000.000000,123,0.079760,0.022596,28.120404,-7000.00000000000000000000,-7000.00000000000000000000,293737,58090,9,-8000.000000,-8000.000000,307,0.079686,0.017325,26.281205,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:05:04 2023,54,pigeon-08,DONE
pigeon-10,536,-10000.00000000000000000000,-10000.00000000000000000000,3266828,11395103,3266828,11395103,2792.133,7200.000,2792.133,7200.000,931,490,125,0.01000,0.19091,60,0,0,0,0,400,90,0.017865,525,210,72,0.11111,0.11111,50,0,0,0,0,180,30,0.032562,0,0,-9000.00000000000000000000,-9000.00000000000000000000,-9000.00000000000000000000,-9000.00000000000000000000,-9000.00000000000000000000,-9000.00000000000000000000,-9000.00000000000000000000,-9999.99999999999636202119,-9000.00000000000000000000,-9999.99999999999636202119,-9000.00000000000000000000,-9999.99999999999636202119,28049597,79457201,28049597,79457201,28049597,79457201,3266828,11395103,3266828,11395103,3266828,11395103,10,8,10,8,10,8,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,172,171,172,171,172,171,0.130,0.091,0.130,0.091,0.130,0.091,0.032,0.022,0.032,0.022,0.032,0.022,2792.133,7200.000,2792.133,7200.000,2792.133,7200.000,-9000.00000000000000000000,-9000.00000000000000000000,28049597,3266828,10,-10000.000000,-10000.000000,172,0.129557,0.032462,2792.133226,-9000.00000000000000000000,-9999.99999999999636202119,79457201,11395103,8,-10000.000000,-10000.000000,171,0.090611,0.021947,7200.000178,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 05:51:37 2023,9993,pigeon-10,DONE
pigeon-11,536,-11000.00000000000000000000,-11000.00000000000000000000,6580308,11433235,6580308,11433235,7200.000,7200.001,7200.000,7200.001,1123,572,143,0.00273,0.20000,66,0,0,0,0,473,99,0.015395,627,242,92,0.01111,0.18889,55,0,0,0,0,209,33,0.028491,0,0,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-10000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,41270710,62644640,41270710,62644640,41270710,62644640,6580308,11433235,6580308,11433235,6580308,11433235,6,8,6,8,6,8,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,488,348,488,348,488,348,0.152,0.096,0.152,0.096,0.152,0.096,0.109,0.030,0.109,0.030,0.109,0.030,7200.000,7200.001,7200.000,7200.001,7200.000,7200.001,-10000.00000000000000000000,-11000.00000000000000000000,41270710,6580308,6,-11000.000000,-11000.000000,488,0.151703,0.109312,7200.000357,-10000.00000000000000000000,-11000.00000000000000000000,62644640,11433235,8,-11000.000000,-11000.000000,348,0.095531,0.030279,7200.000598,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:05:15 2023,14401,pigeon-11,DONE
pigeon-12,536,-12000.00000000000000000000,-12000.00000000000000000000,5353107,10374608,5353107,10374608,7200.001,7200.000,7200.001,7200.000,1333,660,134,0.09091,0.18182,72,0,0,0,0,552,108,0.013408,738,276,130,0.00909,0.10000,60,0,0,0,0,240,36,0.025156,0,0,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-11000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,39031546,51970835,39031546,51970835,39031546,51970835,5353107,10374608,5353107,10374608,5353107,10374608,5,10,5,10,5,10,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,384,446,384,446,384,446,0.147,0.116,0.147,0.116,0.147,0.116,0.063,0.039,0.063,0.039,0.063,0.039,7200.001,7200.000,7200.001,7200.000,7200.001,7200.000,-11000.00000000000000000000,-12000.00000000000000000000,39031546,5353107,5,-12000.000000,-12000.000000,384,0.147270,0.063306,7200.000749,-11000.00000000000000000000,-12000.00000000000000000000,51970835,10374608,10,-12000.000000,-12000.000000,446,0.116076,0.039348,7200.000307,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:06:50 2023,14401,pigeon-12,DONE
pigeon-13,536,-13000.00000000000000000000,-13000.00000000000000000000,7089142,10589849,7089142,10589849,7200.001,7200.000,7200.001,7200.000,1561,754,162,0.09091,0.18182,78,0,0,0,0,637,117,0.011785,858,312,134,0.00758,0.15909,65,0,0,0,0,273,39,0.022387,0,0,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-12000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,61806953,58388499,61806953,58388499,61806953,58388499,7089142,10589849,7089142,10589849,7089142,10589849,5,7,5,7,5,7,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,-13000.00000000000000000000,711,452,711,452,711,452,0.190,0.116,0.190,0.116,0.190,0.116,0.085,0.078,0.085,0.078,0.085,0.078,7200.001,7200.000,7200.001,7200.000,7200.001,7200.000,-12000.00000000000000000000,-13000.00000000000000000000,61806953,7089142,5,-13000.000000,-13000.000000,711,0.189969,0.085325,7200.000627,-12000.00000000000000000000,-13000.00000000000000000000,58388499,10589849,7,-13000.000000,-13000.000000,452,0.116015,0.078315,7200.000130,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:10:08 2023,14400,pigeon-13,DONE
pigeon-16,536,-15999.99999999999818101060,-15999.99999999999818101060,5298382,8636055,5298382,8636055,7200.000,7200.000,7200.000,7200.000,2353,1072,341,0.00303,0.36061,96,0,0,0,0,928,144,0.008367,1272,432,236,0.00476,0.12857,80,0,0,0,0,384,48,0.016393,0,0,-15000.00000000000000000000,-15000.00000000000000000000,-15000.00000000000000000000,-15000.00000000000000000000,-15000.00000000000000000000,-15000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,37981873,50088565,37981873,50088565,37981873,50088565,5298382,8636055,5298382,8636055,5298382,8636055,5,8,5,8,5,8,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,-16000.00000000000000000000,642,715,642,715,642,715,0.243,0.192,0.243,0.192,0.243,0.192,0.131,0.063,0.131,0.063,0.131,0.063,7200.000,7200.000,7200.000,7200.000,7200.000,7200.000,-15000.00000000000000000000,-16000.00000000000000000000,37981873,5298382,5,-16000.000000,-16000.000000,642,0.243128,0.130546,7200.000281,-15000.00000000000000000000,-16000.00000000000000000000,50088565,8636055,8,-16000.000000,-16000.000000,715,0.192432,0.063263,7200.000333,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:11:49 2023,14400,pigeon-16,DONE
pigeon-19,536,-19000.00000000000000000000,-19000.00000000000000000000,2792207,5753891,2792207,5753891,7200.002,7200.001,7200.002,7200.001,3307,1444,341,0.09091,0.19091,114,0,0,0,0,1273,171,0.006251,1767,570,338,0.00327,0.10784,95,0,0,0,0,513,57,0.012545,0,0,-18000.00000000000000000000,-18000.00000000000000000000,-18000.00000000000000000000,-18000.00000000000000000000,-18000.00000000000000000000,-18000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,25277589,44204778,25277589,44204778,25277589,44204778,2792207,5753891,2792207,5753891,2792207,5753891,7,6,7,6,7,6,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,816,1003,816,1003,816,1003,0.452,0.221,0.452,0.221,0.452,0.221,0.188,0.120,0.188,0.120,0.188,0.120,7200.002,7200.001,7200.002,7200.001,7200.002,7200.001,-18000.00000000000000000000,-19000.00000000000000000000,25277589,2792207,7,-19000.000000,-19000.000000,816,0.451517,0.187775,7200.002031,-18000.00000000000000000000,-19000.00000000000000000000,44204778,5753891,6,-19000.000000,-19000.000000,1003,0.221107,0.119960,7200.000692,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:32:34 2023,14400,pigeon-19,DONE
pigeon-20,536,-20000.00000000000000000000,-20000.00000000000000000000,2851743,4948389,2851743,4948389,7200.007,7200.001,7200.007,7200.001,3661,1580,462,0.01435,0.20000,120,0,0,0,0,1400,180,0.005722,1950,620,378,0.00292,0.10234,100,0,0,0,0,560,60,0.011563,0,0,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-19000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,20839774,32542002,20839774,32542002,20839774,32542002,2851743,4948389,2851743,4948389,2851743,4948389,7,6,7,6,7,6,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,-20000.00000000000000000000,934,804,934,804,934,804,0.503,0.245,0.503,0.245,0.503,0.245,0.205,0.111,0.205,0.111,0.205,0.111,7200.007,7200.001,7200.007,7200.001,7200.007,7200.001,-19000.00000000000000000000,-20000.00000000000000000000,20839774,2851743,7,-20000.000000,-20000.000000,934,0.502948,0.205089,7200.007481,-19000.00000000000000000000,-20000.00000000000000000000,32542002,4948389,6,-20000.000000,-20000.000000,804,0.245014,0.111127,7200.000578,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 07:34:09 2023,14400,pigeon-20,DONE
piperout-03,536,68814.99758961699262727052,74831.99999999995634425431,1,1,1,1,1.771,1.270,1.771,1.270,12246,9526,2932,0.00165,0.50000,166,0,0,12,129,9373,24,0.000335,3529,4414,809,0.00155,0.50000,69,0,0,0,88,4326,0,0.000934,0,0,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,74982.00000000000000000000,7923,3820,7923,3820,7923,3820,1,1,1,1,1,1,1,7,1,7,1,7,74982.00000000000000000000,74832.00000000000000000000,74982.00000000000000000000,74832.00000000000000000000,74982.00000000000000000000,74832.00000000000000000000,74982.00000000000000000000,74882.00000000000000000000,74982.00000000000000000000,74882.00000000000000000000,74982.00000000000000000000,74882.00000000000000000000,7923,3820,7923,3820,7923,3820,1.763,1.265,1.763,1.265,1.763,1.265,1.621,1.255,1.621,1.255,1.621,1.255,1.771,1.270,1.771,1.270,1.771,1.270,74982.00000000000000000000,74982.00000000000000000000,7923,1,1,74982.000000,74982.000000,7923,1.762875,1.620642,1.770596,74982.00000000000000000000,74982.00000000000000000000,3820,1,7,74832.000000,74882.000000,3820,1.265287,1.254893,1.270156,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:40:58 2023,6,piperout-03,DONE
piperout-08,536,99128.92447129916399717331,107729.26086956537619698793,1,170,1,170,7.214,4.369,7.214,4.369,14589,10399,3654,0.00145,0.50000,166,0,0,14,130,10245,24,0.000296,4703,5351,1094,0.00025,0.50000,72,0,0,0,93,5258,0,0.000731,0,0,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,125055.00000000000000000000,11178,6548,11178,6548,11178,6548,1,170,1,170,1,170,10,10,10,10,10,10,116370.99999999781721271574,107751.00000000000000000000,116370.99999999781721271574,107751.00000000000000000000,116370.99999999781721271574,107751.00000000000000000000,116402.99999999992724042386,125055.00000000000000000000,116402.99999999992724042386,125055.00000000000000000000,116402.99999999992724042386,125055.00000000000000000000,11178,5624,11178,5624,11178,5624,7.205,2.906,7.205,2.906,7.205,2.906,6.092,4.364,6.092,4.364,6.092,4.364,7.214,4.369,7.214,4.369,7.214,4.369,125055.00000000000000000000,125055.00000000000000000000,11178,1,10,116371.000000,116403.000000,11178,7.204966,6.092345,7.213586,125055.00000000000000000000,125055.00000000000000000000,6548,170,10,107751.000000,125055.000000,5624,2.906296,4.364461,4.369404,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:41:14 2023,16,piperout-08,DONE
piperout-27,536,6970.00000000000181898940,7506.66666666666060336865,1,1,1,1,2.837,2.407,2.837,2.407,18442,11659,4511,0.00262,0.50000,158,0,0,19,121,11514,24,0.000254,6169,5992,1475,0.00167,0.50000,73,0,0,0,92,5900,0,0.000618,0,0,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,8124.00000000000000000000,11065,6771,11065,6771,11065,6771,1,1,1,1,1,1,1,11,1,11,1,11,8124.00000000000000000000,7532.13513513513316866010,8124.00000000000000000000,7532.13513513513316866010,8124.00000000000000000000,7532.13513513513316866010,8124.00000000000000000000,8080.66798906814437941648,8124.00000000000000000000,8080.66798906814437941648,8124.00000000000000000000,8080.66798906814437941648,11065,6771,11065,6771,11065,6771,2.821,2.399,2.821,2.399,2.821,2.399,2.594,2.380,2.594,2.380,2.594,2.380,2.837,2.407,2.837,2.407,2.837,2.407,8124.00000000000000000000,8124.00000000000000000000,11065,1,1,8124.000000,8124.000000,11065,2.821354,2.594358,2.836574,8124.00000000000000000000,8124.00000000000000000000,6771,1,11,7532.135135,8080.667989,6771,2.398911,2.379802,2.406793,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:41:25 2023,11,piperout-27,DONE
piperout-d20,536,25533.84210526299284538254,29915.33333333319751545787,1,1,1,1,10.153,1.458,10.153,1.458,15562,11961,4609,0.00007,0.50000,4590,0,0,19,149,11788,24,0.001026,3557,4499,1183,0.00262,0.49851,2061,0,0,0,86,4413,0,0.001933,0,0,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,17854,5944,17854,5944,17854,5944,1,1,1,1,1,1,7,7,7,7,7,7,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29948.00000000000000000000,29947.99999999997089616954,29948.00000000000000000000,29947.99999999997089616954,29948.00000000000000000000,29947.99999999997089616954,17854,5944,17854,5944,17854,5944,9.573,1.397,9.573,1.397,9.573,1.397,10.148,1.456,10.148,1.456,10.148,1.456,10.153,1.458,10.153,1.458,10.153,1.458,29948.00000000000000000000,29948.00000000000000000000,17854,1,7,29948.000000,29948.000000,17854,9.573335,10.148350,10.153037,29948.00000000000000000000,29948.00000000000000000000,5944,1,7,29948.000000,29948.000000,5944,1.397437,1.455907,1.457905,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:41:49 2023,24,piperout-d20,DONE
piperout-d27,536,7083.11627906977355451090,8025.99999999999272404239,24,55,24,55,37.703,3.662,37.703,3.662,17470,13104,5891,0.00097,0.50000,4941,0,0,19,149,12931,24,0.000980,3867,4890,1300,0.00262,0.49425,2251,0,0,0,84,4806,0,0.001811,0,0,8124.00000000013278622646,8124.00000000000000000000,8124.00000000013278622646,8124.00000000000000000000,8124.00000000013278622646,8124.00000000000000000000,8124.00000000013278622646,8124.00000000000000000000,8124.00000000013278622646,8124.00000000000000000000,8124.00000000013278622646,8124.00000000000000000000,39238,8449,39238,8449,39238,8449,24,55,24,55,24,55,56,10,56,10,56,10,7544.41379310344836994773,8124.00000000001637090463,7544.41379310344836994773,8124.00000000001637090463,7544.41379310344836994773,8124.00000000001637090463,7847.08919597990279726218,8123.99999999999454303179,7847.08919597990279726218,8123.99999999999454303179,7847.08919597990279726218,8123.99999999999454303179,37184,7815,37184,7815,37184,7815,35.938,2.556,35.938,2.556,35.938,2.556,37.683,3.661,37.683,3.661,37.683,3.661,37.703,3.662,37.703,3.662,37.703,3.662,8124.00000000013278622646,8124.00000000013278622646,39238,24,56,7544.413793,7847.089196,37184,35.937820,37.683044,37.703375,8124.00000000000000000000,8124.00000000000000000000,8449,55,10,8124.000000,8124.000000,7815,2.556124,3.660595,3.662181,#444d871,#600f7d1,#5de0d70,10.01,,SUCCESS,Thu Jun 15 03:42:49 2023,60,piperout-d27,DONE
